,Census Tract,Ozone,PM2.5,Diesel PM,Pesticides,Tox. Release,Traffic,Asthma,Low Birth Weight,Cardiovascular Disease,Poverty,Unemployment
4498,6065043802,0.068,9.95548266,10.671,0.0,295.3912121,889.85,31.62,4.92,11.36,33.9,15.7
4499,6037554515,0.044,11.21,16.266,0.0,5831.341886,497.63,33.81,8.29,7.05,17.0,6.2
4500,6019005510,0.065,15.4,26.942,0.07,2188.696268,586.56,41.63,3.36,7.55,24.3,7.6
4501,6071009119,0.065,7.02122524,2.515,0.0,220.736699,574.19,52.26,5.32,10.5,29.9,16.1
4502,6067008111,0.053,8.27876414,12.555,0.0,42.71798776,1243.88,66.2,4.86,11.02,30.9,17.5
4503,6065042008,0.062,12.89,3.986,1.16,2231.467558,321.03,41.86,3.85,8.08,17.9,13.2
4504,6111002700,0.044,9.53630303,17.158,1495.03,59.39868869,770.71,44.46,4.59,7.86,18.3,9.0
4505,6081610700,0.033,9.53630303,15.172,0.08,145.6688579,619.52,47.13,5.64,4.92,25.0,8.5
4506,6067008912,0.053,9.53630303,13.238,0.0,39.35636707,1138.82,62.64,2.17,10.84,34.9,12.6
4507,6037570003,0.044,11.63,21.73,5.35,6504.97544,729.84,52.35,4.45,8.41,20.5,4.8
4508,6085503327,0.038,10.37,8.201,0.0,124.0872344,531.57,32.74,6.95,7.18,24.2,17.9
4509,6037273300,0.046,12.05,16.548,0.0,1532.491273,892.37,32.86,3.62,7.66,36.8,5.7
4510,6037139200,0.06,10.37,19.66,0.0,560.6331172,3522.8,33.75,3.43,5.62,22.1,12.3
4511,6037900900,0.062,6.18286598,1.317,2.05,16.01239232,190.7,51.92,4.72,9.05,23.0,13.5
4512,6037900803,0.062,6.18286598,6.74,0.0,9.564310269,359.61,150.23,7.89,15.66,44.6,12.3
4513,6059110104,0.044,11.21,12.572,0.0,6517.290548,551.51,32.27,4.35,9.51,29.8,6.9
4514,6071000817,0.062,12.47,20.834,0.0,4298.550868,574.22,63.02,3.26,9.62,19.3,3.1
4515,6095252704,0.04,7.85958451,24.101,0.0,655.1062655,475.6,92.92,4.99,10.29,35.8,15.1
4516,6037910002,0.062,5.76368635,1.551,11.54,16.63473779,292.18,62.76,6.24,9.75,56.5,10.8
4517,6085505007,0.035,10.37,39.94,0.0,530.880134,1537.3,20.5,4.17,6.15,22.2,5.0
4518,6073003212,0.04,11.21,20.06,0.0,380.7435198,1448.93,57.58,4.82,8.33,24.7,8.9
4519,6067007208,0.05,9.1171234,5.225,0.0,139.4728564,391.93,73.29,5.26,15.31,36.7,10.2
4520,6037555202,0.044,11.21,12.6,0.0,6189.401835,1675.76,26.82,6.0,6.72,14.0,8.8
4521,6053011400,0.04,6.55644,0.107,127.16,11.8786345,104.81,29.3,4.55,4.66,42.7,9.4
4522,6073003109,0.04,11.21,9.663,0.0,318.1162235,318.42,96.64,10.46,7.63,27.1,10.5
4523,6037143100,0.053,12.05,22.232,0.0,1530.99544,2180.0,33.48,2.57,6.14,11.0,11.8
4524,6037408724,0.05,11.21,6.675,0.0,10194.22757,967.23,30.74,2.81,6.63,54.9,4.9
4525,6095252316,0.04,7.85958451,25.049,0.0,583.0708653,468.62,119.73,3.46,12.6,20.4,12.2
4526,6001437800,0.035,8.69794377,31.48,0.0,460.0652187,531.82,98.66,6.85,13.78,20.7,6.7
4527,6065043211,0.057,7.02122524,20.772,0.0,192.3789497,677.2,30.87,6.39,9.15,25.5,14.1
4528,6085512027,0.038,10.37,21.646,0.0,72.01910428,1473.55,38.88,5.32,6.6,24.8,9.6
4529,6037401602,0.06,11.63,17.42,3.62,4747.191852,484.49,34.55,3.97,7.16,23.3,7.2
4530,6037651002,0.042,12.05,18.432,0.0,7698.737831,1096.75,50.72,4.38,6.23,14.5,4.6
4531,6065043276,0.057,9.1171234,10.603,0.0,175.9556482,1198.08,31.72,6.72,11.55,27.0,7.2
4532,6037273502,0.046,12.05,25.645,0.0,1578.245205,612.75,33.94,3.17,7.94,24.7,10.8
4533,6071010423,0.065,4.92532709,0.327,0.0,7.11357985,44.03,40.99,5.0,10.22,68.1,18.0
4534,6073002302,0.04,10.37,24.13,0.0,193.9991638,433.57,51.0,6.1,6.2,83.5,19.6
4535,6067009321,0.05,9.53630303,9.53,0.0,45.50252679,690.49,81.71,8.35,11.02,33.7,11.3
4536,6065049400,0.062,7.85958451,15.433,385.34,0.176006612,849.46,23.41,2.82,5.77,43.9,25.4
4537,6081613501,0.033,9.1171234,2.318,45.54,121.3531276,1163.32,38.07,4.11,4.18,21.8,10.1
4538,6037115201,0.06,10.37,13.44,0.0,489.9012574,1305.79,33.2,4.43,6.03,41.0,6.5
4539,6065043254,0.055,6.18286598,5.622,0.21,112.5336643,1236.67,22.67,5.53,8.12,18.8,10.3
4540,6073018905,0.05,7.44040487,6.133,7.63,83.18317328,594.11,32.27,4.04,6.95,51.5,12.7
4541,6111003612,0.044,9.53630303,18.186,19.28,247.602838,390.34,35.75,4.0,6.39,18.7,14.0
4542,6085506401,0.035,10.37,28.033,0.0,155.8069094,1851.6,51.24,4.34,9.96,20.4,7.0
4543,6001405200,0.03,8.69794377,54.34,0.0,352.4488129,1364.82,53.98,5.8,4.59,19.7,8.3
4544,6073003101,0.04,11.21,9.707,0.0,295.9280789,344.39,86.65,8.4,6.72,49.4,10.7
4545,6019005802,0.065,15.4,20.822,0.73,1736.545449,249.98,45.94,6.45,7.18,14.1,3.8
4546,6037403500,0.055,11.63,18.749,0.0,8741.111881,2640.91,21.76,5.88,4.11,19.3,6.8
4548,6009000120,0.053,7.48917598,0.242,0.02,186.0306706,146.76,51.69,2.09,10.59,22.8,11.0
4549,6037272201,0.046,12.05,27.49,0.0,1680.980259,917.91,34.35,4.17,6.68,41.7,7.5
4550,6037651221,0.042,12.05,13.291,0.0,7431.976214,875.51,27.94,3.7,6.63,23.3,9.6
4551,6067008138,0.053,8.69794377,12.97,0.0,38.43170158,866.62,56.11,4.33,8.85,34.4,10.7
4552,6023011100,0.03,4.92532709,0.75,2.46,4.026329207,151.7,104.42,3.76,16.4,41.6,6.9
4553,6037620002,0.044,12.05,36.63,0.03,3739.38493,815.59,27.04,5.04,7.48,14.9,4.8
4554,6059075701,0.048,10.37,27.501,0.0,40824.70547,2806.9,29.36,4.05,5.05,37.8,7.6
4555,6007000502,0.048,9.53630303,11.731,48.09,9.649287195,568.86,28.64,4.42,5.35,75.4,16.2
4556,6097150611,0.033,6.60204561,7.82,1.2,32668.42099,526.06,53.43,3.69,8.8,30.7,7.1
4557,6059099203,0.046,11.21,14.805,0.01,16004.9197,944.19,25.68,5.52,5.53,31.3,4.8
4558,6067007015,0.048,8.69794377,14.916,1.83,187.8375195,601.36,67.04,6.31,10.01,28.0,4.2
4559,6081600700,0.03,8.27876414,21.545,2.02,124.3441907,1243.49,62.3,5.43,5.81,29.4,5.7
4560,6083002210,0.035,4.50614746,10.515,1.06,59.78637467,804.38,56.68,2.88,6.56,27.1,8.1
4561,6021010501,0.048,9.53630303,4.741,1042.98,12.40587287,85.17,34.87,2.04,6.58,54.4,7.3
4562,6073003112,0.04,11.21,9.099,0.0,252.5349485,337.91,110.54,7.22,8.55,44.2,12.2
4563,6059075505,0.048,10.37,25.544,0.0,46240.72996,1986.51,37.71,3.67,7.53,35.3,3.7
4564,6037463602,0.051,11.21,19.781,0.0,3100.692963,765.54,17.91,5.14,3.52,27.8,8.3
4565,6037273800,0.046,12.05,27.49,0.0,1662.769426,812.25,29.71,3.98,6.85,20.0,7.4
4566,6033000400,0.042,4.50614746,1.536,22.78,0.007876297,266.09,57.99,5.48,11.24,37.7,9.7
4567,6059063803,0.044,10.37,16.85,10.43,6602.370487,740.81,39.3,4.94,6.08,29.6,10.3
4568,6001437900,0.035,8.69794377,31.48,0.0,412.0443236,623.83,89.54,3.74,12.62,36.2,13.2
4569,6059052517,0.048,9.53630303,37.234,2245.08,8333.098506,1549.62,22.91,5.05,4.48,11.7,8.4
4570,6067008117,0.051,9.53630303,17.45,0.0,56.90252225,836.64,104.55,4.79,7.92,25.0,16.0
4571,6095251300,0.035,7.85958451,17.224,0.0,1457.156384,1215.98,180.26,6.47,14.21,20.5,12.5
4572,6037135111,0.057,10.37,14.136,14.12,388.5526696,878.2,43.28,4.03,6.86,24.3,4.5
4573,6059021913,0.048,10.79,5.679,0.0,34853.58987,572.37,30.0,4.89,7.58,43.0,6.5
4574,6037141102,0.053,11.63,13.759,0.0,1098.374302,2768.14,29.15,4.44,9.55,20.3,6.8
4575,6081607600,0.033,8.69794377,23.134,0.0,170.0455352,2336.65,53.26,5.01,5.51,24.4,6.2
4576,6073020306,0.046,10.37,10.725,0.34,40.96269589,989.89,10.91,5.85,2.78,32.3,8.6
4577,6001444400,0.035,9.53630303,17.722,0.0,148.4081289,419.61,73.21,5.16,10.59,23.2,7.6
4578,6085500400,0.035,10.37,45.45,0.0,245.3554552,1280.28,42.13,4.29,5.65,25.7,4.3
4579,6013317000,0.035,7.85958451,15.971,0.0,10141.2009,183.13,78.96,3.42,9.14,28.1,8.8
4580,6037503901,0.046,11.21,24.511,0.0,5947.489359,547.71,38.62,2.58,10.42,15.0,10.3
4581,6071009118,0.065,7.02122524,7.04,0.0,143.4185968,617.88,86.44,6.22,17.07,31.8,12.9
4582,6111007000,0.048,9.53630303,8.558,0.0,83.107148,2070.43,26.68,8.33,7.0,33.5,7.7
4583,6073006802,0.04,10.79,17.453,0.0,200.7861108,943.41,20.1,7.29,3.85,29.5,3.2
4584,6065044701,0.068,7.02122524,8.174,0.0,137.3296035,497.49,55.82,5.64,9.37,45.3,12.7
4585,6083002011,0.035,4.50614746,9.296,17709.73,18.99366235,310.37,34.59,3.6,5.81,37.4,8.1
4586,6085504414,0.038,10.37,23.149,0.0,154.7953209,1000.72,25.78,5.9,7.73,11.8,9.5
4588,6065042411,0.065,12.89,11.136,0.0,601.2760573,394.25,59.49,3.12,9.74,30.4,10.9
4589,6067007427,0.051,8.69794377,8.41,0.06,68.74412204,662.26,60.9,5.77,10.11,43.5,6.0
4590,6059099605,0.044,11.21,11.795,0.0,12660.09965,1079.57,35.69,4.44,7.81,15.2,11.8
4591,6029006008,0.065,13.31,2.1,186.64,13.17117376,174.61,48.45,4.79,14.03,11.3,7.8
4592,6085505600,0.035,10.37,23.807,0.0,238.9642346,452.97,28.61,2.98,6.46,51.0,7.5
4593,6037702502,0.046,12.05,28.99,0.01,1866.552302,967.16,35.58,3.64,6.4,18.9,6.3
4594,6081606300,0.033,8.69794377,17.37,0.0,155.5286817,1210.47,51.0,4.71,4.48,23.3,8.3
4595,6059099241,0.044,11.21,22.5,1.45,12224.9945,2521.01,21.7,3.75,4.92,30.9,8.7
4596,6065044505,0.068,6.60204561,15.654,0.0,1.136703353,954.28,39.97,3.86,7.74,60.0,9.9
4597,6059063906,0.044,10.37,11.271,0.0,7356.040182,1281.69,27.07,4.57,4.41,47.8,10.2
4598,6061021304,0.053,7.85958451,1.177,486.46,10.39736043,172.22,29.93,5.76,6.39,28.0,9.2
4599,6037701502,0.046,12.05,20.45,0.0,1198.874133,1123.39,58.86,2.74,6.2,19.8,7.5
4600,6045010900,0.038,6.33542406,0.707,1.48,0.030679106,239.21,71.55,4.7,5.76,48.0,9.0
4601,6037800328,0.053,9.95548266,3.378,0.01,145.3461167,2886.32,18.44,8.0,6.16,16.2,6.1
4602,6095252305,0.038,7.85958451,12.062,15.39,1093.409028,1303.61,54.67,6.17,9.61,10.3,6.8
4603,6037271701,0.046,12.05,33.279,0.0,1631.546351,2806.65,36.23,4.47,8.78,19.5,7.3
4605,6001441503,0.035,9.53630303,26.304,0.11,180.0422114,1512.04,30.24,5.37,6.82,5.9,5.5
4606,6011000400,0.046,6.01717888,0.815,73.45,20.40618024,117.4,35.87,3.94,9.48,39.6,15.1
4607,6037920112,0.065,9.95548266,35.89,0.0,56.71838546,802.98,18.24,4.95,7.38,13.5,12.7
4608,6073016902,0.05,10.79,0.746,0.0,52.27953888,507.58,40.98,5.46,7.96,24.0,7.1
4609,6037670002,0.042,11.63,18.53,0.0,7205.851659,1107.92,50.79,3.81,7.35,28.3,7.3
4610,6037503402,0.046,11.63,11.78,0.0,5935.357444,669.5,54.22,3.58,14.27,20.1,6.2
4611,6075031400,0.03,8.69794377,23.046,0.0,129.1353874,1599.78,51.09,6.78,6.74,42.4,10.6
4612,6067009403,0.048,9.1171234,3.836,53.15,26.56776823,618.01,32.99,4.95,7.84,24.2,10.7
4613,6085503902,0.038,10.37,11.09,14.68,201.4902128,638.52,50.47,3.86,8.78,41.8,9.1
4614,6075033201,0.03,7.85958451,39.64,0.0,141.6942989,722.61,38.59,7.69,6.28,69.4,24.5
4615,6065042745,0.065,10.37,2.849,0.41,650.5801025,508.86,35.5,4.11,8.45,28.1,12.7
4616,6099000504,0.053,12.89,16.815,439.31,1496.580503,359.12,51.47,3.65,9.59,17.0,6.2
4617,6073008505,0.044,9.53630303,18.572,0.58,121.2794215,1619.28,41.12,4.35,5.84,30.5,12.6
4618,6071007306,0.068,12.05,36.968,43.7,386.9700881,501.23,32.31,4.17,5.81,18.1,4.2
4619,6059021815,0.051,11.63,7.54,69.27,9448.635259,1475.96,21.3,5.07,5.42,12.8,5.0
4620,6037401304,0.057,11.63,18.357,0.0,5835.564001,852.58,36.93,4.74,7.4,9.3,5.6
4621,6001436401,0.035,8.69794377,20.79,0.0,391.1280691,782.75,74.51,4.67,8.53,28.0,9.9
4622,6037461400,0.051,10.37,26.26,0.0,2548.291532,756.06,42.04,5.73,6.68,22.6,6.2
4623,6111008101,0.055,9.53630303,10.51,0.0,38.10129623,1189.69,33.09,7.34,8.98,19.0,7.5
4624,6037461700,0.051,10.79,10.171,0.0,2385.427427,1282.2,56.07,6.41,7.13,14.2,4.4
4625,6065042013,0.065,12.89,11.488,0.0,671.3086773,486.23,30.7,4.65,8.73,15.0,9.9
4626,6037574902,0.042,11.21,25.99,0.0,7832.210777,639.75,29.23,5.04,7.26,44.2,10.1
4627,6067007433,0.051,8.69794377,9.682,0.04,63.22967545,1109.97,54.85,4.21,8.62,33.6,13.1
4628,6087110700,0.038,6.60204561,6.697,3935.55,0.803381421,562.49,27.31,4.62,3.07,54.0,6.8
4629,6073012800,0.04,11.21,17.55,0.0,675.3336232,571.69,57.45,3.66,8.14,36.6,17.1
4630,6001440306,0.035,8.69794377,37.26,0.0,257.5797069,403.47,74.85,7.26,10.15,31.8,12.2
4631,6013387000,0.03,8.69794377,14.31,0.0,738.2067753,304.71,40.54,6.98,5.73,26.8,10.3
4632,6037300502,0.053,11.21,13.13,0.0,1315.886006,1660.55,21.05,4.11,7.56,20.3,8.1
4633,6101050601,0.048,8.69794377,11.057,1087.42,0.126697254,202.29,22.44,4.08,9.75,29.8,14.6
4634,6059042307,0.05,8.69794377,14.703,0.0,2784.084373,2173.22,27.38,5.7,7.19,27.0,9.6
4635,6053000702,0.033,5.34450672,12.43,6.95,0.761380471,347.42,79.51,3.76,8.03,77.3,2.5
4636,6077004704,0.05,11.11,1.614,438.36,127.9771615,236.2,28.12,3.01,6.29,39.7,13.3
4637,6073020602,0.048,10.37,19.076,0.0,22.88637636,485.7,34.05,4.53,5.97,51.2,11.4
4638,6001451101,0.044,9.53630303,2.806,5.99,77.00463092,659.23,34.49,3.87,8.14,9.9,7.3
4639,6007002700,0.053,8.27876414,5.47,0.02,0.00858035,405.54,86.05,4.13,12.68,52.9,5.7
4640,6007002400,0.053,7.44040487,0.416,3.73,0.007597561,124.36,62.46,3.19,11.25,48.7,16.9
4641,6013318000,0.035,7.85958451,10.611,0.24,1046.197677,603.36,78.96,3.49,9.14,30.8,8.6
4642,6001435300,0.033,8.69794377,20.79,0.0,370.3573691,1012.18,96.73,6.47,10.15,33.0,14.1
4643,6037295103,0.042,11.21,37.814,0.0,10394.59162,1069.13,37.24,4.33,4.94,11.5,7.0
4644,6111004711,0.044,9.53630303,15.108,217.33,758.9265182,382.77,33.16,4.44,6.34,44.4,13.9
4645,6037900608,0.062,6.18286598,7.291,0.0,10.54078364,434.98,128.7,7.76,15.83,48.5,13.3
4646,6071000819,0.062,12.89,15.932,24.57,2916.043587,1336.78,23.03,3.64,5.06,23.2,7.7
4647,6001432200,0.03,8.69794377,29.22,0.0,453.628807,311.7,73.43,5.12,9.09,24.4,5.3
4648,6037134423,0.057,10.37,10.4,0.0,338.4683456,462.81,56.87,3.45,8.43,14.7,10.5
4649,6037920040,0.062,9.1171234,19.025,0.0,23.27873947,433.63,33.31,6.54,8.79,17.4,15.6
4650,6085501800,0.038,10.37,28.985,0.0,164.9361712,2452.15,30.17,4.0,4.9,27.4,9.0
4651,6037576602,0.042,11.21,81.208,0.0,8555.84902,751.92,48.18,5.99,6.21,25.3,6.8
4652,6065043807,0.068,9.1171234,13.075,0.0,176.5132853,220.0,60.9,5.65,15.42,40.3,8.5
4653,6029000908,0.062,18.76,16.126,0.0,10.90448461,260.48,75.27,4.47,9.32,46.2,7.5
4654,6045010300,0.035,7.76737047,0.581,0.98,0.001825653,557.36,68.7,5.47,7.4,37.6,9.3
4655,6065042729,0.062,10.37,14.369,0.12,336.0109718,874.81,27.85,3.37,8.41,29.5,12.9
4656,6037188201,0.05,12.89,26.427,0.0,2802.141607,1824.47,38.67,5.21,7.23,17.1,6.2
4657,6013313205,0.038,7.85958451,11.03,0.0,1264.50674,1643.98,150.18,3.98,14.45,14.0,12.2
4658,6013302009,0.042,7.85958451,27.158,15.49,216.4463379,442.11,108.34,4.01,11.4,35.4,8.2
4659,6097150603,0.033,6.18286598,11.991,4.54,2590.617776,919.88,51.31,4.01,8.45,20.7,6.7
4660,6037113101,0.057,10.37,27.116,0.18,345.439261,1671.05,46.83,2.67,8.46,14.3,5.4
4661,6087110502,0.038,6.18286598,9.816,181.83,0.980656039,740.83,32.61,5.15,3.65,54.4,8.9
4662,6073008359,0.044,9.53630303,12.25,0.0,91.89494576,2783.63,35.0,4.5,6.68,32.9,7.9
4663,6073020028,0.046,10.37,18.14,0.0,71.8993844,619.05,24.94,5.01,6.29,79.8,8.2
4664,6037117301,0.057,10.79,19.32,0.0,557.440855,1047.36,80.01,3.45,9.0,13.9,9.6
4665,6055201005,0.035,7.85958451,10.359,19.26,1209.225398,641.88,41.15,4.0,7.57,16.4,7.7
4666,6037702501,0.046,12.05,33.28,0.0,1780.293593,828.45,30.81,4.5,6.67,13.9,5.1
4667,6073013503,0.044,11.21,8.401,0.0,131.2424167,830.99,67.95,6.11,6.94,29.5,15.9
4668,6037503301,0.046,12.05,11.78,0.0,5977.99481,627.48,45.1,5.26,11.29,18.5,10.1
4669,6065042739,0.06,8.69794377,7.386,0.01,333.2253153,995.26,36.36,4.27,12.96,24.0,12.0
4670,6083001704,0.044,9.53630303,3.075,113.16,13.69846903,698.06,34.45,5.0,5.03,21.6,7.1
4671,6085502910,0.038,10.37,18.784,0.0,74.46523669,1330.91,33.09,6.74,5.95,18.6,8.6
4672,6059001503,0.046,11.21,10.867,0.0,24458.07277,977.62,26.21,2.42,6.3,26.6,8.8
4673,6075022803,0.03,8.69794377,87.274,0.0,215.3192643,598.66,57.85,4.28,6.92,29.8,8.8
4674,6083002303,0.035,4.50614746,11.26,49.57,61.52666354,514.97,44.96,4.79,3.93,59.0,10.3
4675,6095250502,0.035,7.85958451,16.706,0.0,1360.152722,629.24,93.58,6.09,9.71,44.1,17.5
4676,6083001604,0.044,9.53630303,4.148,44.92,12.43278035,922.99,37.05,3.59,5.35,40.9,6.3
4677,6037800204,0.055,10.37,10.944,0.14,366.2872402,3267.27,22.78,4.42,6.28,20.9,7.7
4678,6067008141,0.053,8.69794377,12.97,0.0,37.85168326,844.66,56.34,5.61,8.87,51.9,10.3
4679,6037574202,0.042,11.21,25.99,16.1,8508.323554,2280.75,28.65,3.41,6.3,31.6,4.4
4680,6059088202,0.046,11.21,11.191,0.0,19868.60116,673.15,35.97,4.9,7.81,28.0,12.0
4681,6075033204,0.03,7.85958451,35.403,0.0,133.407263,753.2,38.59,5.93,6.28,51.7,16.8
4682,6013339002,0.038,7.85958451,24.341,0.01,659.4836405,1947.98,31.5,4.7,6.36,27.2,5.9
4683,6085512308,0.04,9.1171234,23.468,837.3,31.79379438,1526.43,40.1,3.95,9.19,17.7,6.2
4684,6073019207,0.046,9.1171234,4.426,306.22,33.00189475,352.86,40.78,4.53,7.62,50.2,6.3
4685,6059052418,0.048,9.1171234,39.884,6820.91,9756.621539,1526.34,20.6,5.11,4.97,23.8,7.3
4686,6073016503,0.044,11.21,18.63,0.0,135.5784272,913.16,46.89,4.06,6.3,44.0,8.9
4687,6037503702,0.046,11.21,9.506,0.0,6024.618569,771.77,55.63,3.02,12.16,26.1,7.7
4688,6037432000,0.051,11.21,20.174,1.8,5029.828721,700.55,22.11,3.95,6.33,19.7,4.2
4689,6029002807,0.062,18.76,25.353,0.0,467.5725236,651.29,82.51,3.9,11.06,9.7,4.5
4690,6007000700,0.048,9.53630303,21.7,0.55,8.884188743,766.25,46.71,2.09,8.82,46.1,8.1
4691,6037900506,0.062,6.18286598,7.851,0.0,10.83758807,457.92,128.7,8.13,15.83,57.2,10.9
4692,6073002905,0.042,10.79,15.55,0.0,138.1141182,1761.89,31.55,5.22,3.95,37.5,12.7
4693,6037430724,0.051,10.37,11.29,0.0,4054.517517,1026.66,14.78,5.26,4.06,34.4,6.1
4694,6037403406,0.055,11.63,19.803,7.2,14527.48146,613.42,25.2,3.03,7.52,28.8,6.3
4695,6065043315,0.062,7.02122524,5.352,20.06,2019.533923,200.86,59.1,3.79,13.86,31.7,10.7
4696,6037400403,0.06,10.37,12.736,1.45,3586.680981,1282.11,30.09,4.78,6.36,20.8,13.8
4697,6059075506,0.048,10.37,8.038,0.02,38653.97282,611.07,36.87,5.86,7.41,17.7,7.7
4698,6037275311,0.046,12.05,28.713,0.0,1852.070842,1153.65,34.35,3.5,6.68,24.7,5.0
4699,6047001801,0.057,12.89,6.634,39.31,8.351247781,273.01,180.71,3.15,18.84,15.9,28.8
4700,6073003202,0.04,11.21,20.06,0.0,394.7071662,803.42,51.84,4.21,7.27,46.6,12.9
4701,6065042724,0.062,9.95548266,11.78,8.35,358.9347409,243.69,34.5,3.7,12.17,24.1,12.6
4702,6097151900,0.03,6.18286598,27.94,0.0,55.97182734,1122.22,40.43,3.56,5.68,53.9,11.5
4703,6001408400,0.03,8.69794377,19.253,0.0,388.1803913,268.99,170.91,8.33,8.64,64.0,16.8
4704,6073008510,0.042,9.53630303,27.399,0.0,148.8244028,1643.08,59.97,4.26,4.74,34.3,8.4
4705,6019004303,0.062,15.4,23.202,0.0,2582.778277,449.69,46.54,6.36,7.0,20.9,4.8
4707,6059099508,0.044,11.21,12.576,0.0,10219.97203,528.98,25.28,4.82,7.0,29.5,10.9
4709,6085503804,0.038,10.37,18.509,0.0,230.1882596,1528.36,32.81,5.73,6.9,27.0,10.4
4710,6071002015,0.065,12.89,14.06,0.0,2991.088977,734.67,33.16,2.43,9.69,27.7,10.0
4711,6001428500,0.03,8.69794377,39.117,0.0,305.4344837,455.95,61.42,5.41,8.87,18.2,9.9
4712,6095250604,0.035,7.85958451,13.88,0.0,1348.115514,2270.83,93.65,4.18,9.72,16.6,10.7
4713,6085509202,0.035,9.95548266,24.05,0.0,237.7781521,1320.97,21.29,6.82,6.69,15.0,4.4
4714,6037920042,0.065,9.95548266,28.084,0.0,31.10347939,1427.59,34.4,4.58,10.02,20.8,5.1
4715,6037273100,0.046,12.05,27.906,0.0,1537.45416,1088.53,27.72,6.47,6.37,10.7,2.9
4717,6061020300,0.055,7.85958451,7.105,0.94,0.973389019,787.65,44.67,5.33,7.17,26.9,11.9
4718,6037267800,0.046,12.05,31.623,0.0,1508.270978,2431.89,21.49,5.42,6.66,15.1,4.5
4719,6065044605,0.068,6.60204561,6.191,0.0,77.88786387,444.44,55.82,5.18,9.37,49.2,15.4
4720,6037296402,0.042,11.21,34.196,0.0,5506.00169,667.5,40.39,3.69,5.14,23.5,11.2
4721,6097151305,0.03,6.18286598,14.665,0.0,120.7211904,884.11,50.04,4.78,8.78,46.8,5.9
4722,6085508601,0.035,10.37,22.67,0.11,268.0568098,614.12,23.53,6.38,5.62,18.3,6.5
4723,6097152903,0.03,6.18286598,21.68,0.0,50.74470092,502.86,48.92,5.14,7.83,60.6,12.9
4724,6001409700,0.03,8.69794377,28.633,0.0,403.562997,200.83,137.04,6.85,8.46,54.7,14.6
4725,6081610800,0.033,9.53630303,17.8,7.82,145.3768736,576.09,52.14,5.24,5.52,43.1,5.0
4726,6037431002,0.053,10.79,6.072,0.0,5239.952835,530.7,22.86,2.88,4.6,26.2,15.4
4727,6071007404,0.068,11.63,14.14,0.0,550.1681118,333.72,59.43,5.45,9.4,23.2,8.4
4728,6065043220,0.057,6.18286598,19.883,0.0,201.9235888,600.44,16.77,6.13,6.3,36.8,13.2
4729,6037920332,0.065,10.37,15.575,0.0,33.64670389,1428.66,31.0,3.48,9.82,16.3,12.9
4730,6037265700,0.046,12.05,26.837,0.0,1442.368359,1175.26,12.55,5.62,5.85,15.4,4.5
4731,6075025900,0.03,8.69794377,75.829,0.0,195.6085642,337.52,58.91,4.83,7.64,16.1,8.6
4732,6085508004,0.035,10.37,17.468,0.0,235.224421,1056.59,11.03,7.31,5.5,11.3,11.8
4733,6037113212,0.057,10.37,9.835,0.0,349.4256366,1123.76,46.83,7.22,8.46,14.3,5.3
4734,6073000800,0.04,10.79,24.51,0.0,214.4579968,440.7,54.32,3.13,6.65,31.8,8.3
4735,6013308002,0.042,7.85958451,17.942,1.2,223.7685982,709.39,72.78,5.83,7.22,11.7,11.0
4736,6037570800,0.042,11.21,20.976,0.47,5764.878677,610.2,48.05,2.7,7.93,24.4,9.5
4737,6085512309,0.04,8.69794377,14.426,1016.67,26.51988131,1452.28,39.91,4.14,9.15,17.8,6.4
4738,6067009504,0.046,9.53630303,5.696,9.18,22.30006214,541.91,41.45,2.55,9.34,46.0,18.6
4739,6075025500,0.03,8.69794377,48.53,0.0,189.9459093,1222.54,55.46,5.66,7.27,24.9,6.6
4740,6037111206,0.06,10.37,14.4,0.0,408.3797742,1890.39,25.4,5.12,6.27,13.5,5.5
4741,6097150612,0.033,7.02122524,3.034,9.28,2033.267328,715.92,39.88,6.38,6.66,9.6,3.8
4742,6037701000,0.046,12.05,22.77,0.0,1525.286965,1419.62,17.68,5.56,5.34,14.2,12.2
4743,6037910202,0.062,6.18286598,6.014,1.32,10.81308403,737.77,38.49,5.42,8.93,26.3,6.2
4744,6101050503,0.048,8.69794377,8.615,2326.83,0.307818488,362.18,22.34,3.95,9.7,41.8,12.4
4745,6013319000,0.035,7.85958451,12.75,0.0,3166.83574,580.74,78.96,4.19,9.14,23.3,8.3
4746,6081601501,0.03,8.69794377,20.537,0.0,106.4032494,631.85,56.11,6.49,8.94,15.6,9.2
4747,6073010004,0.035,13.73,12.951,0.0,968.8037245,800.28,38.8,4.81,5.93,42.4,20.4
4748,6037650603,0.044,12.05,15.61,0.0,12953.781,610.08,24.55,5.73,5.66,23.0,6.9
4749,6085504412,0.038,10.37,6.096,1.21,145.4955957,1413.95,25.78,6.63,7.73,24.7,5.8
4750,6065047000,0.044,10.19,1.534,915.26,4.474912374,119.16,89.83,2.97,15.13,36.0,11.7
4751,6057000701,0.055,5.76368635,0.921,2.78,0.010279014,204.77,57.99,4.05,9.29,29.2,7.1
4752,6059063807,0.044,10.37,16.887,0.67,7400.242189,803.28,35.68,5.46,6.23,32.0,3.8
4753,6111004504,0.044,9.53630303,27.148,3.47,1713.651687,276.63,33.16,4.91,6.34,59.8,9.8
4754,6113011101,0.046,7.02122524,9.271,0.0,50.92541603,503.14,54.0,3.18,8.48,39.9,13.5
