,Census Tract,Total Population,ZIP,Longitude,Latitude,Ozone,PM2.5,Diesel PM,Pesticides,Tox. Release,Traffic,Asthma,Low Birth Weight,Cardiovascular Disease,Poverty,Unemployment
2336,6067005506,3066,95825,-121.4107461,38.5926289,0.05,9.53630303,17.09,0.0,209.9190847,771.01,98.48,8.08,8.37,65.1,17.2
2337,6037550901,3762,90241,-118.1289738,33.9420607,0.046,12.05,16.889,0.0,6670.061219,999.35,55.47,5.19,10.7,40.4,9.8
2338,6111004400,7251,93041,-119.1940323,34.145655,0.044,9.53630303,31.53,0.0,33235.76151,285.28,50.48,5.09,8.43,25.4,7.4
2339,6073010005,7366,92173,-117.0496159,32.5641527,0.035,14.15,14.154,0.0,895.6146602,873.12,59.8,5.65,9.59,61.2,18.5
2340,6037123520,2567,91401,-118.423608,34.1884912,0.055,11.63,21.617,0.0,1040.316813,1525.16,54.05,2.93,13.07,52.4,9.1
2341,6059076208,4999,92865,-117.8434316,33.8225982,0.048,11.21,21.96,0.01,52516.1653,763.59,36.41,6.69,7.11,29.2,11.3
2342,6029000506,2795,93308,-119.0832776,35.3924388,0.062,18.76,21.82,0.0,664.649864,728.25,80.97,4.94,11.73,28.6,6.4
2343,6071010012,4877,92345,-117.2683614,34.4540611,0.065,7.02122524,15.881,0.0,121.1569586,633.95,68.44,5.17,12.55,47.6,20.0
2344,6037218220,4358,90019,-118.3348919,34.0434012,0.048,12.89,29.728,0.0,2398.726067,823.76,62.15,4.82,7.98,59.7,5.4
2345,6065031100,4584,92506,-117.3909919,33.9549035,0.065,12.05,30.57,0.06,1623.275158,1459.41,47.8,4.39,7.85,42.7,15.5
2346,6065043505,2911,92545,-116.9935262,33.7583074,0.062,8.69794377,14.32,4.42,1131.989179,412.38,43.95,7.29,9.66,48.8,11.1
2347,6065043504,7743,92545,-117.0203384,33.7539134,0.062,9.1171234,12.522,25.58,2866.743826,541.95,48.97,4.75,12.13,42.0,15.3
2348,6037119202,4707,91331,-118.4424803,34.2547197,0.057,11.21,18.56,0.0,649.999485,2245.45,66.23,4.53,6.93,56.5,16.1
2349,6019003810,5256,93722,-119.8893898,36.7936161,0.06,15.4,41.28,0.38,2507.303629,112.66,76.81,5.57,9.87,36.1,16.3
2350,6037554201,4108,90706,-118.1382741,33.8838461,0.044,12.05,21.695,0.0,8111.521229,1657.52,79.03,5.41,11.13,32.9,9.7
2351,6037482800,4074,91755,-118.1149064,34.0369447,0.048,12.05,23.91,0.3,8706.076309,2789.62,22.53,6.18,4.06,40.0,12.6
2352,6037117510,4028,91343,-118.4621485,34.233678,0.057,11.21,18.62,0.0,638.4100055,991.44,72.86,4.57,8.19,70.4,13.7
2353,6037408402,5799,91745,-118.0024823,34.0145909,0.048,12.05,13.436,3.45,16225.51209,2523.62,46.47,2.96,9.87,20.7,9.3
2354,6037481202,6608,91776,-118.0815165,34.0980685,0.05,11.21,22.33,29.03,4913.701144,1059.58,25.86,5.1,6.24,38.3,4.6
2355,6065042206,5620,92507,-117.3297749,33.9590764,0.065,12.47,21.154,0.09,1066.958838,1172.57,57.54,4.38,8.5,42.4,11.9
2356,6107000800,7416,93292,-119.2108517,36.4202175,0.06,14.57,4.75,1520.1,88.88298054,146.52,39.62,4.29,8.24,72.0,14.8
2357,6071002103,4646,91730,-117.6080465,34.1030228,0.065,12.89,13.83,0.28,4100.270758,685.46,50.04,5.04,12.18,39.2,8.2
2358,6067006701,8370,95838,-121.460413,38.6484319,0.048,9.53630303,16.64,0.0,196.327157,1354.48,106.76,5.52,15.99,50.7,10.4
2359,6069000300,4217,95023,-121.4226918,36.8617345,0.04,4.92532709,13.881,2021.16,6.461108224,491.14,59.85,6.03,11.55,33.8,16.5
2360,6037275603,2711,90230,-118.4066251,33.9864759,0.046,12.05,28.85,0.0,2025.655344,1781.42,34.65,5.59,6.55,23.4,6.6
2361,6065040809,3353,92879,-117.5555915,33.8928291,0.06,13.31,41.013,0.0,4780.196101,1217.18,29.46,4.23,9.15,31.7,15.0
2362,6001423200,2794,94710,-122.2936857,37.8645164,0.03,8.69794377,33.75,0.0,593.7884179,517.07,81.88,5.88,7.09,42.3,11.0
2363,6019007801,2722,93234,-120.0943201,36.1460009,0.06,14.83,4.195,6918.27,144.1180074,377.71,60.63,1.66,12.79,75.2,5.4
2364,6057000501,6034,95945,-121.0671814,39.2334936,0.057,5.34450672,6.657,3.32,0.035036946,466.53,75.03,5.15,10.64,47.2,10.7
2365,6071002037,7739,92336,-117.5015528,34.1223865,0.065,12.89,36.036,0.0,4515.547302,1315.86,34.04,8.2,8.94,15.5,14.1
2366,6065045609,5880,92274,-116.1520684,33.6448,0.062,7.85958451,5.856,3158.78,2.166515097,225.37,34.42,4.02,7.27,64.3,11.7
2367,6037207101,3047,90012,-118.2448177,34.0612027,0.046,12.89,62.68,0.0,5407.739856,2153.11,29.02,1.71,4.77,57.4,5.9
2368,6037402705,3328,91767,-117.7311684,34.071705,0.057,12.89,27.67,0.0,6267.85794,330.66,83.41,4.34,9.73,41.2,9.7
2369,6071003405,5109,92335,-117.4055556,34.0975427,0.065,12.89,14.74,0.0,2875.519125,513.87,46.01,6.22,8.23,51.1,15.1
2370,6097153002,6827,95401,-122.7327641,38.4410975,0.03,6.18286598,26.31,0.0,56.40509129,1194.19,68.17,4.62,10.04,53.5,11.5
2371,6019004100,3306,93723,-119.9948664,36.795996,0.06,14.57,8.186,2057.16,2064.096074,141.06,36.11,5.35,9.12,54.7,14.0
2372,6001436900,6724,94541,-122.1097202,37.6603503,0.033,8.69794377,47.26,0.0,498.5940316,1891.62,108.47,5.12,11.26,47.3,11.0
2373,6037104124,4175,91342,-118.373946,34.2902413,0.055,11.21,18.597,0.75,763.2743167,1052.43,64.44,4.82,8.17,33.5,10.0
2374,6037201301,3442,90032,-118.1878082,34.0882239,0.048,12.47,12.5,0.0,4306.888699,578.39,64.32,5.18,9.33,58.8,13.1
2375,6037502801,6186,90670,-118.0891681,33.9409904,0.046,12.05,27.0,0.0,5998.150954,2714.43,51.23,4.05,10.78,27.5,4.1
2376,6053010504,4732,93907,-121.6959506,36.7324097,0.033,5.34450672,6.601,27634.98,1.202966611,640.48,73.47,6.16,9.18,49.9,16.6
2377,6037128910,4083,91403,-118.4585185,34.1616765,0.053,11.21,25.49,0.0,995.829434,3525.27,34.51,6.28,11.41,18.8,7.3
2378,6037401704,5828,91767,-117.7430957,34.1006379,0.06,12.47,18.85,0.01,4997.635441,490.37,62.3,3.73,7.71,39.8,9.9
2379,6071010026,10495,92395,-117.2949039,34.485449,0.065,7.02122524,16.212,0.0,52.52221644,884.85,101.85,5.65,12.53,60.7,12.3
2380,6037551202,7666,90242,-118.1381271,33.924571,0.044,12.05,19.006,0.0,6082.824127,658.35,54.8,4.04,9.69,33.1,5.1
2381,6099000506,4295,95356,-121.0036408,37.7001655,0.053,12.89,13.303,77.25,1201.2513,699.91,44.83,3.84,7.69,41.3,15.7
2382,6037113401,5543,91306,-118.5626938,34.2272273,0.06,10.37,16.017,0.0,470.2830272,1209.16,47.69,5.57,8.02,23.8,8.6
2383,6047002301,6680,93635,-120.8635711,37.0495952,0.051,13.55,11.042,22.3,0.667438843,450.63,115.94,3.2,16.02,33.0,6.3
2384,6037401603,2913,91750,-117.7806216,34.1095896,0.06,11.63,19.14,31.13,4572.636758,948.38,37.12,7.06,8.65,26.0,12.0
2385,6107002204,6126,93274,-119.3587288,36.2183676,0.06,17.08,13.859,0.0,67.01013193,280.61,78.57,4.55,11.71,73.6,11.4
2386,6037535802,6814,90280,-118.2075235,33.9408573,0.044,12.05,19.946,0.0,6425.780786,831.07,45.49,3.68,11.61,56.0,9.9
2387,6037408211,5947,91748,-117.9080818,33.9988356,0.05,11.63,12.263,0.0,10978.90293,1771.42,31.78,3.35,6.74,50.4,5.2
2388,6037603301,3828,90247,-118.3062127,33.8840986,0.044,12.05,22.573,0.0,8021.77481,1028.05,72.59,4.35,9.21,35.2,5.4
2389,6037555103,4727,90715,-118.0652797,33.8445898,0.044,11.21,12.6,0.0,5846.37194,436.75,83.12,5.97,12.37,29.9,7.3
2390,6037552001,4105,90650,-118.0951779,33.9123664,0.046,12.05,26.92,0.0,5400.376535,487.6,62.88,6.03,13.42,39.6,10.2
2391,6115040500,4111,95961,-121.5535692,39.1003669,0.048,8.69794377,8.507,22.4,0.518597263,514.84,44.56,4.4,13.28,62.9,28.8
2392,6037480902,4218,91803,-118.1390208,34.0802793,0.05,11.63,22.7,0.0,5698.636148,972.89,33.26,4.6,6.01,47.4,3.7
2393,6065043309,2890,92544,-116.9504264,33.751115,0.065,7.44040487,11.781,1.51,1641.269488,800.69,51.53,4.72,11.5,65.6,18.7
2394,6001400700,4206,94608,-122.2723135,37.8417578,0.03,8.69794377,42.08,0.0,428.2103134,646.61,141.49,5.76,7.65,50.5,10.5
2395,6037430002,7021,91010,-117.9554107,34.1393519,0.053,11.21,11.534,0.0,6930.60448,1882.4,56.8,5.48,8.8,36.0,11.2
2396,6071007302,10039,92373,-117.2307072,34.0226242,0.068,12.47,6.91,14.66,406.0679505,422.19,47.66,5.19,8.48,17.1,7.5
2397,6095251500,3555,94590,-122.2497147,38.111521,0.035,7.85958451,12.09,0.0,1598.428826,437.98,193.5,7.14,15.18,68.1,19.1
2398,6075026403,4140,94134,-122.4069033,37.7111894,0.03,8.69794377,37.1,0.0,190.9250554,335.73,51.35,5.25,6.49,39.5,12.8
2399,6031000403,5281,93245,-119.778526,36.3207094,0.062,16.66,9.52,25.49,165.9208347,290.51,78.79,6.5,10.74,45.7,19.1
2400,6019004215,4475,93722,-119.8992769,36.8306861,0.06,14.99,21.116,0.0,3006.53838,594.31,93.23,6.12,11.4,23.2,10.2
2401,6067005505,4550,95825,-121.4083506,38.6033897,0.05,9.53630303,17.09,0.0,184.7208872,818.25,122.56,5.24,10.03,67.7,15.0
2402,6073015801,3550,92020,-116.9593301,32.796887,0.046,11.21,18.63,0.0,143.1197695,496.68,48.23,4.75,7.94,68.9,16.2
2403,6059074701,8346,92704,-117.8955125,33.730917,0.046,10.37,12.54,0.0,18521.9048,1319.95,45.2,6.04,8.14,61.1,4.8
2404,6037900102,1029,93535,-117.7517043,34.6825868,0.065,5.76368635,0.393,331.77,18.47345309,56.18,108.41,6.76,13.52,71.3,24.8
2405,6071008100,3182,92373,-117.1894607,34.0555603,0.068,12.05,32.844,0.17,335.5164161,459.58,42.15,5.03,11.49,47.5,9.7
2406,6037406411,2126,91791,-117.8997854,34.0696708,0.055,11.21,18.932,0.0,7646.957294,2838.78,39.95,5.88,7.99,24.0,11.0
2407,6037555002,3475,90715,-118.089263,33.8352186,0.044,11.21,12.886,2.39,5489.068114,1968.46,43.6,6.21,6.89,34.1,7.2
2408,6001433300,6834,94579,-122.1574574,37.6985801,0.03,8.69794377,37.56,0.0,495.70205,3572.45,66.75,3.98,10.26,28.2,6.7
2409,6065051200,3403,92590,-117.2137708,33.4881171,0.055,6.60204561,8.105,0.4,159.9435072,1094.7,31.21,6.27,9.51,33.2,7.3
2410,6037404501,2355,91702,-117.9220312,34.1109251,0.053,11.21,20.64,0.0,6108.813559,719.46,44.23,2.81,6.4,42.5,13.1
2411,6081600200,4154,94014,-122.4157229,37.704444,0.03,8.69794377,26.881,0.0,171.6115318,386.25,51.71,7.14,5.0,34.2,8.4
2412,6037530202,4063,90640,-118.1344535,34.0298138,0.046,12.05,33.38,0.0,11370.24496,1428.28,47.13,4.7,9.4,27.7,8.9
2413,6037534700,4283,90255,-118.2147845,33.9682908,0.046,12.05,23.49,0.0,6962.746774,1253.71,59.19,3.3,11.02,49.1,11.9
2414,6059074106,6015,92704,-117.9165225,33.7043732,0.044,10.37,13.994,4.76,18124.33549,750.63,45.3,4.63,8.16,37.0,5.3
2415,6037571600,2039,90805,-118.1813827,33.8498715,0.042,11.21,20.9,0.0,5644.315431,536.66,73.74,13.38,9.08,85.9,36.5
2416,6065042730,5338,92585,-117.1666928,33.7592819,0.065,11.63,7.052,24.35,343.7948077,728.61,38.45,4.85,9.21,54.3,17.9
2417,6067006600,6166,95815,-121.4409218,38.6251651,0.05,9.53630303,15.07,0.0,190.8723249,471.36,123.09,4.93,14.07,74.3,15.5
2418,6037139401,2645,91356,-118.537583,34.1696955,0.057,10.37,19.66,0.0,534.0910241,3252.03,53.51,4.67,9.31,34.4,7.1
2419,6037554900,6991,90701,-118.0792349,33.8612643,0.044,11.21,22.218,3.46,5850.034661,702.32,34.01,5.53,8.88,29.9,7.1
2420,6111005002,3003,93036,-119.1371739,34.2329791,0.044,9.53630303,12.766,73674.67,181.6328371,1109.94,37.86,4.85,6.76,71.6,7.7
2421,6037139301,4462,91356,-118.5581266,34.1781538,0.057,10.37,26.37,93.48,472.1250453,3382.47,47.37,3.08,8.58,28.8,6.8
2422,6037431200,6439,91010,-117.995471,34.1233883,0.053,11.21,18.77,1.43,7608.785839,528.46,31.88,5.2,5.67,34.9,9.3
2423,6037603600,4037,90249,-118.3223468,33.8893924,0.044,12.05,22.644,0.0,6628.100644,1003.27,79.39,5.19,9.75,29.6,8.5
2424,6041112202,4217,94901,-122.4936362,37.9562458,0.03,7.44040487,15.179,0.0,375.1507418,1279.67,40.35,4.4,6.76,59.2,7.8
2425,6071003611,4575,92324,-117.3615997,34.0814164,0.065,12.89,22.06,0.0,1411.945837,564.18,59.52,4.78,10.43,45.2,12.6
2426,6037482600,6866,91755,-118.1143942,34.0509646,0.048,12.05,23.444,0.27,7741.309465,737.79,25.21,6.84,4.53,26.6,11.1
2427,6085503217,4512,95111,-121.8303183,37.2867501,0.038,10.37,23.505,0.0,111.7115017,658.57,54.05,5.33,9.32,40.1,14.6
2428,6037480903,3206,91803,-118.139349,34.0736606,0.048,11.63,22.781,0.0,6185.708032,2462.07,35.91,4.4,6.48,46.7,6.6
2429,6001425102,2807,94608,-122.2946582,37.8400768,0.03,8.69794377,33.75,0.0,403.6418232,3198.8,165.16,4.21,8.32,24.6,5.6
2430,6037576601,4399,90802,-118.1799258,33.7665662,0.042,11.21,208.4,0.0,9112.306037,614.32,83.08,6.86,9.29,28.0,6.7
2431,6037119900,4940,91402,-118.4412802,34.2278369,0.055,11.21,18.356,0.0,708.3088848,1466.24,85.98,6.07,9.52,32.5,8.7
2432,6037571704,4107,90805,-118.1870723,33.8499458,0.042,11.21,21.638,0.0,5732.621032,538.42,71.39,6.2,8.8,57.6,14.2
2433,6067009639,3554,95758,-121.4080911,38.4299065,0.048,9.53630303,14.949,0.0,33.62451526,1043.72,55.67,7.12,10.65,45.4,19.6
2434,6071002705,5513,92377,-117.3931048,34.1440395,0.065,12.89,15.66,0.0,1954.210486,238.61,59.04,6.72,10.12,31.7,9.2
2435,6037123700,4114,91606,-118.4095169,34.1848596,0.055,12.05,26.753,0.0,1126.393309,1355.59,50.18,2.8,9.4,30.4,12.9
2436,6077003109,5630,95207,-121.3447729,38.0092936,0.046,13.44,10.699,0.0,351.7035293,1502.0,88.07,6.84,10.04,39.5,12.8
2437,6107003801,3077,93257,-119.0322513,36.0713873,0.065,16.24,9.704,0.0,32.03105119,411.36,58.17,5.96,11.87,58.1,11.6
2438,6059074803,9053,92704,-117.9084412,33.7358623,0.046,10.37,13.573,0.0,18285.81377,940.0,41.6,4.09,7.47,43.8,7.6
2439,6067001300,3005,95816,-121.4745179,38.5684782,0.046,9.53630303,30.4,0.0,879.9941866,948.09,52.35,7.27,11.51,39.9,11.0
2440,6019005606,3847,93612,-119.7214645,36.8302984,0.065,15.4,26.107,145.91,1887.684556,615.21,103.65,7.26,10.21,40.1,7.4
2441,6073010110,7298,92154,-117.0885683,32.5703957,0.038,13.73,9.429,4.6,652.0011841,1151.82,53.72,5.13,8.09,45.6,13.5
2442,6099000201,5908,95361,-120.8727188,37.7667839,0.053,12.89,8.618,197.67,1387.541074,741.83,54.17,4.33,14.95,28.0,7.9
2443,6065046102,2027,92225,-114.609989,33.6137829,0.044,10.3,8.881,203.61,3.459628427,332.09,90.04,8.29,15.17,69.7,21.6
2444,6067002700,3383,95817,-121.4711099,38.54761,0.048,9.53630303,24.367,0.0,271.3497863,1830.74,110.41,5.93,10.88,55.8,8.2
2445,6037113234,4667,91304,-118.5939793,34.2257746,0.057,10.37,16.067,0.0,385.9973111,1152.35,43.68,5.41,6.74,43.5,7.0
2446,6037235100,4520,90043,-118.3463239,33.9852423,0.046,12.05,19.573,0.0,2745.80335,1233.27,92.72,9.06,7.0,20.1,15.3
2447,6037602404,5863,90250,-118.3481533,33.906025,0.044,12.05,30.76,0.0,4998.196683,1019.47,78.54,4.55,10.73,44.5,9.9
2448,6037540201,2370,90280,-118.2152045,33.9432105,0.044,12.05,25.027,0.0,6212.298251,924.08,28.53,4.49,6.52,70.9,15.4
2449,6037407301,4828,91744,-117.958718,34.0454982,0.051,11.63,18.49,0.0,30080.13191,650.55,68.67,3.32,10.73,43.7,5.7
2450,6075022802,2099,94110,-122.4062322,37.7589152,0.03,8.69794377,102.075,0.0,220.7223149,2757.25,56.84,6.92,6.81,49.1,2.8
2451,6053014601,5232,95039,-121.7572058,36.8334157,0.035,5.34450672,2.704,13333.02,0.910598898,422.36,58.6,3.04,6.92,44.8,13.3
2452,6081610202,2429,94063,-122.2304268,37.4894625,0.033,9.53630303,17.448,0.06,148.5945926,1226.54,71.93,7.24,6.13,42.5,7.7
2453,6031001500,4619,93212,-119.5738328,36.1028669,0.062,17.08,9.493,22.77,101.4414155,205.68,81.7,4.55,11.6,62.4,17.7
2454,6037207900,4163,90015,-118.2601678,34.0405276,0.046,12.89,57.973,0.0,5062.281906,648.83,78.81,3.08,8.43,37.4,4.8
2455,6037293304,4178,90710,-118.3043149,33.7926172,0.042,11.21,19.104,0.0,7697.980124,1063.34,41.26,4.81,7.21,44.3,13.0
2456,6059063701,6266,92627,-117.9275368,33.648434,0.044,10.37,16.81,0.0,6473.35955,852.56,45.2,4.6,6.89,68.7,11.8
2457,6065042406,4150,92557,-117.2527895,33.9502452,0.065,12.89,15.28,0.0,738.8525919,822.63,59.49,5.6,9.74,34.3,11.7
2458,6047000402,8071,95324,-120.8953613,37.3998708,0.057,12.89,8.771,1847.93,176.6210718,405.86,43.31,2.6,12.05,35.6,5.1
2459,6037600702,4191,90305,-118.3335012,33.9497147,0.046,12.05,18.08,0.0,4310.501271,1012.87,93.59,8.75,7.53,35.7,13.2
2460,6037572400,1152,90810,-118.2108384,33.8248551,0.042,11.21,20.9,21.5,7335.03325,2869.97,55.45,4.04,7.08,46.6,12.4
2462,6037113421,6109,91311,-118.5830621,34.2335792,0.057,10.37,19.64,0.0,492.8651094,1279.45,35.68,5.8,5.91,48.8,7.8
2463,6059088001,5004,92841,-117.9799113,33.7957662,0.046,11.21,11.17,0.0,14600.61733,916.12,46.93,5.1,9.05,39.6,9.4
2464,6075025702,4665,94134,-122.4057589,37.7281305,0.03,8.69794377,92.89,0.0,200.6869227,1976.56,58.9,5.67,7.64,39.5,5.8
2465,6037310400,3379,91504,-118.3354064,34.2026771,0.055,12.05,24.282,0.0,1352.572603,1288.29,38.09,4.94,6.63,20.7,8.3
2466,6071000501,6785,91710,-117.7068103,34.0262054,0.06,12.89,27.078,0.0,6609.219147,1858.21,50.73,2.74,12.86,31.9,14.9
2467,6065040812,3480,92860,-117.5494884,33.9244565,0.062,13.73,9.878,7.1,4188.376164,1100.26,36.22,7.81,11.4,25.1,3.5
2468,6029004401,7308,93280,-119.3476988,35.5937099,0.062,18.76,8.248,38.65,445.3628573,380.56,38.16,4.97,9.49,56.6,17.8
2469,6037900701,5289,93534,-118.14081,34.6819687,0.062,6.18286598,9.412,0.0,8.518061246,855.01,154.14,6.87,16.02,55.4,15.0
2470,6037119400,4987,91331,-118.4353682,34.2378874,0.057,11.21,18.43,0.0,691.1904481,957.63,69.56,6.9,7.28,39.8,17.2
2471,6037432902,3482,91770,-118.0599559,34.0786952,0.05,11.21,20.62,0.26,5809.025509,2757.37,34.43,3.25,6.02,40.1,8.7
2472,6037195901,2235,90029,-118.2823148,34.0887786,0.048,12.89,29.34,0.0,3057.774401,707.33,38.92,7.75,5.75,39.1,10.6
2473,6037211120,5194,90020,-118.2877775,34.0652365,0.046,12.89,60.69,0.0,3220.0,1405.19,27.79,6.51,3.52,47.5,8.7
2474,6037132502,3672,91335,-118.5469513,34.1911391,0.06,10.37,15.945,0.0,483.6924726,1382.79,75.99,3.31,11.07,43.6,11.5
2475,6007003002,3531,95965,-121.5601305,39.477074,0.051,8.27876414,5.286,0.0,0.005955663,305.0,86.45,3.64,12.82,69.3,17.2
2476,6065040901,6516,92505,-117.4898954,33.913354,0.062,13.31,11.888,0.0,3589.534235,436.17,58.93,5.87,11.54,23.9,9.1
2477,6059074102,6819,92704,-117.8902708,33.7212817,0.046,10.37,12.54,0.0,17565.94228,945.72,41.78,5.32,7.5,53.2,8.5
2478,6099002803,2866,95355,-120.9154999,37.6679063,0.053,12.89,8.272,2006.55,1130.013028,410.03,48.43,5.45,9.85,41.9,9.3
2479,6037106649,2853,91342,-118.4606541,34.2892618,0.057,11.21,23.903,0.0,509.7899968,2936.33,59.37,4.12,7.37,26.2,15.3
2480,6013307202,3933,94509,-121.8278001,38.0037019,0.04,7.85958451,18.58,0.0,444.3236093,1154.8,178.9,6.06,13.85,76.1,21.0
2481,6037115202,4828,91324,-118.5376549,34.2332349,0.06,10.37,13.44,0.0,494.3802454,1516.2,45.03,5.23,8.18,32.7,7.7
2482,6071007408,4181,92404,-117.2349381,34.1249384,0.068,12.05,15.057,0.0,567.0692771,421.59,53.96,7.6,7.34,65.9,20.6
2483,6081610500,4963,94063,-122.2044816,37.4797497,0.033,9.53630303,14.25,0.47,155.3394349,294.85,73.68,5.56,6.26,55.2,6.4
2484,6037208501,2656,90026,-118.2719463,34.0695316,0.046,12.89,60.69,0.0,3953.487265,1065.4,43.42,3.06,6.08,35.5,7.4
2485,6113010201,2538,95691,-121.5229093,38.5728417,0.046,9.53630303,27.312,0.0,997.6225047,842.65,61.05,3.2,9.9,41.8,9.8
2486,6075023003,4093,94124,-122.3958269,37.7326723,0.03,8.69794377,92.89,0.0,207.6923802,462.61,135.72,8.91,9.53,22.9,9.5
2487,6021010400,7636,95988,-122.2104734,39.5223177,0.048,8.69794377,6.674,62.48,504.7658666,228.52,60.7,4.21,11.94,43.9,11.6
2488,6067004100,5015,95822,-121.4785228,38.5066191,0.048,9.53630303,14.841,0.0,98.03586534,617.46,89.94,6.95,9.06,70.6,13.3
2489,6037701701,3196,90404,-118.4722531,34.032337,0.046,12.05,25.342,0.02,1315.260907,1127.96,57.47,5.07,6.66,21.4,10.3
2490,6037502901,5413,90605,-118.0409409,33.9459765,0.046,12.05,18.286,0.0,5920.812739,561.06,70.34,4.91,12.95,20.0,8.5
2491,6071002305,10725,92336,-117.4711132,34.1139657,0.065,12.89,19.955,0.0,3445.673233,532.54,38.85,7.05,9.79,19.6,9.4
2492,6037132900,3461,91335,-118.5281458,34.1831957,0.06,10.37,19.66,0.0,551.5709156,1212.97,52.99,6.61,8.03,32.0,7.5
2493,6013316000,1483,94553,-122.1389042,38.0223177,0.035,7.85958451,26.234,0.0,1877.611911,139.94,78.96,6.56,9.14,47.3,11.5
2494,6059087703,6246,92804,-117.9632386,33.8104078,0.046,11.21,11.642,0.0,12174.49068,1120.03,62.05,5.37,10.71,43.1,11.6
2495,6077005303,4694,95376,-121.4304794,37.7468443,0.053,10.37,20.224,0.0,318.4338904,468.72,114.99,3.92,11.75,47.4,12.2
2496,6073016617,3102,92071,-116.9721473,32.835197,0.044,11.21,22.505,0.0,108.5414283,753.6,38.81,5.7,7.98,37.6,12.0
2498,6001402600,1151,94607,-122.2799541,37.8042711,0.03,8.69794377,76.11,0.0,330.3285213,765.85,117.49,3.51,4.63,66.5,16.7
2499,6077004102,8072,95240,-121.2646161,38.0822443,0.048,12.45,8.459,332.28,227.4463295,638.78,40.17,6.06,8.51,27.8,7.1
2500,6037211804,3221,90020,-118.3066067,34.0671619,0.048,12.89,29.76,0.0,2700.22364,1535.93,43.98,4.72,5.37,50.3,11.1
2501,6075026401,4044,94134,-122.4112834,37.7135251,0.03,8.69794377,33.807,0.0,189.7053131,203.65,58.91,6.13,7.64,39.0,15.2
2502,6081611800,4433,94303,-122.1324808,37.4770584,0.033,9.53630303,22.9,0.0,164.9636675,696.4,46.67,5.26,5.36,43.9,10.3
2503,6039000604,5467,93638,-120.0643287,36.9796339,0.062,12.05,15.8,0.0,2332.816959,335.27,114.94,6.0,13.8,73.7,6.5
2504,6047001004,3968,95348,-120.477943,37.3183669,0.057,12.89,24.02,0.0,11.18222401,481.16,86.34,6.85,12.38,59.9,10.9
2505,6075061400,5395,94107,-122.3974733,37.7550917,0.03,8.69794377,96.653,0.0,226.3451923,2561.61,50.73,6.59,7.35,28.3,8.3
2506,6067007004,7533,95834,-121.4898006,38.6327983,0.048,9.53630303,19.991,0.0,340.4186427,1743.68,52.51,5.97,7.39,56.4,12.3
2507,6065042744,3726,92567,-117.081948,33.8262813,0.065,10.79,2.99,57.97,327.0469953,476.59,46.19,5.25,12.11,33.8,13.1
2508,6037702803,2963,90066,-118.4325909,33.9954427,0.046,12.05,27.879,0.0,1718.284816,1080.6,31.45,5.38,6.15,37.0,9.2
2509,6065040904,3655,92505,-117.4972884,33.9304797,0.062,13.73,9.344,0.0,3706.576367,307.41,58.93,5.37,11.54,48.8,12.7
2510,6059011722,2363,92870,-117.8706075,33.8654909,0.048,11.21,25.334,0.0,20616.36744,2646.28,39.68,4.85,7.66,16.1,10.6
2511,6037406602,4973,91790,-117.9318958,34.0542813,0.053,11.21,20.63,0.0,12228.27809,590.65,38.43,6.33,7.02,37.4,11.9
2512,6059089105,6387,92703,-117.912077,33.7526801,0.046,10.79,15.799,0.01,21580.60809,976.67,50.82,4.55,8.97,62.8,10.4
2513,6037480803,3464,91801,-118.1536066,34.0909207,0.05,11.63,22.7,0.0,4827.894263,795.0,30.6,8.27,5.58,34.7,8.6
2514,6111004716,4476,93033,-119.1511429,34.1859635,0.044,9.53630303,12.89,91316.19,284.6102517,508.26,33.26,4.75,6.32,41.1,9.4
2515,6001405901,3910,94606,-122.2357701,37.787786,0.03,8.69794377,44.27,0.0,330.5684795,235.29,95.23,4.97,7.09,67.5,17.9
2516,6037131702,3751,91335,-118.5476933,34.2035942,0.06,10.37,12.43,0.0,459.9170796,934.85,75.99,6.1,11.07,39.5,7.3
2517,6037189102,3096,90027,-118.2884331,34.1126008,0.05,12.89,26.819,0.0,2610.058291,1713.57,51.93,5.56,11.2,26.5,6.5
2518,6037134101,4922,91306,-118.5666433,34.2143034,0.057,10.37,14.32,0.0,438.4063628,1162.38,53.58,5.5,9.39,44.1,9.4
2519,6037199300,3848,90031,-118.2003961,34.0941911,0.048,12.47,15.376,0.0,3886.391149,1729.07,36.36,3.23,4.91,42.0,12.4
2520,6037201503,3323,90032,-118.1739007,34.0851726,0.048,12.05,12.5,0.0,4765.920001,787.32,66.51,6.38,9.64,68.3,15.5
2521,6073012402,5445,91910,-117.0878962,32.6430592,0.04,11.21,16.125,0.0,632.9994777,528.6,57.45,5.11,8.14,52.9,11.2
2522,6013314200,6482,94565,-121.9812128,38.0467432,0.038,7.85958451,5.824,0.0,2717.177502,331.3,150.18,6.22,14.45,48.1,10.9
2523,6065040606,3329,91752,-117.5145711,33.9827133,0.062,14.57,12.041,0.0,4115.683787,331.08,43.34,3.87,11.82,52.8,16.7
2524,6059086901,8725,92804,-118.0065042,33.8246115,0.046,11.21,12.41,0.0,7738.73614,697.1,62.05,5.39,10.71,59.5,13.6
2525,6029006301,4004,93203,-118.83337,35.2236273,0.065,16.24,4.845,9580.87,23.52608439,257.72,29.95,5.46,6.53,62.6,13.3
