,Census Tract,Total Population,ZIP,Longitude,Latitude,Ozone,PM2.5,Diesel PM,Pesticides,Tox. Release,Traffic,Asthma,Low Birth Weight,Cardiovascular Disease,Poverty,Unemployment
108,6037242600,4409,90059,-118.2502423,33.932376,0.044,12.05,25.04,0.0,5631.459453,3279.99,105.29,7.05,11.72,88.1,39.7
109,6077000900,5859,95203,-121.3278662,37.9577717,0.048,13.44,20.032,0.36,826.3113751,1960.84,149.5,7.32,12.31,57.3,22.5
110,6037228900,3216,90058,-118.2430143,33.9920544,0.046,12.47,23.49,0.0,5940.839994,577.44,76.55,7.2,10.27,84.8,13.5
111,6037433302,1595,91732,-118.0143495,34.0629878,0.05,11.63,32.03,0.0,7081.275742,2059.86,67.93,4.63,8.58,78.4,14.4
112,6099001400,6430,95350,-121.0204403,37.6627736,0.053,12.89,22.0,16.74,915.0099419,858.77,97.48,5.38,12.46,61.4,27.9
113,6099002402,5559,95358,-121.0092162,37.6010166,0.053,12.89,19.35,624.55,668.6804943,538.15,84.77,5.9,12.16,82.2,24.9
114,6071005600,7101,92410,-117.2922119,34.1173182,0.065,12.05,37.59,0.0,839.7930723,981.21,119.54,7.48,15.77,84.6,19.5
115,6019003001,3175,93727,-119.7092464,36.7577958,0.065,15.4,25.39,0.63,2236.343215,558.67,75.44,6.61,10.71,57.2,12.6
116,6037402304,3848,91768,-117.7658059,34.0617068,0.057,12.47,25.468,0.0,8587.711816,810.09,77.44,4.69,9.0,74.3,22.8
117,6037122420,5050,91605,-118.3832842,34.20361,0.055,12.05,21.73,0.0,1156.096193,969.19,71.23,7.22,12.13,57.4,9.8
118,6037536103,5516,90280,-118.1850472,33.9427497,0.044,12.05,18.53,0.03,7030.105063,1081.69,46.23,5.48,11.83,42.3,12.3
119,6037199700,3411,90031,-118.2202429,34.0678503,0.046,12.89,62.433,0.0,5566.077134,2355.35,45.01,6.56,5.94,66.4,12.4
121,6029002100,3852,93307,-118.9985321,35.3604075,0.065,19.18,25.57,0.0,45.75489149,719.8,89.83,7.65,11.77,71.6,22.2
122,6037219902,4113,90016,-118.368517,34.02931,0.046,12.05,24.45,0.24,1939.803289,2086.55,83.36,6.46,8.56,54.6,10.9
123,6037206300,7540,90013,-118.2432134,34.0411108,0.046,12.89,61.232,0.0,6440.180577,645.7,90.55,9.89,5.06,94.9,41.1
124,6037123206,2945,91606,-118.3748665,34.1937075,0.055,12.05,40.007,0.0,1257.986471,1078.75,61.15,6.25,11.23,64.6,10.4
125,6077000600,2279,95205,-121.2731105,37.9483459,0.046,13.61,21.68,0.11,637.8737156,642.67,90.94,7.01,12.43,80.6,14.9
126,6065030104,6922,92501,-117.3664576,34.0057669,0.065,12.89,37.024,0.0,1098.770327,1725.72,102.96,5.59,11.82,44.9,19.1
127,6071004004,5076,92324,-117.3600222,34.0382751,0.065,12.89,21.997,0.01,1073.38959,1507.26,55.09,6.69,9.0,54.9,13.8
128,6037540901,4994,90061,-118.2717325,33.9194635,0.044,12.05,27.84,0.0,5497.891787,1815.31,81.72,8.61,10.17,58.5,15.4
129,6037532603,3319,90255,-118.2333907,33.9846156,0.046,12.05,23.49,0.0,6614.764952,806.73,59.17,5.56,11.01,77.0,15.6
130,6029002400,7478,93307,-118.9490692,35.3238825,0.065,19.6,8.677,314.73,173.7907491,537.47,89.83,4.55,11.77,62.8,17.5
131,6065042505,3639,92553,-117.2825158,33.9293086,0.065,12.89,27.03,0.0,891.1838744,1520.45,58.11,6.98,8.7,74.2,20.5
132,6071002204,6139,92335,-117.5103022,34.0737522,0.065,13.31,30.969,0.0,5527.415108,1095.52,74.22,4.6,13.01,56.0,18.7
133,6037239502,3372,90001,-118.2630441,33.9693296,0.046,12.05,26.33,0.0,5111.57156,979.6,68.91,6.83,10.35,67.1,18.9
134,6019003805,6852,93722,-119.8542854,36.7785171,0.062,15.4,35.276,5.98,2656.837802,1131.46,88.39,6.12,10.71,77.3,18.1
135,6037553601,4750,90723,-118.1692228,33.9046634,0.044,12.05,26.611,0.0,8306.36672,1626.68,50.32,7.26,9.7,47.9,12.0
136,6037402804,4085,91766,-117.7322415,34.0483608,0.057,12.89,22.77,0.0,7345.338449,481.45,70.31,6.14,10.29,68.5,9.1
137,6019001800,4615,93706,-119.8121471,36.65561,0.065,15.4,8.728,2239.24,3024.583829,286.07,110.07,6.38,12.15,42.9,11.7
138,6071001813,4576,91761,-117.6422818,34.0482829,0.062,12.89,29.59,3.33,6159.352785,399.55,42.99,5.43,11.71,68.1,14.3
139,6037534301,4636,90201,-118.1852919,33.9599735,0.046,12.05,18.866,0.05,8092.279194,662.27,48.15,5.8,10.08,61.1,15.8
140,6037206200,3386,90012,-118.2415978,34.046994,0.046,12.89,62.68,0.0,6342.833218,614.69,67.73,8.86,4.18,72.2,15.4
141,6037432801,2568,91731,-118.0467069,34.0769216,0.05,11.21,20.62,0.31,5943.506255,1652.23,53.71,5.96,9.53,61.8,10.4
142,6037601600,4375,90304,-118.3638538,33.9348001,0.044,12.05,38.92,4.76,4095.509354,2827.76,68.69,6.04,11.11,51.3,12.8
143,6037229410,3343,90011,-118.2695618,33.9922359,0.046,12.89,26.33,0.0,4694.697378,832.79,63.39,5.06,9.61,86.6,15.7
144,6037601401,4683,90301,-118.3700611,33.9590575,0.046,12.05,38.92,0.0,2641.37585,2485.36,86.66,8.42,11.71,53.7,12.7
145,6037239602,3313,90003,-118.2749023,33.9694507,0.046,12.05,26.33,0.0,4750.177076,4700.41,95.56,5.12,13.17,83.1,15.9
146,6037127400,5818,91406,-118.4782103,34.2102531,0.057,10.79,31.67,0.0,756.1055373,2612.0,74.19,7.36,10.44,70.2,13.7
147,6037302302,4895,91204,-118.261783,34.1403264,0.051,12.05,24.86,0.0,2698.895003,854.2,72.69,4.71,10.53,48.5,11.3
148,6037228800,5575,90058,-118.2432565,33.9992469,0.046,12.89,29.475,0.0,5893.677164,502.69,64.0,5.89,8.99,74.7,9.9
149,6071005500,8618,92405,-117.2905586,34.124986,0.065,12.05,32.75,0.0,884.618473,938.53,111.82,6.55,12.96,82.1,29.5
150,6037533002,2822,90001,-118.2391487,33.9774904,0.046,12.05,23.49,0.0,6047.80114,944.9,79.03,6.28,12.37,57.9,9.2
151,6037543100,6759,90220,-118.2539533,33.881033,0.042,12.05,32.849,0.08,6899.513375,1102.68,90.19,6.11,10.33,35.5,11.7
152,6037575801,2446,90813,-118.2014531,33.7796381,0.042,11.21,169.243,2.34,13488.98267,633.62,112.42,6.05,11.02,84.3,14.1
