Census_Tract,Ozone,PM2_5,Diesel_PM,Pesticides,Tox_Release,Traffic
6059087403,0.046,11.21,19.567,0.0,22927.3936,3072.58
6037602505,0.044,12.05,23.82,0.0,4988.576409,1387.73
6065940400,0.062,8.27876414,11.912,321.06,0.640663068,533.55
6037404402,0.053,11.21,20.64,0.0,5801.406836,2839.85
6085503601,0.035,10.37,32.452,0.0,332.4553641,1490.91
6037530004,0.046,12.05,17.409,0.0,10017.87131,932.34
6029000300,0.062,18.76,21.613,0.0,49.80857184,406.1
6071002206,0.062,13.73,45.463,0.0,6224.170229,1863.41
6025011600,0.055,7.85958451,11.895,0.0,252.0735236,815.58
6037551102,0.044,12.05,24.081,0.0,5929.038907,802.47
6029001300,0.062,18.76,33.05,0.0,30.9115903,494.54
6059074403,0.046,10.37,27.504,0.0,74760.18881,3059.71
6037218800,0.046,12.89,26.573,0.0,2626.447171,3691.35
6037430101,0.053,11.21,18.148,0.0,21108.04683,1657.95
6071003506,0.065,12.89,15.571,0.0,1921.91185,516.76
6037542501,0.044,12.05,24.039,0.42,6081.023027,593.93
6007001300,0.048,9.53630303,18.945,138.72,9.537425089,598.22
6077005114,0.051,12.89,18.047,3469.08,944.7997128,1011.91
6037216900,0.048,12.05,29.3,0.0,1911.405735,1039.39
6039001000,0.06,13.73,7.094,1606.4,4983.445072,431.16
6099003904,0.057,12.89,13.158,1949.0,387.0298645,276.92
6037535605,0.044,12.05,25.04,0.0,6288.347579,973.98
6037404401,0.055,11.21,20.64,0.0,5122.997767,2045.88
6001401400,0.03,8.69794377,56.118,0.0,364.5603538,1639.88
6037231800,0.046,12.89,41.19,0.0,4064.08382,3307.75
6071005200,0.068,12.05,29.095,0.0,933.1400188,828.05
6029004000,0.062,18.76,6.819,2606.2,660.5891546,213.19
6071006402,0.065,12.05,20.368,0.0,600.4096816,383.74
6071003302,0.065,12.89,41.369,0.0,3618.891481,1516.42
6037550300,0.046,12.05,26.967,0.0,5704.509241,2337.72
6065031704,0.062,12.47,25.521,21.94,4802.369201,1156.18
6019005608,0.065,15.4,28.06,84.35,1932.549977,746.9
6019003302,0.065,15.4,44.475,0.0,2340.625962,443.66
6037190902,0.05,12.89,36.19,0.0,2275.535718,2134.51
6037209401,0.046,12.89,60.69,0.0,3799.511427,1174.61
6077005126,0.05,12.89,19.0,48.89,1667.241247,671.58
6029004200,0.062,18.76,2.59,1770.82,1005.055475,186.31
6073003501,0.038,11.21,31.56,0.0,378.9615365,998.07
6037127711,0.057,11.21,28.061,0.0,703.4952741,3036.87
6073015901,0.046,11.21,11.07,0.0,132.5554744,481.75
6037231210,0.046,12.89,26.218,0.0,3492.732514,812.74
6047001501,0.057,12.89,12.705,47.06,7.237886215,559.96
6065043401,0.062,8.27876414,10.324,0.0,2878.969212,859.28
6037132002,0.06,10.37,27.337,4.84,592.6596103,1046.1
6037234300,0.046,12.47,26.04,0.09,2723.150428,1358.81
6065042405,0.065,12.89,15.28,0.0,751.7184437,1672.74
6085503122,0.038,10.37,35.483,0.0,162.5575822,618.7
6037407102,0.05,12.05,18.49,0.0,16879.26562,561.34
6071006203,0.068,12.05,15.52,0.0,765.253181,1205.22
6099001100,0.053,12.89,19.841,1.97,941.9759377,638.84
6029002900,0.065,18.76,36.736,0.0,50.95250506,858.53
6071008002,0.068,11.63,26.015,0.04,338.5389344,1190.85
6065042516,0.065,12.89,15.585,0.0,645.0990926,615.38
6037433403,0.05,11.63,30.676,0.0,6891.617792,1295.62
6001403000,0.03,8.69794377,54.34,0.0,330.2593374,1220.7
6037544001,0.042,11.21,26.011,0.0,8128.070615,1040.5
6071001103,0.062,12.89,37.47,0.0,4833.083126,1943.12
6071003000,0.065,12.89,13.91,0.0,3024.428332,542.57
6065042514,0.065,12.89,23.329,0.0,719.8156403,863.84
6037554302,0.044,12.05,21.73,2.6,7216.405518,2248.25
6037310601,0.055,12.05,11.836,0.0,1430.968306,1715.18
6037531201,0.046,12.89,56.52,0.0,20534.70371,3215.53
6037191301,0.048,12.89,29.34,0.0,2882.627284,1064.49
6037133000,0.06,10.37,14.754,33.62,445.1830445,961.96
6077005123,0.05,12.89,17.655,161.72,1374.03739,545.34
6013305000,0.04,7.85958451,16.371,0.0,989.5911873,744.93
6037270100,0.046,12.05,33.28,0.0,1710.243681,2178.29
6067006702,0.048,9.53630303,16.64,0.0,252.2042999,1454.39
6107000202,0.065,12.89,2.803,482.97,245.0606815,86.57
6037501001,0.046,12.05,19.76,0.0,9720.643704,2549.67
6013380000,0.03,8.69794377,45.162,0.0,883.2482208,1067.19
6037403000,0.057,12.89,22.841,0.0,9297.30946,817.1
6037238200,0.046,12.05,21.138,0.0,4398.126593,972.74
6037208720,0.046,12.89,60.69,0.0,3737.68104,943.1
6065030900,0.062,13.31,14.239,0.0,3057.630446,634.21
6037600100,0.046,12.05,23.142,0.0,4614.585367,839.01
6077005202,0.051,11.21,10.826,365.99,477.2307984,1123.29
6037191420,0.048,12.89,29.34,0.0,2965.087332,890.96
6037570303,0.042,11.63,29.03,2.27,5841.697454,539.62
6019003201,0.065,15.4,37.354,0.0,2768.1704,567.56
6037302104,0.051,12.05,20.212,0.0,2087.842368,2455.92
6019001408,0.065,15.4,24.339,91.23,4501.414283,241.86
6071007110,0.065,12.47,42.378,0.0,504.040981,2065.01
6071004510,0.068,12.47,16.141,0.0,1477.746148,431.18
6013375000,0.03,8.27876414,43.87,0.0,1282.321217,424.03
6037502401,0.046,12.05,21.73,0.0,8270.237153,721.53
6073005300,0.038,11.21,110.8,0.0,278.7528655,397.4
6071003510,0.065,12.89,14.74,0.0,2561.17319,476.32
6001401700,0.03,8.69794377,75.686,0.0,342.7641759,2080.53
6037433503,0.048,12.05,22.47,0.0,7647.931026,690.62
6037237720,0.046,12.05,26.33,0.0,4550.978687,4110.53
6037221110,0.046,12.89,60.69,0.0,3735.936654,1116.37
6073005700,0.038,11.21,110.8,0.0,264.7576164,1518.57
6037234501,0.046,12.05,16.12,0.0,3135.334796,824.5
6037432901,0.05,11.21,21.213,0.74,5808.310267,2808.22
6019003808,0.062,15.4,15.34,589.27,2911.998232,106.89
6071001810,0.062,12.89,29.59,0.0,6449.337184,2246.41
6019004207,0.06,14.99,22.397,435.53,2736.97952,814.97
6059099601,0.044,11.21,18.361,0.0,14458.25063,2554.83
6025010200,0.051,8.27876414,2.477,3081.54,4.251373691,252.29
6037121102,0.055,11.63,19.637,0.0,984.4407264,1020.77
6037701801,0.046,12.05,28.519,0.16,1361.195615,1451.7
6029000600,0.062,18.76,40.449,0.0,62.29258282,382.11
6037197420,0.046,12.89,29.34,0.0,4144.937285,1132.98
6037555001,0.044,11.21,12.89,11.71,5649.410742,1530.98
6037553200,0.044,12.05,24.589,17.52,5507.338621,808.03
6071003700,0.065,12.89,14.736,0.0,1973.81297,410.54
6037602003,0.044,12.05,20.978,0.0,4886.514989,1949.42
6019004002,0.062,14.57,9.84,1021.63,1481.919423,210.93
6037407802,0.051,11.21,24.191,0.0,18443.23852,664.71
6059074406,0.046,10.37,30.76,0.0,31815.01071,4362.12
6099003201,0.055,12.89,8.562,988.4,91.45060779,255.95
6037402706,0.06,12.89,31.194,0.67,6078.488138,627.21
6037502602,0.046,12.05,22.816,0.0,7400.505589,766.09
6037234902,0.046,12.05,16.12,0.0,3267.280874,1142.01
6073003301,0.038,11.21,31.56,0.0,338.5454534,1765.46
6037575202,0.042,11.21,26.84,0.0,8546.114512,1048.54
6029002812,0.065,18.76,49.384,0.0,60.56697062,1060.17
6019004216,0.06,14.99,22.074,17.97,3322.89804,826.38
6059087102,0.046,11.21,14.997,0.05,9121.863881,3148.8
6073004800,0.038,11.21,110.8,0.0,413.5045423,318.24
6059011720,0.046,11.21,26.12,0.0,25216.55984,3796.29
6085501600,0.035,10.37,33.66,0.0,213.0712079,2731.64
6037294302,0.042,11.21,28.701,0.0,7509.279003,1594.16
6029003700,0.062,17.17,2.714,1683.64,2430.50122,349.46
6059086404,0.046,11.21,26.232,0.0,15844.14211,3456.4
6037217200,0.048,12.47,29.407,0.0,2271.925308,939.32
6037211202,0.048,12.89,40.639,0.0,2959.20521,1706.98
6037320300,0.057,11.21,24.19,0.0,558.4159994,479.68
6107001701,0.06,17.08,17.81,0.43,412.2984039,613.49
6037500600,0.046,12.05,17.21,0.0,10261.07922,616.64
6019006700,0.065,16.24,8.72,1327.81,800.0093945,211.7
6065041813,0.06,12.89,15.366,0.0,8943.200482,920.8
6037186404,0.048,12.89,27.763,0.0,3166.176856,995.88
6037236204,0.046,12.05,24.45,0.0,2297.627276,655.1
6077003403,0.048,12.75,11.103,108.2,491.9721967,406.27
6037208802,0.046,12.89,60.69,0.0,3786.710645,930.27
6065041412,0.062,12.89,33.935,0.0,4413.444871,1624.48
6019004504,0.062,15.4,39.49,0.0,2395.533631,649.29
6037302103,0.051,12.05,21.83,0.0,2156.088851,862.15
6071003503,0.065,12.89,15.118,0.0,2073.951172,428.1
6067009007,0.051,9.53630303,11.614,0.0,54.33270217,1522.11
6037189201,0.05,12.89,35.256,0.0,2570.053982,1022.2
6019003004,0.065,15.4,25.39,0.05,2208.501558,491.08
6037572302,0.042,11.21,27.917,9.95,8277.787953,1936.95
6037601002,0.046,12.05,38.92,0.0,3585.615075,721.95
6037123104,0.055,12.05,25.191,0.0,1347.852383,809.67
6065045604,0.057,6.50860761,4.897,1899.29,0.977448563,178.77
6029004901,0.062,17.08,16.516,1.05,1.139967548,850.84
6039000202,0.06,12.47,4.197,1448.71,763.0,300.66
6071007601,0.065,12.05,20.05,0.0,532.7642472,459.1
6037408138,0.051,11.21,25.22,0.0,13532.93859,839.6
6037501504,0.046,12.05,18.807,0.0,8589.307873,463.9
6019008401,0.057,11.63,2.999,1388.85,809.0623734,178.21
6037235202,0.046,12.05,16.12,0.0,3596.418593,1425.25
6067005101,0.05,9.53630303,18.058,0.0,55.70015441,871.58
6037222001,0.046,12.89,26.04,0.0,2855.417359,933.61
6037500404,0.046,12.05,21.411,0.0,11358.97149,588.18
6037533107,0.046,12.05,23.49,0.0,7209.790598,1260.27
6059001404,0.046,11.21,22.65,0.0,8941.691013,1176.13
6073013205,0.038,12.47,12.52,5.33,788.0788828,1301.14
6037197300,0.046,12.89,29.534,0.0,4264.200633,826.06
6019007600,0.062,15.4,5.176,3062.08,1095.608372,91.19
6001432400,0.03,8.69794377,18.37,0.0,1090.180284,2087.33
6037199202,0.046,12.89,16.59,0.0,4423.881984,1157.1
6037301802,0.051,12.05,24.563,0.0,2081.417093,893.76
6047000601,0.057,12.89,18.267,4466.64,31.47903289,724.45
6071000205,0.06,12.89,35.2,0.0,5348.73447,2503.64
6037120010,0.057,11.21,19.108,0.0,678.8979234,1338.41
6037601900,0.044,12.05,21.993,0.0,4586.062427,1277.4
6065041500,0.06,13.31,44.91,0.0,5051.380052,2374.96
6065041201,0.062,12.89,18.868,0.0,3460.95738,652.51
6099000303,0.053,12.89,15.31,4.7,3050.0,487.02
6073011700,0.04,11.21,60.33,0.0,539.2911643,511.21
6065041409,0.062,13.31,14.31,0.26,4258.071612,599.7
6071003606,0.065,12.89,25.47,0.0,2116.858873,1406.27
6037501804,0.046,12.05,18.753,0.0,7442.68886,588.51
6065040403,0.062,14.57,13.242,0.0,4053.707914,342.52
6037570601,0.042,11.63,27.943,8.82,5625.351206,532.05
6037224320,0.046,12.89,59.609,0.0,4009.127327,2684.06
6037204120,0.046,12.89,56.354,0.0,13997.08598,1126.93
6037554002,0.044,12.05,21.034,0.0,6942.47904,692.77
6019005607,0.065,15.4,24.418,78.9,1868.832308,642.41
6107001100,0.06,17.08,12.06,0.0,429.1989568,388.5
6037127606,0.057,11.21,29.959,0.0,665.5320717,3169.9
6037104403,0.057,11.21,19.708,0.0,664.7903562,3131.69
6019005000,0.065,15.4,40.99,0.0,2298.971326,803.95
6037240401,0.044,12.05,24.76,0.0,4835.898197,3634.92
6065031602,0.062,12.89,29.86,0.0,3407.802308,600.82
6037104103,0.055,11.21,16.23,0.69,734.3671502,1270.36
6111004715,0.044,9.53630303,18.358,35420.55,4139.369236,359.96
6037554203,0.044,12.05,25.104,0.0,6874.658093,1168.69
6059011721,0.048,11.21,26.12,0.0,16943.21212,2883.9
6019005305,0.065,15.4,38.22,0.0,2232.074117,697.88
6059086306,0.046,11.21,18.31,0.0,45365.43138,1850.77
6037572100,0.042,11.21,20.9,5.76,7269.608009,3044.55
6085503110,0.038,10.37,32.997,0.0,204.9197522,2920.22
6059074602,0.046,10.37,24.325,0.0,26865.84902,865.46
6059086402,0.046,11.21,22.531,0.0,22132.7524,2235.18
6047001002,0.057,12.89,12.381,12.98,6.605275644,407.7
6059089001,0.046,11.21,15.88,1.16,21109.96512,1129.6
6037402403,0.057,12.05,23.372,12.47,25709.36568,617.03
6029001400,0.062,18.76,32.568,0.0,23.41877029,476.14
6077003110,0.046,13.44,11.52,0.0,385.4223668,658.32
6037407602,0.051,11.21,20.65,0.0,34374.44519,679.86
6037602004,0.044,12.05,18.08,0.12,4907.106907,688.21
6029003103,0.065,19.6,7.27,0.01,83.70800242,229.62
6037600902,0.046,12.05,20.588,0.0,2778.803133,884.07
6095250801,0.035,7.85958451,8.294,0.02,1145.113003,845.85
6071003509,0.065,12.89,14.74,0.0,2155.403983,471.74
6067009318,0.05,9.53630303,18.78,0.0,50.41749994,823.82
6037211310,0.048,12.89,29.76,0.0,2871.550115,1643.6
6037550100,0.046,12.05,25.731,0.0,5467.09977,977.79
6037213201,0.048,12.89,29.76,0.0,2936.818252,1644.19
6019005301,0.065,15.4,40.044,0.0,2248.470624,506.83
6029004101,0.062,18.76,10.796,25.59,639.664896,266.37
6019004704,0.062,15.4,35.74,0.0,2641.081091,384.85
6037237102,0.046,12.47,26.33,0.0,4219.035177,4776.7
6037432201,0.05,11.21,22.33,4.5,5364.460231,1016.58
6037601100,0.046,12.05,38.92,0.02,3928.789079,869.69
6037234600,0.046,12.05,16.12,0.0,3163.350298,881.54
6067004801,0.048,9.53630303,16.197,0.0,72.55477665,716.79
6047000301,0.057,12.89,11.793,5212.92,72.3609462,585.31
6099003805,0.057,12.89,18.978,761.4,375.1144879,769.18
6031001002,0.062,17.08,17.334,58.34,168.1756907,429.54
6037218600,0.048,12.47,24.672,0.0,2299.618619,3695.3
6037554204,0.044,12.05,22.786,0.0,7115.495608,787.73
6087110400,0.038,5.76368635,18.475,23305.46,0.956527326,547.75
6099002802,0.055,12.89,4.628,1297.56,965.4406513,246.86
6037601801,0.044,12.05,38.92,15.26,4151.581962,1015.03
6019006100,0.065,15.82,9.641,5153.33,998.1068986,161.65
6037119340,0.057,11.21,18.43,0.0,666.3867932,1221.31
6019006502,0.065,15.4,5.14,426.73,306.4272645,67.4
6037106648,0.057,11.21,23.998,0.0,537.1015599,524.18
6107001004,0.06,17.08,11.406,26.36,288.8306014,417.54
6037600400,0.044,12.05,18.08,7.51,4845.047911,741.01
6037127806,0.055,11.21,21.616,0.0,818.8582826,1780.21
6001433200,0.03,8.69794377,37.463,0.0,458.7319918,2490.72
6037195600,0.046,12.89,29.34,0.0,3929.25264,1169.31
6037534002,0.046,12.05,25.928,0.0,8033.966018,782.18
6107003200,0.062,16.66,5.491,309.13,27.81265169,350.88
6037209520,0.046,12.89,60.69,0.0,4090.863996,1353.2
6037269700,0.046,12.05,31.474,0.0,1730.631886,3309.84
6001409300,0.03,8.69794377,29.22,0.0,493.2285444,329.65
6019005403,0.065,15.4,38.65,0.0,2178.563671,557.05
6065030200,0.065,12.89,20.521,0.0,1386.726238,753.77
6037543322,0.042,12.05,27.151,0.0,7601.098198,511.58
6053010101,0.038,5.34450672,6.238,52641.13,0.893057479,490.42
6037602507,0.044,12.05,23.4,0.01,4978.574969,1017.4
6047001401,0.057,12.89,21.787,0.0,11.07946065,572.37
6071000605,0.06,12.89,21.77,0.0,6174.287861,507.68
6037552601,0.044,11.63,29.066,0.58,5345.924504,639.03
6037203900,0.046,12.89,52.128,0.0,16557.2003,1941.03
6037407001,0.051,11.21,18.49,0.88,12258.19468,602.64
6065044000,0.065,9.1171234,18.702,0.0,171.375625,1373.03
6037190100,0.05,12.05,23.12,0.0,1942.092386,1702.51
6037575103,0.042,11.21,25.99,0.02,7938.262305,1203.87
6037541802,0.044,12.05,26.94,0.0,6576.854707,2926.08
6037269601,0.046,12.05,27.601,0.0,1766.276979,2736.09
6001401500,0.03,8.69794377,76.11,0.0,362.538479,916.65
6039000503,0.06,12.47,5.215,1050.7,4731.32339,290.01
6037221710,0.046,12.89,41.19,0.0,3793.547396,4143.82
6029003113,0.065,19.18,31.68,0.0,56.45460191,909.71
6037191110,0.05,12.89,36.19,0.0,2470.167332,1833.39
6067003204,0.048,9.53630303,14.67,0.0,129.0107284,674.26
6071004403,0.065,12.89,13.35,0.0,1318.088139,270.24
6029005204,0.065,12.47,0.564,137.9,3.765095979,128.51
6065031502,0.062,12.89,25.378,0.0,3204.040682,536.14
6085504602,0.035,9.95548266,8.951,0.97,195.441068,1787.2
6085503214,0.038,10.37,33.678,0.0,134.5651753,630.47
6071007303,0.068,12.05,36.2,287.73,438.4790632,1248.76
6037222500,0.046,12.89,26.04,0.0,3351.983041,796.94
6071003612,0.065,12.89,23.342,0.0,1253.519366,1382.31
6047000304,0.057,12.89,17.484,4029.76,55.73829443,598.21
6107001302,0.06,17.08,8.056,310.39,185.5915839,514.77
6037294410,0.042,11.21,20.01,0.0,8483.011675,1424.73
6037554105,0.044,12.05,28.083,0.0,6225.582013,891.55
6013366002,0.03,7.85958451,32.93,1.41,824.3530149,278.5
6037407702,0.05,11.63,23.321,0.0,17466.55423,941.18
6019005204,0.065,15.4,39.491,0.0,2288.036072,414.73
6001403300,0.03,8.69794377,48.07,0.0,325.1623292,1600.1
6037535902,0.044,12.05,18.53,0.0,6646.144138,910.07
6065040303,0.062,14.15,17.116,0.0,2862.467019,1264.52
6095250900,0.035,7.85958451,12.09,0.31,1752.652919,224.26
6025010102,0.048,8.27876414,1.448,717.19,7.459412123,196.09
6019007700,0.062,15.82,3.733,1527.67,229.7134081,119.06
6059074502,0.046,10.37,21.41,0.0,33577.97631,572.52
6107004101,0.065,17.08,12.01,1.83,31.10135357,342.4
6101050302,0.048,8.69794377,14.73,1.14,0.441166902,360.88
6071009116,0.065,7.02122524,4.462,0.0,136.1217239,370.68
6067007001,0.048,9.53630303,16.572,0.0,468.1441679,1015.5
6073011601,0.04,11.21,60.33,0.0,548.3468812,387.35
6071001808,0.062,12.89,33.648,0.0,8209.088239,2967.96
6115040100,0.048,8.69794377,11.396,148.01,0.310668489,498.66
6037235201,0.046,12.05,16.12,0.0,3703.422088,946.92
6047000504,0.057,12.89,8.764,1959.1,33.56232033,299.17
6037601802,0.044,12.05,38.92,15.39,4443.299016,909.79
6037551700,0.044,12.05,20.99,0.0,6001.020541,1482.98
6075061200,0.03,8.69794377,92.89,0.0,212.0798626,388.72
6037296901,0.042,11.21,51.9,0.0,4976.158743,881.31
6037550800,0.046,12.05,16.41,0.0,7762.264122,1333.65
6071002803,0.065,12.89,13.91,0.0,3227.733484,547.28
6037500500,0.046,12.05,17.21,0.0,10397.19502,707.6
6037115403,0.06,10.37,12.623,0.0,500.1576133,1377.0
6099003400,0.05,11.26,1.884,464.42,20.79986535,345.37
6029002813,0.065,18.76,49.67,0.0,52.27020734,916.76
6037128220,0.055,11.21,25.49,0.0,1018.591607,1347.97
6037139303,0.06,10.37,19.66,0.0,542.6365559,3173.11
6059011403,0.046,11.21,27.239,0.0,10012.1193,703.89
6031000300,0.062,16.66,1.746,293.93,126.9299444,317.12
6029002700,0.065,18.76,49.86,0.0,54.22320552,1124.76
6037209810,0.046,12.89,60.69,0.0,3832.558158,1163.6
6037572201,0.042,11.21,27.389,0.67,8045.900116,1826.56
6077004403,0.048,11.33,15.79,0.23,182.0588756,456.16
6037209104,0.046,12.89,60.69,0.0,4186.05582,1228.75
6081612000,0.033,9.53630303,22.274,0.0,189.1263791,1551.93
6099003002,0.055,12.89,14.994,1826.34,491.9446205,819.73
6025010300,0.051,8.69794377,2.546,1659.09,17.87649281,251.55
6065045706,0.062,7.85958451,11.001,483.54,1.884140612,307.77
6059088101,0.044,11.21,13.153,0.02,27866.66659,998.18
6099001300,0.053,12.89,21.468,654.91,893.7611318,543.36
6037208902,0.046,12.89,60.69,0.0,4113.449863,1065.89
6037405203,0.053,11.21,23.13,0.0,10326.1748,1257.37
6037208401,0.046,12.89,60.69,0.0,4078.105851,1170.33
6037131701,0.06,10.37,14.028,0.0,441.7389764,898.2
6037131010,0.06,10.37,12.43,0.0,480.6266742,1266.18
6001402500,0.03,8.69794377,76.11,0.0,330.6953216,531.54
6047002500,0.057,12.89,1.414,729.49,54.36303323,77.9
6037234800,0.046,12.05,16.12,0.0,3506.611058,631.1
6037221602,0.046,12.89,42.511,0.0,3651.882021,3802.46
6107003700,0.065,14.57,8.809,55.35,35.98403427,344.35
6019007802,0.06,13.8,3.984,4848.27,93.93692297,166.54
6037106510,0.062,10.79,37.105,0.0,427.7894113,2476.29
6067006201,0.051,9.53630303,16.029,0.0,154.6870816,1451.53
6037124203,0.053,12.05,24.941,0.0,1315.700255,938.84
6013368001,0.03,7.85958451,32.93,1.06,1110.394658,542.14
6077005305,0.053,10.37,16.935,5.75,325.3182439,975.92
6037104108,0.055,11.21,16.23,2.44,766.8542071,1247.07
6037530901,0.046,12.89,31.02,0.0,11250.43494,776.7
6037127805,0.055,11.21,18.09,0.0,716.980038,1460.13
6029000507,0.062,18.76,35.716,0.0,684.8229922,1001.35
6037190201,0.05,12.05,36.19,0.0,2085.240154,1956.14
6065042519,0.065,12.89,11.798,0.0,653.5023367,1474.58
6067006202,0.05,9.53630303,16.743,0.0,171.0849026,931.12
6059087805,0.046,11.21,11.661,27.9,10487.5657,1024.08
6037553100,0.044,11.63,27.542,0.0,5816.36241,1798.58
6059074004,0.046,10.37,15.642,1.42,22200.0,833.51
6037185202,0.046,12.89,28.12,0.0,3589.043826,792.29
6071009800,0.065,7.02122524,16.958,0.0,56.20938773,1063.78
6037531800,0.046,12.05,33.38,0.13,12670.38125,937.66
6037301801,0.051,12.05,24.51,0.0,1985.377518,1767.74
6071002105,0.065,12.89,16.074,0.37,5100.087004,656.99
6107001602,0.06,16.24,6.094,4963.6,164.6020523,205.79
6065040301,0.065,13.31,18.059,0.0,1879.177944,1191.25
6047001503,0.057,12.89,12.699,0.0,9.803703071,152.91
6037555211,0.044,11.21,12.6,0.0,5872.32994,1547.07
6001410500,0.03,8.69794377,76.11,0.0,334.0836138,331.9
6001432501,0.03,8.69794377,37.56,0.0,622.9494196,1756.86
6111003201,0.044,9.53630303,13.245,135.86,247.5003104,650.96
6037117405,0.057,11.21,19.32,0.0,621.7798935,2276.89
6113010204,0.046,9.53630303,25.683,0.0,578.1384274,939.56
6037106604,0.06,10.79,32.828,0.0,477.1800788,3298.56
6107004500,0.065,15.02,2.181,330.73,0.749374289,116.13
6037533104,0.046,12.05,23.49,0.0,6739.279687,738.52
6037134520,0.057,10.37,12.223,0.0,392.4112367,1033.14
6037600302,0.044,12.05,18.08,0.0,4836.563553,651.54
6071006604,0.065,12.47,13.487,0.0,1174.857926,376.62
6029003114,0.065,19.18,31.415,0.0,49.61441932,694.12
6037531202,0.046,12.89,56.52,0.0,28686.9717,798.5
6037554101,0.044,12.05,24.755,0.0,5994.5214,772.07
6071001704,0.062,12.89,29.59,0.0,5868.506181,2096.44
6037540101,0.044,12.05,19.303,0.0,6493.855179,693.12
6037293202,0.042,11.63,19.231,0.0,7805.601485,718.41
6099003908,0.057,12.89,15.54,23.95,385.9941901,437.82
6053000900,0.033,5.34450672,12.42,1179.52,0.779060601,668.1
6065043405,0.062,8.69794377,12.437,0.0,1940.894405,816.44
6085501102,0.035,10.37,33.396,0.0,331.6999928,938.31
6037208610,0.046,12.89,58.916,0.0,3292.899912,1102.76
6081602300,0.03,8.69794377,31.361,0.0,144.7185963,1147.55
6071000208,0.06,12.89,35.2,0.0,5636.184555,658.21
6047000901,0.057,12.89,4.086,2331.82,175.0080337,179.86
6037530203,0.046,12.05,33.38,0.0,10061.86632,1671.62
6013358000,0.033,7.85958451,13.549,0.0,4229.358948,1307.52
6037191901,0.05,12.05,26.592,0.0,2045.234897,1768.02
6047000203,0.057,12.89,11.24,7100.1,276.3701394,864.13
6037554405,0.044,11.63,27.975,0.0,6593.11394,2860.38
6029001102,0.062,19.6,21.73,0.0,17.44272534,391.06
6037197600,0.046,12.89,60.869,0.0,4766.221047,3006.04
6037533106,0.046,12.05,23.49,0.0,7506.664908,924.44
6037119002,0.055,11.21,19.028,0.0,745.5101229,3457.35
6059011502,0.046,11.21,26.12,0.0,13424.13467,2197.66
6037555102,0.044,11.21,12.603,0.0,5683.645065,501.32
6071002804,0.065,12.89,13.91,0.0,3500.624106,419.91
6059110603,0.046,11.21,26.351,0.0,6305.712664,1803.54
6071001806,0.062,12.89,31.325,0.0,7128.265642,2561.23
6071012002,0.06,6.99383387,10.244,0.0,18.37520304,434.27
6013381000,0.03,8.69794377,42.966,0.0,1030.120348,785.54
6037603500,0.044,12.05,23.4,0.02,5427.351198,935.23
6037534403,0.046,12.05,23.1,0.0,7923.779639,1323.15
6077003409,0.048,13.53,19.06,0.0,512.5787166,612.13
6037576001,0.042,11.21,208.4,0.0,9180.0,699.76
6007003700,0.051,9.1171234,2.693,52.08,0.058009877,344.47
6067009316,0.05,9.53630303,24.74,13.49,64.86454345,470.19
6073003403,0.04,11.21,31.56,0.0,304.6627733,2558.22
6107003902,0.065,12.89,1.711,54.34,23.92628275,204.5
6059086501,0.046,11.21,22.846,0.0,11501.68978,3334.08
6037128102,0.055,11.21,19.349,0.0,940.9393146,1511.6
6071000901,0.062,12.89,17.164,0.56,4061.341427,555.38
6037294520,0.042,11.21,20.01,3.45,8989.695653,1099.89
6059063605,0.044,10.37,16.81,0.0,6076.621251,814.14
6099001200,0.053,12.89,25.26,0.0,857.4167864,401.72
6037543502,0.042,12.05,23.92,0.04,8544.74602,1571.45
6037132700,0.06,10.37,15.103,0.0,550.8248592,1268.89
6001438203,0.035,8.69794377,31.709,0.0,449.6815141,1178.33
6037191203,0.048,12.89,33.686,0.0,2717.029298,1235.29
6019006300,0.065,15.82,4.851,5369.36,516.1680973,185.63
6037461600,0.051,10.79,19.648,0.0,2399.949257,1322.11
6037573402,0.042,11.21,27.028,0.01,8732.79475,1317.13
6071002107,0.065,12.89,22.022,0.0,6192.571115,723.46
6037117303,0.057,10.37,22.721,0.0,604.2362561,1426.09
6065042404,0.065,12.89,11.39,0.0,683.8720996,1321.14
6019007202,0.065,16.24,9.504,640.91,461.1186675,468.39
6029001000,0.062,19.18,11.65,474.52,13.30529891,300.76
6065031701,0.062,12.47,12.926,80.72,3306.16641,351.22
6059086406,0.046,11.21,20.776,0.0,28639.41802,3561.25
6029001700,0.065,18.76,57.957,0.0,160.6150794,1079.62
6037601212,0.046,12.05,38.92,0.0,3250.279115,491.73
6067009008,0.051,9.53630303,15.814,0.0,50.37740633,1362.5
6037554404,0.044,12.05,21.73,0.07,7019.456954,2342.99
6065043006,0.057,10.79,12.159,0.0,688.5898492,1222.06
6019002906,0.065,15.4,36.465,0.0,2287.800818,445.74
6029001500,0.065,19.18,30.599,0.0,37.19440529,348.18
6081610201,0.033,9.53630303,15.02,0.82,152.0483814,1045.88
6059087404,0.046,11.21,19.145,0.0,17318.04552,703.66
6037302506,0.05,12.05,22.717,0.0,2453.470676,779.7
6059001801,0.046,11.21,22.77,0.01,6580.270031,1794.15
6037191204,0.048,12.89,36.19,0.0,2676.237912,1138.56
6037408302,0.048,12.05,30.227,51.12,11916.83507,3072.45
6037222200,0.046,12.89,26.04,0.0,3409.384951,1093.0
