Census_Tract,Total_Population,ZIP,Longitude,Latitude
6037535605,4153,90280,-118.2165071,33.9487813
6037404401,3979,91702,-117.91619,34.1292276
6001401400,4314,94608,-122.2733758,37.8207387
6037231800,5303,90037,-118.2774651,34.0074446
6071005200,4141,92404,-117.2817187,34.1445254
6029004000,7704,93263,-119.2918485,35.516438
6071006402,4951,92410,-117.2523402,34.1157592
6071003302,6037,92316,-117.4226926,34.0726027
6037550300,7727,90650,-118.1013655,33.9257822
6065031704,5284,92504,-117.4211712,33.9186451
6019005608,3064,93612,-119.7194878,36.8119204
6019003302,4749,93703,-119.7635149,36.7686679
6037190902,3960,90038,-118.319013,34.094395
6037209401,3914,90057,-118.2815247,34.0567212
6077005126,4131,95336,-121.2217376,37.8193804
6029004200,1320,93263,-119.3805277,35.4822316
6073003501,4255,92113,-117.1145576,32.706039
6037127711,3356,91406,-118.4698195,34.1879585
6073015901,3450,92020,-116.9691572,32.7904464
6037231210,3688,90037,-118.2980282,34.0145285
6047001501,2693,95341,-120.514891,37.2921587
6065043401,5791,92543,-116.9695083,33.7475602
6037132002,3299,91406,-118.507196,34.1948951
6037234300,4098,90008,-118.329022,34.0073786
6065042405,4997,92557,-117.2526709,33.9438284
6085503122,3449,95112,-121.8568692,37.3125122
6037407102,5445,91746,-117.9767958,34.0437456
6071006203,4771,92404,-117.2514331,34.1456763
6099001100,3899,95350,-120.9877386,37.6627186
6029002900,7449,93304,-119.0303423,35.3322843
6071008002,7256,92374,-117.1852589,34.0663497
6065042516,4177,92553,-117.2393879,33.9227363
6037433403,4675,91732,-118.0270375,34.0627564
6001403000,2788,94607,-122.270732,37.8004265
6037544001,4791,90810,-118.2165909,33.8388248
6071001103,3997,91762,-117.6561451,34.0789551
6071003000,3120,92335,-117.4357865,34.0993753
6065042514,3165,92553,-117.2481693,33.9336217
6037554302,3916,90706,-118.146903,33.8729892
6037310601,5716,91504,-118.3272409,34.1936348
6037531201,5335,90063,-118.1860673,34.0297365
6037191301,2327,90029,-118.2865853,34.0923345
6037133000,4449,91335,-118.5571125,34.196082
6077005123,4493,95337,-121.2438237,37.8046754
6013305000,6620,94509,-121.8340512,38.015682
6037270100,4412,90034,-118.3959685,34.0273439
6067006702,7560,95838,-121.459252,38.6327403
6107000202,2663,93646,-119.2556351,36.6023032
6037501001,3248,90606,-118.0706273,33.9903098
6013380000,5706,94804,-122.3560521,37.8969709
6037403000,6835,91766,-117.7572801,34.0378439
6037238200,5267,90044,-118.2979777,33.9634958
6037208720,4179,90057,-118.2811045,34.0627628
6065030900,3308,92504,-117.4411265,33.9577091
6037600100,6657,90044,-118.2956255,33.9551471
6077005202,6765,95304,-121.3695435,37.7666663
6037191420,3365,90029,-118.2881029,34.0851215
6037570303,4247,90805,-118.1925812,33.8596484
6019003201,4398,93703,-119.7430752,36.7759071
6037302104,3917,91205,-118.2320864,34.1454079
6019001408,2504,93727,-119.7276686,36.7252331
6071007110,4831,92324,-117.2886811,34.0569257
6071004510,5178,92407,-117.3194653,34.1853082
6013375000,4389,94801,-122.3518215,37.9402568
6037502401,4747,90660,-118.0968738,33.976375
6073005300,6667,92101,-117.1615102,32.7156831
6071003510,4512,92376,-117.392199,34.0995052
6001401700,2667,94607,-122.3193044,37.8134257
6037433503,3108,91733,-118.0487816,34.054936
6037237720,3153,90044,-118.2861511,33.9692863
6037221110,3565,90006,-118.2878287,34.0457195
6073005700,1948,92101,-117.1625607,32.7252818
6037234501,2728,90043,-118.3244351,33.9974948
6037432901,4464,91770,-118.0708582,34.0766629
6019003808,5082,93722,-119.8712132,36.7590356
6071001810,4497,91761,-117.6440311,34.0339115
6019004207,8115,93723,-119.9111587,36.8163153
6059099601,7016,92683,-118.0061687,33.749641
6025010200,2640,92281,-115.6689803,33.0633411
6037121102,2721,91352,-118.3841883,34.2375326
6037701801,5867,90404,-118.4657238,34.0274538
6029000600,6931,93301,-119.0135607,35.3952759
6037197420,3509,90026,-118.2571856,34.0832
6037555001,5411,90715,-118.0882639,33.8430305
6037553200,7055,90706,-118.1205611,33.9049648
6071003700,3903,92376,-117.3703725,34.0995419
6037602003,5124,90303,-118.3393882,33.9343496
6019004002,7129,93630,-120.0422516,36.7349023
6037407802,3635,91744,-117.9348633,34.0229331
6059074406,3797,92701,-117.8492851,33.7481442
6099003201,5055,95363,-121.1191974,37.4731094
6037402706,3945,91767,-117.7204486,34.0716281
6037502602,4321,90660,-118.1032467,33.9650177
6037234902,4005,90043,-118.3340918,33.9822575
6073003301,3337,92113,-117.1018968,32.7027556
6037575202,4916,90813,-118.1704604,33.7858671
6029002812,5215,93309,-119.0504014,35.3505096
6019004216,2629,93722,-119.9214051,36.842753
6059087102,5816,92801,-117.9521947,33.836176
6073004800,4115,92102,-117.1381401,32.708456
6059011720,7329,92870,-117.8750156,33.8579931
6085501600,6854,95112,-121.8750532,37.3294823
6037294302,4754,90744,-118.2782902,33.7848764
6029003700,3953,93206,-119.4164905,35.3940158
6059086404,6546,92805,-117.8977733,33.8506272
6037217200,3905,90019,-118.3424594,34.049584
6037211202,2645,90004,-118.294113,34.0745209
6037320300,6948,91340,-118.4458616,34.2821477
6107001701,6117,93292,-119.2871757,36.3199506
6037500600,5688,90660,-118.088627,34.0074428
6019006700,6304,93654,-119.4549129,36.5869962
6065041813,6698,92879,-117.5533296,33.8666786
6037186404,2471,90065,-118.2354293,34.1067595
6037236204,3203,90008,-118.3491896,34.0147165
6077003403,4586,95210,-121.3040245,38.0361301
6037208802,2906,90057,-118.2786688,34.0621454
6065041412,4415,92503,-117.5057387,33.8857174
6019004504,4762,93710,-119.7903044,36.8301672
6037302103,5504,91205,-118.238019,34.1425784
6071003503,5489,92376,-117.3923222,34.1250104
6067009007,2818,95670,-121.3037699,38.5762723
6037189201,3293,90027,-118.2961605,34.1035829
6019003004,2301,93727,-119.7091585,36.746781
6037572302,3483,90810,-118.2105459,33.8161834
6037601002,5311,90301,-118.3475932,33.9565607
6037123104,4596,91606,-118.3650028,34.1828906
6065045604,13694,92254,-115.9293426,33.511964
6029004901,5733,93215,-119.2462266,35.7837173
6039000202,6109,93610,-120.288051,37.0797978
6071007601,7277,92410,-117.234947,34.1140263
6037408138,5936,91744,-117.9159505,34.0193311
6037501504,3592,90601,-118.0369951,33.9792515
6019008401,7991,93622,-120.5139877,36.8586926
6037235202,4557,90043,-118.330376,33.9730801
6067005101,4454,95828,-121.4013938,38.4884217
6037222001,3237,90018,-118.3132805,34.0281954
6037500404,4795,90660,-118.0739965,34.0139543
6037533107,3645,90255,-118.2164699,33.9745613
6059001404,3972,90631,-117.9292135,33.9247336
6073013205,2381,91911,-117.0802103,32.5966578
6037197300,3909,90026,-118.2520467,34.0811373
6019007600,4806,93706,-119.9430164,36.580566
6001432400,5814,94577,-122.1898921,37.7097451
6037199202,3031,90031,-118.2032952,34.0812835
6037301802,3578,91203,-118.2597025,34.1492141
6047000601,5438,95301,-120.62207,37.3603045
6071000205,4736,91763,-117.6870214,34.0801578
6037120010,2844,91402,-118.4622655,34.2191995
6037601900,5685,90303,-118.3395043,33.9415861
6065041500,2053,92880,-117.5993419,33.892232
6065041201,4299,92503,-117.4621002,33.923878
6099000303,5883,95367,-120.9427859,37.7243903
6073011700,6773,91950,-117.0970458,32.6738101
6065041409,14898,92503,-117.4758226,33.8649931
6071003606,5109,92316,-117.396582,34.0730055
6037501804,2131,90602,-118.0349208,33.9698819
6065040403,5801,92509,-117.4960233,33.9918252
6037570601,5421,90805,-118.1809849,33.8569402
6037224320,3224,90015,-118.280853,34.0415884
6037204120,2650,90063,-118.201168,34.0338905
6037554002,5659,90706,-118.1336322,33.8922721
6019005607,3993,93612,-119.7182723,36.8194376
6107001100,6983,93291,-119.3005779,36.3379779
6037127606,3164,91406,-118.4777891,34.1902662
6037104403,3282,91331,-118.4344849,34.2587738
6019005000,3917,93726,-119.7904326,36.8012804
6037240401,5383,90044,-118.2857119,33.949919
6065031602,5314,92503,-117.448479,33.9268256
6037104103,4085,91342,-118.3925764,34.2820993
6111004715,5020,93033,-119.1490764,34.140882
6037554203,3689,90706,-118.1247134,33.8802194
6059011721,5023,92870,-117.8729877,33.8703829
6019005305,3635,93726,-119.7429704,36.7977961
6059086306,3658,92806,-117.877059,33.8232178
6037572100,1045,90806,-118.2035057,33.8238924
6085503110,4618,95122,-121.8498004,37.3331809
6059074602,9156,92701,-117.8640231,33.7363817
6059086402,5651,92806,-117.8849288,33.8462667
6047001002,13467,95348,-120.4935293,37.3407645
6059089001,7154,92703,-117.9332194,33.7523664
6037402403,5381,91768,-117.8132614,34.0502857
6029001400,7766,93305,-118.9846462,35.3922701
6077003110,3708,95207,-121.3236839,38.0063696
6037407602,4008,91744,-117.9468466,34.0323937
6037602004,4126,90303,-118.3306448,33.934328
6029003103,3979,93307,-118.9945268,35.3095656
6037600902,6613,90302,-118.3522568,33.9720411
6095250801,3917,94592,-122.3302426,38.1293945
6071003509,4827,92376,-117.3776534,34.103182
6067009318,2620,95828,-121.3993657,38.4778971
6037211310,3846,90004,-118.298493,34.0709091
6037550100,7518,90650,-118.0760625,33.9237304
6037213201,4198,90006,-118.3045301,34.0526559
6019005301,5740,93726,-119.7678173,36.7977186
6029004101,4917,93263,-119.2719891,35.5063506
6019004704,5212,93705,-119.8352485,36.7829438
6037237102,3254,90044,-118.2837235,33.9857553
6037432201,4342,91770,-118.0827115,34.0871355
6037601100,6533,90301,-118.3482313,33.9490818
6037234600,5024,90043,-118.327561,33.9920177
6067004801,5899,95828,-121.4221792,38.5067176
6047000301,4790,95334,-120.6908186,37.4002299
6099003805,2667,95380,-120.8771501,37.5161592
6031001002,4424,93230,-119.6671974,36.3196581
6037218600,3142,90016,-118.3427412,34.0371852
6037554204,4391,90706,-118.128584,33.8847475
6087110400,7976,95076,-121.7704821,36.9043838
6099002802,6310,95357,-120.8368597,37.6638136
6037601801,3789,90304,-118.3504258,33.9436357
6019006100,7536,93657,-119.5726544,36.6910426
6037119340,3884,91402,-118.4519009,34.233609
6019006502,4159,93646,-119.3274871,36.6466582
6037106648,3890,91342,-118.4558345,34.2930983
6107001004,8235,93291,-119.2957398,36.3521706
6037600400,3986,90047,-118.3140872,33.9369542
6037127806,3447,91411,-118.4572359,34.1885731
6001433200,6897,94578,-122.1470769,37.70175
6037195600,3340,90026,-118.2655482,34.0808254
6037534002,4352,90201,-118.1399857,33.9674778
6107003200,6446,93272,-119.3368879,36.056592
6037209520,2791,90006,-118.2769503,34.0505519
6037269700,4085,90034,-118.387153,34.036336
6001409300,5229,94603,-122.1733521,37.737851
6019005403,4171,93710,-119.7632007,36.8121984
6065030200,4633,92501,-117.3950678,33.9814743
6037543322,6611,90746,-118.2569604,33.8525481
6053010101,4518,95039,-121.7816321,36.8633033
6037602507,4156,90250,-118.3308405,33.9037379
6047001401,3953,95340,-120.4642087,37.2986943
6071000605,5274,91710,-117.6893011,34.0155079
6037552601,5720,90650,-118.0776264,33.8913016
6037203900,2944,90063,-118.1944844,34.0333782
6037407001,5905,91746,-117.979529,34.0595763
6065044000,2109,92223,-116.9768263,33.9269395
6037190100,4481,90028,-118.3416948,34.0994853
6037575103,5119,90804,-118.1534873,33.7861933
6037541802,5431,90262,-118.1867665,33.9098344
6037269601,3413,90034,-118.3794518,34.0418546
6001401500,2630,94608,-122.2806358,37.8229232
6039000503,8539,93637,-120.1734248,36.9703496
6037221710,2621,90007,-118.2876316,34.0346981
6029003113,4784,93304,-119.0288352,35.3179748
6037191110,3338,90027,-118.3049408,34.0965841
6067003204,5456,95824,-121.418331,38.5205734
6071004403,5647,92410,-117.3409608,34.0928313
6029005204,6158,93285,-118.6143672,35.476284
6065031502,8020,92503,-117.4429741,33.9399352
6085504602,2144,95002,-121.9948126,37.4495367
6085503214,7253,95111,-121.8479711,37.2991814
6071007303,4828,92354,-117.2682416,34.0556845
6037222500,4963,90018,-118.3045508,34.0218497
6071003612,4256,92324,-117.3589741,34.0760668
6047000304,9116,95334,-120.7258108,37.3783216
6107001302,8037,93292,-119.2516114,36.3354354
6037294410,4579,90710,-118.2898931,33.794128
6037554105,4569,90706,-118.1198534,33.8860491
6013366002,6093,94806,-122.3509331,37.9690044
6037407702,6497,91744,-117.9466049,34.0211007
6019005204,4105,93726,-119.76333,36.7904775
6001403300,4054,94607,-122.2663244,37.7944308
6037535902,6519,90280,-118.1958301,33.9393897
6065040303,3243,92509,-117.4511075,34.008501
6095250900,2798,94590,-122.259038,38.1017927
6025010102,5007,92233,-115.6086847,33.2254028
6019007700,5599,93656,-119.9069028,36.4461627
6059074502,5674,92707,-117.860016,33.7284144
6107004101,9670,93257,-119.0217027,36.0577198
6101050302,6071,95991,-121.6114867,39.123665
6071009116,6717,92301,-117.4107067,34.577087
6067007001,3842,95833,-121.4729191,38.6233797
6073011601,5891,91950,-117.0964015,32.6663314
6071001808,4413,91761,-117.6187363,34.025502
6115040100,4615,95901,-121.5942461,39.1515257
6037235201,2781,90043,-118.3221148,33.9745535
6047000504,6129,95388,-120.611118,37.3941884
6037601802,4658,90304,-118.3504318,33.9400113
6037551700,6547,90242,-118.147433,33.9172388
6075061200,4089,94124,-122.3901777,37.7370414
6037296901,4127,90731,-118.2945655,33.7301628
6037550800,7170,90241,-118.1433556,33.95127
6071002803,3982,92335,-117.4469078,34.1029542
6037500500,2950,90660,-118.0838653,34.015045
6037115403,3188,91325,-118.5317299,34.2247342
6099003400,1601,95360,-121.1933829,37.3259547
6029002813,4161,93309,-119.0506301,35.3431099
6037128220,3011,91401,-118.4355767,34.1835533
6037139303,4186,91356,-118.5333073,34.1762844
6059011403,5565,92831,-117.9057059,33.8715955
6031000300,7446,93245,-119.9245603,36.3051812
6029002700,5370,93304,-119.03002,35.3461386
6037209810,2472,90006,-118.2823449,34.0491173
6037572201,6197,90806,-118.1953378,33.81618
6077004403,4230,95240,-121.2686833,38.1229626
6037209104,2434,90017,-118.2663761,34.0591782
6081612000,7327,94303,-122.1465681,37.4680579
6099003002,6818,95307,-120.949917,37.5641562
6025010300,933,92227,-115.4711527,32.9827303
6065045706,4821,92236,-116.165725,33.6774083
6059088101,2078,92841,-118.0049565,33.7886006
6099001300,5778,95350,-121.0035722,37.6601004
6037208902,2339,90017,-118.2723721,34.0564462
6037405203,3484,91706,-117.9569613,34.0762599
6037208401,3770,90057,-118.2691298,34.0637659
6037131701,4541,91335,-118.5578906,34.2046643
6037131010,6409,91335,-118.5382539,34.214735
6001402500,1784,94607,-122.2847803,37.8057305
6047002500,2328,95369,-120.4694335,37.499088
6037234800,3426,90043,-118.3220826,33.9818234
6037221602,2816,90007,-118.2921024,34.0384299
6107003700,5931,93257,-119.0241104,36.0867011
6019007802,5269,93234,-120.0929305,36.3151701
6037106510,5108,91342,-118.4795847,34.326405
6067006201,6290,95821,-121.4079426,38.6191125
6037124203,2748,91601,-118.374665,34.1776041
6013368001,5327,94806,-122.3524853,37.9542763
6077005305,6495,95376,-121.4382804,37.758114
6037104108,5256,91331,-118.3985703,34.2731497
6037530901,4080,90063,-118.1886037,34.0432749
6037127805,3768,91405,-118.4576889,34.1921963
6029000507,3598,93308,-119.0634239,35.386741
6037190201,2870,90028,-118.329714,34.1033578
6065042519,1706,92553,-117.2274689,33.9373528
6067006202,3599,95815,-121.422268,38.6164065
6059087805,6952,92804,-117.9801308,33.8102721
6037553100,6298,90706,-118.1115699,33.8905614
6059074004,7444,92707,-117.8725713,33.7015157
6037185202,3712,90065,-118.2170631,34.0950598
6071009800,5017,92395,-117.3009281,34.535916
6037531800,5066,90022,-118.1391833,34.0186986
6037301801,4079,91203,-118.2596966,34.1556466
6071002105,5036,91730,-117.6046422,34.0979077
6107001602,5745,93292,-119.2194823,36.2781982
6065040301,7857,92509,-117.4234617,34.0003286
6047001503,4438,95341,-120.4990995,37.2927274
6037555211,5818,90716,-118.0768628,33.8276575
6001410500,2193,94607,-122.288956,37.8100197
6001432501,4839,94577,-122.1661575,37.7167153
6111003201,4577,93030,-119.1729084,34.2034678
6037117405,3442,91343,-118.4702311,34.2337312
6113010204,4922,95691,-121.5324616,38.5777831
6037106604,5020,91342,-118.4745764,34.3033292
6107004500,6628,93207,-118.9866017,35.8807557
6037533104,4356,90255,-118.224409,33.9766899
6037134520,5453,91303,-118.59964,34.198294
6037600302,3317,90047,-118.3046455,33.935475
6071006604,4278,92324,-117.3337749,34.0900259
6029003114,7654,93313,-119.0445781,35.3029184
6037531202,4747,90023,-118.1859277,34.0257388
6037554101,3799,90706,-118.1236012,33.8928105
6071001704,5056,91762,-117.6600725,34.0357869
6037540101,6483,90262,-118.1901733,33.931052
6037293202,6742,90501,-118.3037589,33.820409
6099003908,2226,95380,-120.8543056,37.5064389
6053000900,5746,93905,-121.6261158,36.6690787
6065043405,4217,92543,-116.9865118,33.7502798
6085501102,4477,95112,-121.8812071,37.3540562
6037208610,4195,90026,-118.2817725,34.072159
6081602300,3753,94080,-122.3963686,37.6504433
6071000208,4124,91763,-117.6895559,34.0704075
6047000901,3970,95341,-120.5705923,37.2016004
6037530203,3238,90640,-118.1264604,34.0266482
6013358000,5298,94572,-122.2538488,38.0481856
6037191901,3355,90038,-118.3383611,34.0906829
6047000203,9272,95315,-120.7838842,37.4290665
6037554405,3040,90706,-118.1212147,33.8737602
6029001102,6682,93306,-118.9402404,35.3702538
6037197600,2376,90026,-118.2519864,34.0683315
6037533106,1743,90255,-118.2170425,33.9788203
6037119002,7210,91331,-118.4275349,34.2469249
6059011502,4101,92831,-117.8891258,33.8707135
6037555102,6526,90715,-118.0769658,33.8387305
6071002804,5417,92335,-117.446889,34.0957108
6059110603,8540,90621,-117.993735,33.8687069
6071001806,4760,91761,-117.6305659,34.0249243
6071012002,5366,92311,-116.9695855,34.8748849
6013381000,6097,94804,-122.3351024,37.9302081
6037603500,3074,90249,-118.3208781,33.8993747
6037534403,2948,90201,-118.1971314,33.9681673
6077003409,4450,95210,-121.285182,38.0025906
6037576001,4969,90802,-118.1938633,33.7631159
6007003700,4505,95965,-121.6460664,39.5164559
6067009316,4605,95828,-121.3810288,38.4780935
6073003403,4283,92102,-117.1085408,32.7136131
6107003902,5847,93257,-118.9780019,36.0952673
6059086501,4848,92805,-117.9187306,33.846685
6037128102,4795,91401,-118.4443506,34.1902959
6071000901,4600,91786,-117.6396399,34.103005
6037294520,3564,90744,-118.2658196,33.7868323
6059063605,5672,92627,-117.9273058,33.6376789
6099001200,3623,95354,-120.9941028,37.64972
6037543502,4560,90502,-118.2931768,33.8404078
6037132700,4912,91335,-118.5257626,34.1888959
6001438203,3920,94544,-122.0573943,37.6155886
6037191203,2922,90029,-118.2939076,34.0931674
6019006300,7254,93654,-119.4358266,36.663503
6037461600,5826,91103,-118.1559426,34.1634652
6037573402,6430,90755,-118.1691428,33.8016982
6071002107,4970,91730,-117.5866987,34.1006231
6037117303,3512,91343,-118.4912814,34.2281097
6065042404,2038,92557,-117.2347522,33.943773
6019007202,5109,93631,-119.5666704,36.5082178
6029001000,9186,93307,-118.87757,35.3587886
6065031701,2943,92504,-117.4050093,33.9061238
6059086406,4330,92806,-117.876231,33.8438173
6029001700,4287,93301,-119.033399,35.3786716
6037601212,6511,90301,-118.3570019,33.9558199
6067009008,4928,95670,-121.2985514,38.5874254
6037554404,4447,90706,-118.1295305,33.873719
6065043006,4703,92530,-117.3445199,33.6824833
6019002906,5520,93727,-119.7272787,36.7613333
6029001500,3147,93305,-118.9890643,35.3722473
6081610201,5764,94063,-122.2138224,37.484753
6059087404,3591,92805,-117.9095108,33.8251532
6037302506,3534,91205,-118.2463128,34.1277465
6059001801,5544,92833,-117.979612,33.8672719
6037191204,2124,90029,-118.2982812,34.0930661
6037408302,4036,91746,-118.0172042,34.0382308
6037222200,3965,90018,-118.3024156,34.0309167
6037221900,3664,90007,-118.2895621,34.0267694
6059089106,3973,92843,-117.9150746,33.771306
6071003804,4578,92376,-117.3520799,34.1242645
6037186301,2999,90065,-118.2404336,34.1223506
6037192520,5067,90004,-118.3024972,34.0799255
6037192510,3670,90004,-118.3068568,34.079869
6029006304,3895,93203,-118.8196449,35.201848
6059074200,9450,92707,-117.8700847,33.7216725
6085503602,4741,95116,-121.8522546,37.3445854
6037552900,6881,90650,-118.0911533,33.8912102
6065031002,4559,92504,-117.4237908,33.9518517
6085501401,3295,95116,-121.8697204,37.3515633
6077005130,3186,95330,-121.2797491,37.8194204
6029003400,4318,93268,-119.4672721,35.1650721
6029003206,12112,93313,-119.0713629,35.2667571
6077003601,3453,95215,-121.2262076,37.9949416
6037404902,3973,91706,-117.9791262,34.0869771
6029002815,4282,93309,-119.0481028,35.3286336
6065042706,8393,92571,-117.2070433,33.7943832
6001402400,2351,94607,-122.2824569,37.812031
6085512310,3791,95037,-121.6336267,37.1171152
6037601303,4879,90302,-118.3617818,33.9741892
6019005804,6626,93611,-119.6909521,36.7865743
6071002602,7639,92337,-117.4982025,34.0426943
6037554001,4171,90706,-118.1322329,33.8990638
6111004704,1469,93033,-119.1186906,34.1712698
6037134720,4594,91306,-118.5688121,34.2046449
6067006300,4592,95815,-121.4292379,38.6225203
6099002006,4458,95357,-120.9254717,37.6449218
6037602506,4329,90250,-118.3308401,33.9073761
6113010101,6645,95605,-121.5170147,38.5922085
6037297201,3475,90731,-118.2914165,33.7249036
6037212203,2679,90005,-118.2903562,34.0597622
6073011801,3961,91950,-117.1041616,32.6804224
6037221220,3378,90006,-118.2960214,34.0435737
6071003101,5040,92335,-117.4490622,34.0848049
6037120108,4838,91402,-118.4563783,34.2300529
6071007407,2940,92404,-117.2349561,34.1322121
6019003301,3507,93703,-119.763479,36.7759433
6037120103,3287,91402,-118.4517984,34.2297196
6031000200,2271,93245,-119.8425961,36.3510181
6019006202,6807,93657,-119.5325383,36.718129
6071008001,6513,92374,-117.1893601,34.0811964
6059075002,8605,92701,-117.8685376,33.748073
6037208620,4660,90057,-118.2779829,34.069709
6077005133,4249,95337,-121.2235218,37.7885222
6019005410,3298,93710,-119.7767969,36.8157748
6071000603,5576,91710,-117.6829758,34.0299818
6059074108,5226,92704,-117.9109245,33.7211578
6037576403,5033,90813,-118.1698152,33.7789729
6037407900,6296,91744,-117.9273307,34.0421045
6037124105,2658,91606,-118.3834061,34.1812289
6037503104,2719,90605,-118.0432662,33.9202427
6037117404,4279,91343,-118.479077,34.2284788
6019005203,4519,93726,-119.7634015,36.7832086
6037551401,4290,90241,-118.156034,33.9440174
6029001201,2895,93305,-118.9720353,35.3874473
6077005135,5139,95336,-121.2384835,37.8443852
6037134904,4338,91306,-118.5802111,34.1913886
6013314103,5546,94565,-121.9435261,38.0391707
6037602504,4407,90250,-118.3373323,33.9055479
6047000801,4444,95301,-120.579253,37.3545046
6099000601,4647,95358,-121.054918,37.6628873
6115040302,2143,95901,-121.5709108,39.1277084
6037603004,1512,90247,-118.2965026,33.8933016
6073012501,3858,91910,-117.0936978,32.6335939
6037209403,3600,90017,-118.2738446,34.0531328
6037127520,4045,91406,-118.4697511,34.2184163
6071000824,5092,91786,-117.6583212,34.1024278
6067006101,4608,95821,-121.3914626,38.6259083
6037535503,2497,90280,-118.2144693,33.9552551
6037221120,3373,90006,-118.2878972,34.0421001
6037406800,4926,91790,-117.9540873,34.0639081
6029006500,5152,93505,-117.8818657,35.2098975
6067007007,5356,95833,-121.4819301,38.6030702
6029002816,5465,93309,-119.0617564,35.3264609
6037402803,3436,91766,-117.7453051,34.0478488
6077001000,4915,95204,-121.347405,37.9661183
6071000903,4338,91786,-117.6393283,34.0962131
6029001202,6264,93305,-118.9753831,35.377139
6013320001,3615,94553,-122.0963526,38.0218002
6037212800,4273,90019,-118.3305985,34.0518662
6037237800,4371,90044,-118.2981214,33.9709601
6071001906,7060,91761,-117.5757345,34.0081401
6059099802,5111,92683,-117.9939643,33.7573411
6037238100,4626,90047,-118.3111989,33.963628
6037120104,2310,91402,-118.4493666,34.223963
6037237900,3621,90047,-118.3111925,33.9709293
6039000506,6438,93638,-120.0985344,37.0354441
6067004601,7614,95824,-121.4471878,38.5171831
6107002800,3395,93247,-119.0940852,36.1948818
6037530005,4346,90640,-118.1114296,34.0282744
6029006202,6401,93203,-118.8856972,35.1821665
6107003901,7184,93257,-118.9982663,36.0619829
6037481604,3942,91801,-118.1260625,34.0832452
6037604100,7058,90260,-118.348246,33.8815498
6013314104,7118,94565,-121.9443678,38.0232458
6029000504,4086,93308,-119.0737144,35.4176598
6037211201,2645,90004,-118.2984693,34.0745294
6107001200,1337,93291,-119.299985,36.3302301
6047000701,3191,95301,-120.6047007,37.3473607
6037224310,2025,90006,-118.2827213,34.044384
6001437101,6448,94587,-122.126873,37.6059048
6107002202,5542,93274,-119.3656637,36.2075367
6065040607,9317,91752,-117.5457941,34.0114705
6037550201,2941,90650,-118.0840271,33.9283366
6059074801,5499,92703,-117.889227,33.7435528
6037277200,2490,90045,-118.3822385,33.9526287
6075012502,3821,94102,-122.4125954,37.783933
6001444601,4761,94560,-122.0162378,37.5270492
6037120106,4417,91402,-118.4563804,34.223102
6037221303,2551,90006,-118.3084384,34.0453825
6037432602,4554,91732,-118.0052966,34.0814708
6029004702,4051,93250,-119.2157446,35.6752697
6085503113,4760,95110,-121.8808148,37.3157311
6075017601,7630,94103,-122.4107241,37.7794338
6037405302,5351,91790,-117.9439942,34.0764659
6065043517,6815,92582,-117.0240132,33.8219345
6077003308,1590,95207,-121.308748,37.9905867
6037481603,3802,91801,-118.1201868,34.0841555
6107003001,4652,93274,-119.3563298,36.2002109
6037404201,3711,91702,-117.8953117,34.1265873
6059086602,6131,92801,-117.9331121,33.8440428
6039000602,5161,93638,-120.0609518,36.9719028
6065046200,3341,92225,-114.5966887,33.5994708
6059001402,5185,90631,-117.9286916,33.9388223
6001401000,5678,94608,-122.2719625,37.831217
6037535803,4458,90280,-118.2100618,33.9480872
6037302003,3578,91206,-118.2439771,34.1487828
6019003102,7048,93612,-119.7158384,36.8048512
6111002300,7430,93001,-119.2996148,34.2906641
6001407200,6746,94601,-122.2192819,37.7777848
6037500700,6496,90660,-118.0983071,34.0000986
6037603802,4153,90260,-118.3481442,33.8909804
6067003700,4219,95820,-121.4693182,38.5336237
6037541801,4903,90262,-118.1946754,33.9118044
6073004100,6546,92102,-117.1292493,32.714833
6037602200,7314,90250,-118.3695802,33.9231962
6039000603,5585,93638,-120.0497327,36.9793126
6037402200,6584,91768,-117.764973,34.0818183
6071002902,6584,92335,-117.422734,34.1030715
6037554104,2600,90706,-118.1195565,33.8931415
6029003304,5248,93251,-119.5019126,35.2582904
6099000202,6593,95361,-120.8597786,37.7554813
6065042520,4669,92553,-117.2250806,33.9304056
6071003900,5484,92376,-117.3605165,34.1002723
6037530102,5116,90640,-118.1154765,34.0153528
6071000826,4075,91786,-117.6606253,34.0917424
6037189101,2743,90027,-118.288505,34.1047367
6037134521,3126,91303,-118.5952099,34.2046284
6019008402,1152,93622,-120.6584593,36.8689002
6037406200,5678,91723,-117.8979159,34.0764235
6053014500,4410,93901,-121.6367228,36.6483701
6065042719,5025,92567,-117.1606951,33.7976018
6037201601,2288,90032,-118.1774624,34.0726971
6071009912,4762,92395,-117.3135296,34.5067365
6071003607,5369,92376,-117.3711097,34.0887229
6037127604,2939,91406,-118.479788,34.1993151
6065042624,3784,92555,-117.1127892,33.890645
6037293307,2306,90710,-118.3035314,33.7873712
6077003801,12552,95206,-121.3121279,37.9086799
6111002400,2571,93001,-119.2944448,34.2763658
6085503117,3120,95122,-121.8515984,37.3274092
6037212900,4074,90019,-118.3215149,34.0494541
6071010011,5221,92345,-117.2985044,34.4610778
6065041411,3187,92879,-117.5159682,33.8784662
6047000503,3292,95388,-120.5674195,37.4217409
6077003312,3220,95207,-121.3014143,37.995688
6077003500,20177,95212,-121.2450807,38.0298609
