Census_Tract,Total_Population,ZIP,Longitude,Latitude
6065031200,6878,92506,-117.3825351,33.9429752
6083002306,8810,93458,-120.4662189,34.9769533
6067007801,5481,95608,-121.3149374,38.6313361
6037480101,3908,91780,-118.0734404,34.1092057
6037920036,3419,91351,-118.4758577,34.4215429
6085508800,3766,94085,-122.0247804,37.3851461
6053010501,6339,93907,-121.6196088,36.7877533
6081607400,4451,94403,-122.3122521,37.5443066
6085509000,7407,94085,-122.0216787,37.3922706
6113010608,5882,95618,-121.7210564,38.5422965
6037700400,5237,90048,-118.3811478,34.0812987
6085500200,5822,95110,-121.9021927,37.3498787
6037195100,4717,90039,-118.2669741,34.1022274
6037109800,4565,91343,-118.4815974,34.2537115
6071002109,4626,91764,-117.5652839,34.0754307
6071010020,7471,92345,-117.2971249,34.4037817
6053014202,4075,93933,-121.7902463,36.6807321
6065045217,6225,92201,-116.2476921,33.7289861
6095252611,3263,94533,-122.013868,38.2638928
6059011401,1982,92831,-117.9180817,33.8797568
6065043810,4933,92223,-117.0005885,33.9554572
6037482102,2828,91754,-118.1328703,34.050659
6065043311,2265,92544,-116.9237749,33.7476958
6053010608,3646,93905,-121.6223478,36.6951795
6067003501,2629,95822,-121.4883176,38.5331684
6067007204,4965,95838,-121.4462256,38.6623406
6059110011,2832,90630,-118.0196525,33.7993147
6065040701,2248,92860,-117.5759903,33.9319208
6029003807,3616,93312,-119.1188846,35.390736
6037111100,2982,91344,-118.4950694,34.2683099
6023000100,4901,95501,-124.1717835,40.8040593
6059021814,6816,92821,-117.8653441,33.9175293
6075012302,3073,94102,-122.412097,37.7870223
6037650004,4005,90504,-118.3308068,33.8773079
6107001901,3390,93277,-119.3028348,36.3092952
6001410400,3792,94603,-122.1621741,37.7408161
6037106020,5557,91342,-118.429739,34.3230145
6073015701,6239,92021,-116.9420918,32.7977009
6037111202,5213,91344,-118.5148271,34.2684432
6037501900,4213,90605,-118.0274643,33.9558907
6073008702,5206,92123,-117.155885,32.7883567
6067009408,1783,95632,-121.2724934,38.2711241
6059052411,5182,92630,-117.7041363,33.6236733
6067005510,4291,95825,-121.4060948,38.5851649
6037183510,2725,90042,-118.2030827,34.1154022
6037910401,6608,93551,-118.1534038,34.5754635
6073018603,6810,92058,-117.3586267,33.2115108
6037401701,4137,91711,-117.743532,34.1143655
6001451501,4668,94550,-121.7369701,37.6733434
6053010804,5029,93926,-121.4841399,36.4990122
6037109604,2975,91345,-118.4653518,34.2615445
6037137104,2717,91367,-118.5849467,34.1737607
6065046401,3768,92530,-117.4050045,33.5708213
6037311200,3138,91505,-118.3531198,34.1720062
6077004106,1913,95242,-121.3575793,38.1241929
6083002705,4210,93436,-120.4677464,34.6504892
6085505006,3898,95134,-121.921025,37.3933698
6059087704,5061,92804,-117.9545102,33.8104768
6067009112,3630,95826,-121.3457916,38.538965
6053011302,5813,93930,-121.1254387,36.2128109
6067007020,4034,95833,-121.5308587,38.6092575
6085504805,5294,94089,-122.0033848,37.4031482
6067005202,3154,95826,-121.394154,38.5593317
6071009114,10232,92301,-117.4172844,34.5395289
6073015000,6193,91942,-117.0092136,32.784615
6113010501,5922,95616,-121.7849011,38.5369569
6037920038,4430,91387,-118.4469672,34.4236629
6013336201,4032,94520,-122.0474489,37.9606497
6053001400,2680,93901,-121.6639509,36.6706218
6055200804,5566,94558,-122.3074339,38.2946539
6073018700,37452,92055,-117.4205567,33.3510594
6111001301,7724,93004,-119.1565313,34.2788511
6037128500,4015,91401,-118.4443439,34.1703043
6085503504,6463,95122,-121.8341637,37.3358272
6025011803,5937,92243,-115.5662375,32.762851
6107002006,4378,93277,-119.3866306,36.3125416
6037900805,5089,93534,-118.1577319,34.6953144
6037404000,4474,91702,-117.8861621,34.1141404
6073002711,3200,92105,-117.0715691,32.7392175
6037181300,3629,90041,-118.2236529,34.1360845
6037111301,7087,91344,-118.5157706,34.261129
6111000500,1867,93066,-119.0558409,34.3332732
6101051100,2551,95659,-121.5333668,38.854825
6037111205,3375,91325,-118.5352005,34.2540547
6037217001,2654,90035,-118.38703,34.0523836
6001441700,7436,94536,-122.0116314,37.5532064
6037406000,5059,91722,-117.9014269,34.0922319
6059088302,6029,92840,-117.9397292,33.7874758
6037406300,5532,91791,-117.8769856,34.0599163
6067009107,3213,95827,-121.3408345,38.572506
6037554802,6165,90701,-118.0806903,33.8693945
6095251701,3372,94590,-122.266959,38.1165979
6085505301,4424,95051,-121.9848087,37.3678358
6065045705,7522,92236,-116.1910765,33.6669317
6073018516,3992,92056,-117.2981757,33.2001356
6013386000,3317,94530,-122.3155835,37.9226169
6037137501,4124,91364,-118.5767994,34.1649322
6037195400,4395,90026,-118.2740532,34.0916921
6001408500,4972,94621,-122.1785112,37.7604176
6065040613,12842,92880,-117.575648,33.9635863
6001406601,4596,94602,-122.2079568,37.7936085
6037481714,2551,91754,-118.1283526,34.0643236
6107003501,2861,93257,-119.0847036,36.0906458
6037195500,4971,90026,-118.2646124,34.0881864
6071002033,7663,91739,-117.5341378,34.1284667
6097150901,4904,94952,-122.644126,38.2477398
6037463200,3403,91107,-118.0894888,34.1403972
6059099703,4979,92683,-117.9850502,33.7338098
6097153001,6594,95401,-122.7367431,38.4509389
6085504002,5875,95116,-121.8340698,37.3547085
6065042619,11267,92571,-117.1955551,33.836834
6011000300,6055,95987,-122.2818535,39.1078478
6037301000,4841,91206,-118.2309561,34.1564802
6013313103,7723,94565,-121.875401,37.9809405
6037403401,5038,91792,-117.8649253,34.0082843
6067008135,4000,95621,-121.3078066,38.6826224
6037267502,3243,90025,-118.4621616,34.0375502
6059075816,3709,92869,-117.8185009,33.7920455
6037403402,3322,91789,-117.8559096,34.0180144
6065046402,4684,92530,-117.358069,33.6478677
6059099234,3466,92708,-117.9673986,33.7086418
6029005600,2253,93516,-117.6746581,35.0215717
6067003102,2933,95820,-121.4359084,38.5287219
6073012003,3351,91950,-117.0744466,32.6801039
6115040800,4233,95692,-121.4340275,39.0409023
6085512100,1666,95037,-121.7271954,37.1799857
6013356001,3759,94553,-122.22759,38.0244532
6103000100,4699,96080,-121.8564922,40.1943009
6059110401,4953,90620,-117.9934179,33.8529079
6089012701,4392,96013,-121.634608,40.8724027
6073010112,4764,92154,-117.0804032,32.5689086
6107001800,4689,93277,-119.3047728,36.3198504
6077004204,3006,95240,-121.2806809,38.1348549
6033000802,4234,95422,-122.6403151,38.9565553
6059099250,3062,92708,-117.958692,33.7088681
6097152100,3004,95403,-122.7228509,38.4592263
6065044300,4774,92220,-116.872378,33.919657
6037650602,7161,90503,-118.359604,33.8423054
6065042412,5129,92557,-117.2208865,33.984326
6075012202,2986,94109,-122.4196438,37.7854142
6067007416,3866,95842,-121.3538791,38.6811015
6073010104,3217,92154,-117.0970321,32.5673601
6073016804,7292,92040,-116.9141796,32.8654251
6065041910,6342,92883,-117.4949771,33.7892199
6067007019,1203,95834,-121.4946981,38.6450907
6067003502,2916,95822,-121.4885738,38.5245176
6103000600,5213,96080,-122.2068646,40.1913614
6013336102,7595,94520,-122.039845,37.965937
6075010700,5592,94133,-122.4100466,37.798514
6059088301,6430,92840,-117.9469297,33.7961504
6069000501,5395,95023,-121.379325,36.8433246
6111001502,8668,93003,-119.2209072,34.2631822
6071012200,6076,91710,-117.6701483,33.9825562
6097153005,6669,95401,-122.8012431,38.4334565
6073020108,5813,92026,-117.0867921,33.137136
6059075301,5712,92706,-117.8825621,33.7749556
6067007012,3345,95833,-121.5016424,38.6203564
6073014805,4328,91942,-117.0386117,32.7765263
6085501900,4641,95126,-121.9087747,37.3191212
6081601400,6658,94015,-122.4788188,37.6810704
6077003209,3540,95209,-121.3284665,38.0358618
6067007018,5083,95834,-121.5172959,38.6442309
6059075807,4324,92869,-117.8202433,33.7841408
6001428100,4651,94501,-122.2346068,37.7589136
6071000105,6676,91709,-117.7390315,33.9934968
6073018903,4861,92028,-117.2419463,33.3971392
6095253101,4974,95688,-122.0063092,38.3505074
6059110014,4905,90720,-118.0632084,33.8013108
6001405600,3137,94610,-122.2372726,37.8008019
6067009634,4913,95823,-121.4409188,38.4697876
6059088105,4133,92841,-117.97572,33.7848346
6001425103,2502,94608,-122.2898443,37.8426202
6071008200,5147,92373,-117.1781239,34.0470815
6001430500,6049,94578,-122.1091519,37.704911
6083003001,5547,93111,-119.8192482,34.4311812
6067009501,2772,95632,-121.3716467,38.2769169
6037670100,6659,90717,-118.3159751,33.7847676
6037300400,5740,91214,-118.2563984,34.2284593
6037920035,7720,91351,-118.4640472,34.4193105
6037502005,4251,90605,-118.0342818,33.9516825
6037462100,5259,91104,-118.1369963,34.1634006
6001430900,4681,94546,-122.0828322,37.6982784
6037554516,3902,90703,-118.0672796,33.8553144
6059063808,6393,92627,-117.9255731,33.6552399
6037670001,3311,90717,-118.3166168,33.803864
6037301205,2209,91202,-118.2729275,34.1684098
6037480102,4303,91775,-118.0849636,34.1081896
6081610601,6257,94063,-122.2090707,37.4713247
6005000301,5871,95669,-120.9500222,38.457356
6037271802,5911,90034,-118.4124738,34.0198929
6113011102,4884,95776,-121.7608872,38.6701375
6037900605,7100,93535,-118.0856717,34.7045061
6067003400,4085,95831,-121.5088949,38.5121908
6111004200,5324,93041,-119.1908963,34.1622199
6065043279,5093,92584,-117.2176633,33.6278615
6037408704,3155,91748,-117.8934924,33.98233
6037183221,3118,90042,-118.1909386,34.1254321
6037481101,3814,91776,-118.1069461,34.099157
6037181600,4352,90041,-118.2097406,34.1297234
6037189800,4021,90046,-118.3590366,34.0982925
6073000700,3754,92103,-117.1513148,32.7447633
6065031001,5622,92504,-117.4098503,33.9516686
6059075901,4126,92866,-117.8531049,33.7914977
6013321200,5533,94553,-122.0713084,37.9821516
6111001503,5898,93003,-119.2022525,34.268934
6013303205,8309,94513,-121.7021082,37.9109334
6095253107,6016,95687,-121.9790495,38.3420876
6001428400,4357,94501,-122.2563814,37.756593
6037267200,5927,90025,-118.4372057,34.0456465
6037431502,4361,91006,-118.0204,34.1024524
6073000300,4732,92103,-117.1622682,32.7447803
6037910502,4086,93550,-118.1008047,34.5800249
6073013409,5380,91910,-117.0358624,32.6331941
6053011102,11454,93960,-121.2981067,36.4618772
6071008301,6340,92373,-117.2026161,34.0421853
6073020211,6702,92027,-117.0640169,33.1335333
6111006000,4845,91320,-118.9441062,34.1863938
6075025100,3077,94110,-122.4076735,37.7439369
6059110605,6638,92833,-117.9712501,33.884898
6037461902,1654,91103,-118.1481178,34.1487579
6053000104,3478,93906,-121.6212411,36.7123618
6059001101,4523,90631,-117.963138,33.9427646
6083001000,6270,93101,-119.7051133,34.4181213
6019004208,7124,93722,-119.8789303,36.8502988
6037572001,5278,90807,-118.1762684,33.8227205
6029003811,2661,93312,-119.1189923,35.3762031
6037195201,2834,90027,-118.2785167,34.1087422
6095252707,4753,94533,-122.0011752,38.2600765
6103000300,4515,96080,-122.6497624,40.0579918
6083002706,6054,93436,-120.4487233,34.6507195
6037651102,3639,90505,-118.3460738,33.8209421
6065041812,3319,92879,-117.5634459,33.861606
6067009109,4842,95826,-121.3606353,38.5555504
6065040814,4782,92879,-117.5175804,33.8973552
6037401601,5034,91750,-117.7643631,34.1170701
6067009610,6072,95823,-121.4375735,38.4555299
6001403501,4374,94611,-122.2600769,37.8177294
6081606000,4959,94401,-122.3311046,37.5797295
6059099902,4486,92683,-118.0205108,33.7662506
6037310201,5466,91501,-118.3045921,34.1922052
6001441926,4080,94538,-121.9787103,37.5408003
6037128702,5639,91423,-118.439318,34.160869
6037461300,6638,91104,-118.111733,34.1740052
6111008201,4315,93063,-118.7043688,34.2762804
6085512509,4111,95020,-121.5713496,36.9878533
6085506402,5733,95128,-121.9450314,37.301578
6067005508,3106,95825,-121.4084122,38.577969
6073003004,4940,92114,-117.0607339,32.7130823
6071000109,6752,91709,-117.723592,33.9733621
6053014201,5133,93933,-121.7937321,36.6765137
6037400604,2980,91702,-117.8943529,34.1521342
6037408212,4485,91748,-117.8795412,33.9944207
6073013302,4933,91911,-117.048661,32.6155251
6013303201,9989,94531,-121.7586352,37.9431268
6085504317,4429,95131,-121.8767483,37.3828815
6065042726,5357,92585,-117.1237892,33.7143137
6065043270,4991,92595,-117.2589261,33.6015412
6067003900,3374,95822,-121.5186401,38.5303294
6037503302,6271,90604,-118.0213686,33.9416417
6085512038,2847,95138,-121.7620634,37.234934
6029002821,4897,93311,-119.1021478,35.3162893
6037106645,3389,91344,-118.4941725,34.2905628
6037408136,3849,91792,-117.8755476,34.0089143
6073018610,7635,92057,-117.3032478,33.2591005
6073018519,5891,92056,-117.2838101,33.1943943
6065044702,2295,92234,-116.4872959,33.8222736
6111001204,2473,93060,-119.2005749,34.3589732
6037910504,4797,93550,-118.1046034,34.5690669
6037401101,5663,91740,-117.8541745,34.1234558
6059099224,3521,92708,-117.9676275,33.72311
6059001501,6373,92821,-117.9135026,33.9340988
6081604400,4448,94030,-122.3911489,37.6067243
6037119310,3871,91402,-118.4516702,34.2450202
6059075303,3412,92706,-117.8739874,33.7661611
6111007100,6335,91362,-118.8455482,34.1750754
6045011500,6739,95482,-123.2032659,39.1561868
6077003114,10129,95219,-121.3566706,37.9813779
6073020213,4028,92025,-117.0781738,33.1313346
6075016100,5366,94115,-122.4286631,37.7799831
6037141201,3707,91423,-118.4426826,34.1519021
6059052408,6154,92630,-117.7046343,33.649152
6029000902,3340,93306,-118.9631285,35.4050159
6081607701,3954,94401,-122.3033477,37.5711297
6037403316,6783,91765,-117.7984574,34.0317834
6029002818,3761,93309,-119.0852288,35.3323458
6001441602,6802,94536,-122.0212345,37.55696
6065041911,10258,92883,-117.4957943,33.7428832
6071002028,5282,91730,-117.5827126,34.1142002
6037189903,2164,90046,-118.3477123,34.1025152
6071000818,5428,91786,-117.6607366,34.1142472
6037463101,2383,91107,-118.0699478,34.1401862
6059075902,6548,92866,-117.8508355,33.7807141
6089010500,4928,96001,-122.4026832,40.575283
6037297500,5163,90731,-118.3025064,33.7107078
6037462800,2915,91107,-118.1012712,34.1522193
6109005100,8355,95327,-120.4335241,37.9315151
6037214503,3325,90036,-118.3541156,34.0668419
6019005801,4856,93727,-119.6910954,36.8011827
6001435602,5329,94541,-122.1069995,37.6819278
6037113102,2828,91311,-118.5686167,34.2660306
6059099204,4729,92683,-117.9503802,33.7377201
6037405600,5428,91791,-117.9155583,34.0796741
6053011202,6868,93927,-121.2387759,36.3298137
6073014001,4630,91945,-117.023685,32.7369483
6001406602,2493,94602,-122.2143073,37.7964782
6073013303,4909,91911,-117.0502312,32.6077631
6059099226,3889,92708,-117.9329082,33.7235974
6001408300,4167,94605,-122.1645166,37.7710979
6073009400,5028,92145,-117.1173287,32.8653406
6073002601,6148,92105,-117.0966252,32.7449119
6037141202,2800,91423,-118.4423602,34.1471798
6037189500,4452,90068,-118.3212809,34.1084106
6037137402,5364,91364,-118.6249487,34.1554628
6075025701,4788,94134,-122.4121411,37.7315763
6107001400,5581,93221,-119.1202602,36.3259261
6067009611,3165,95758,-121.3988953,38.4154629
6037181400,4302,90041,-118.2088736,34.1367194
6067008705,4397,95742,-121.2017883,38.5777827
6077005502,1806,95377,-121.4377118,37.6257014
6073020308,5743,92026,-117.0980269,33.1374325
6073020403,4107,92025,-117.0804409,33.097045
6059063902,6670,92626,-117.9136471,33.6778627
6067007016,5537,95834,-121.5403508,38.6360432
6023001300,1479,95521,-124.1597819,40.8522054
6109004100,5358,95370,-120.3277066,37.9231742
6037600703,1914,90305,-118.3365577,33.9584128
6103000400,5508,96080,-122.338894,40.2367374
6073002801,3068,92115,-117.0837903,32.7755353
6099003907,7460,95382,-120.8343873,37.5147982
6073001600,5651,92104,-117.1213219,32.7521609
6065041805,5799,92882,-117.5910428,33.8648895
6037920313,6010,91321,-118.5513173,34.3715599
6067004001,5755,95831,-121.511658,38.4996777
6007003200,4234,95966,-121.5309393,39.429744
6037621204,3230,90277,-118.3979526,33.8464727
6029003306,4897,93225,-119.1500356,34.9235317
6111004710,5089,93033,-119.1565272,34.1642972
6037139001,4767,91316,-118.511718,34.1754113
6001423300,3647,94702,-122.2842021,37.8573287
6085504803,5756,94089,-122.01954,37.4010794
6065044403,4402,92561,-116.4728576,33.4680494
6073010502,5514,91932,-117.1129542,32.5860463
6037800327,5305,91301,-118.7424224,34.1602091
6095250400,3087,94591,-122.2239275,38.0949074
6059076201,6772,92865,-117.8536692,33.8366335
6067009314,5922,95624,-121.3624683,38.4380815
6013355107,5048,94513,-121.857135,37.9316982
6071010019,5235,92345,-117.3172327,34.4044566
6037702201,4483,90405,-118.4729854,34.0133521
6037900704,3050,93534,-118.1346836,34.6528656
6037113303,4006,91311,-118.5790731,34.2440789
6037124000,4550,91607,-118.4045529,34.1619336
6085504506,5924,95035,-121.9161877,37.4503035
6037143602,4260,91604,-118.3855058,34.1450296
6059032022,6833,92692,-117.6666493,33.55068
6067005903,2277,95608,-121.3506355,38.6137442
6111008302,5380,93063,-118.6739309,34.2747162
6013359102,5159,94564,-122.3071592,38.0033732
6071008500,8316,92373,-117.136567,34.0183198
6037113232,3894,91304,-118.6125452,34.225826
6013360101,4576,94803,-122.2870052,37.9824969
6023001101,6350,95521,-124.0989799,40.8875919
6065050600,6850,92562,-117.2284737,33.5730829
6033001000,6045,95453,-122.8861893,38.9890591
6041112100,4315,94901,-122.5205522,37.9610288
6085504311,7062,95131,-121.8845877,37.3775245
6075011300,3143,94108,-122.4093492,37.7946971
6037503802,5054,90638,-118.0035625,33.8982866
6001405800,3965,94606,-122.2330985,37.7939452
6059099202,8323,92704,-117.9248099,33.7336169
6073013102,6487,91911,-117.0657271,32.6166605
6037124600,3123,91423,-118.4269321,34.1620692
6115040303,6555,95901,-121.5423602,39.1207198
6037700502,4246,90069,-118.3807073,34.0902917
6101050402,3970,95991,-121.6216316,39.0836731
6037920328,1990,91355,-118.5720874,34.4168102
6073013309,7005,91911,-117.0337536,32.6183278
6073015703,7102,92020,-116.9491346,32.7912925
6001435800,5382,94580,-122.1296018,37.6793691
6071009911,6456,92392,-117.3581242,34.4940982
6037137103,4199,91367,-118.6013402,34.1744847
6029005700,2226,93524,-117.8740532,34.9163282
6059088901,6725,92844,-117.9622131,33.7606739
6021010200,4901,95963,-122.2109384,39.7422205
6001423400,4685,94703,-122.275884,37.8583737
6111007700,5988,93065,-118.8083423,34.278331
6067007903,4576,95608,-121.3175668,38.6559109
6059110301,6729,90620,-118.0275847,33.8534538
6037575002,4627,90804,-118.1434676,33.7857845
6037609900,2034,90732,-118.302932,33.7409725
6065045224,5471,92201,-116.257874,33.6963551
6037183104,2065,90042,-118.1723137,34.1236781
6037143800,4878,91604,-118.3805891,34.135557
6059099411,5500,92647,-117.9978509,33.719217
6073020206,5217,92027,-117.0593149,33.1414533
6037910404,4130,93550,-118.1238241,34.5646915
6085504700,719,94035,-122.0497236,37.4164755
6095252314,4113,94533,-122.0358438,38.2769991
6071010424,1966,92285,-116.6221331,34.3821714
6073019002,1759,92028,-117.1450804,33.3908759
6037400800,3967,91741,-117.8882752,34.1385557
6085504504,9882,95035,-121.8964329,37.4216447
6059011711,7305,92831,-117.8692764,33.8856931
6081601502,5125,94015,-122.4782558,37.6692204
6095253204,7098,95688,-121.9869787,38.3825661
6065050500,13261,92563,-117.1625546,33.5490166
6073019404,3984,92083,-117.251038,33.21679
6001409900,3308,94605,-122.1353845,37.7619882
6037272302,4074,90066,-118.4274418,34.0021096
6037401201,3110,91740,-117.8360111,34.125033
6085504101,4273,95127,-121.8203847,37.3693396
6037702002,5700,90405,-118.4861752,34.005774
6037571504,4699,90807,-118.1697128,33.8387095
6067009633,3309,95823,-121.4384109,38.4632142
6073001800,5319,92116,-117.1186054,32.7628849
6031000701,5321,93230,-119.6393201,36.3580168
6037910706,6022,93543,-117.9994644,34.5534723
6037920115,4149,91355,-118.5500603,34.4257895
6075060502,3216,94134,-122.4199075,37.7109991
6071011500,1890,92305,-116.8684367,34.1433712
6065043222,3842,92592,-117.1252348,33.486084
6037920037,7131,91387,-118.4506856,34.4133059
6107001501,5258,93221,-119.1444506,36.3043939
6071002016,3883,91730,-117.6094279,34.1135458
6013303204,4182,94513,-121.7087615,37.9289646
6087122500,6670,95076,-121.7451776,36.9514486
6075020800,6577,94110,-122.4191487,37.7594331
6053014800,6112,93925,-121.4025672,36.5669002
6073008360,5857,92126,-117.1295038,32.8998788
6037920102,5668,91384,-118.6002393,34.6330733
6073003201,4932,92139,-117.0608884,32.6836181
6073021000,4440,92004,-116.27356,33.1112185
6097154201,3925,95425,-123.0170717,38.8133955
6067004906,2797,95823,-121.4583035,38.4780464
6071010409,3018,92277,-115.5309263,34.2421428
6037920043,5711,91387,-118.4409013,34.3909399
6065044104,2647,92220,-116.905094,33.9845789
6059110106,3577,90630,-118.0573402,33.8142505
6085505303,5940,95050,-121.9639652,37.3583043
6085503211,4744,95121,-121.8323618,37.3118522
6037212502,2767,90005,-118.3069674,34.0586417
6071009708,5221,92308,-117.1272467,34.4076989
6001405301,2603,94606,-122.2513558,37.8020757
6073016100,5788,92020,-116.9898526,32.7999329
6029005401,6099,93555,-117.6877641,35.6445188
6037501600,7190,90601,-118.008555,33.9760214
6037460302,4442,91001,-118.1576938,34.1943756
6075012201,4567,94109,-122.4163535,37.7858464
6037275101,1177,90230,-118.4045296,33.9992665
6073013000,5903,91910,-117.0798163,32.6248441
6059062627,3308,92612,-117.8336974,33.6531552
6037461501,3700,91104,-118.1372076,34.1741653
6037278001,2458,90045,-118.4012,33.9569112
6073010200,6800,91932,-117.1145672,32.5653537
6037405900,4049,91722,-117.8902516,34.1030754
6065042711,4543,92586,-117.1928886,33.7014254
6059099603,6126,92647,-118.0388823,33.7473928
6097151201,6855,94931,-122.719615,38.3395569
6065044602,2907,92262,-116.5369071,33.8376124
6085503336,3492,95121,-121.8043549,37.3067237
6059075401,3895,92706,-117.860883,33.7674578
6021010300,2373,95939,-122.501299,39.6052917
6037700200,6321,90046,-118.365303,34.0924899
6013303102,7624,94513,-121.7074839,37.9577924
6037113213,4316,91311,-118.6071365,34.2519958
6059063603,6223,92663,-117.9474672,33.6344482
6073010003,5906,92154,-117.0440935,32.5788424
6075022903,3384,94110,-122.4062364,37.7517621
6075020900,4372,94110,-122.4184125,37.7518186
6053001500,5741,93901,-121.6725273,36.6584132
6053011101,5188,93924,-121.4738188,36.3642891
6073014200,6277,91945,-117.0431132,32.7274195
6085503506,6432,95122,-121.8272382,37.3436482
6053014301,3602,93908,-121.7956088,36.7252682
6065049600,7176,92591,-117.1579375,33.5357701
6079010016,4864,93446,-120.7906393,35.6400242
6097152702,5242,95403,-122.7912911,38.5043031
6053000101,2079,93906,-121.6220696,36.7396574
6019005905,6809,93657,-119.5874178,36.7864934
6059088203,4819,92840,-117.9586224,33.7849481
6059086801,3267,92801,-117.9804644,33.8485717
6073002707,5369,92105,-117.0895143,32.7529867
6065044606,2852,92262,-116.6260603,33.8749566
6021010100,8192,95963,-122.1823274,39.744188
6085504507,5768,95035,-121.9129194,37.4356863
6071010411,6752,92284,-116.4313005,34.1517898
6095250300,3206,94591,-122.2235833,38.1048774
6037575001,3608,90815,-118.1471333,33.794704
6037403901,3110,91740,-117.873247,34.1215084
6075022801,5078,94110,-122.4125093,37.7607261
6059011716,5410,92870,-117.8529546,33.8722006
6083002211,5366,93454,-120.3928629,34.9569166
6059062612,8186,92612,-117.8143677,33.6622148
6059001704,7451,92833,-117.9568638,33.8866381
6013303203,8491,94513,-121.7320102,37.9471133
6037503401,6529,90603,-117.9846451,33.9356035
6067005204,4220,95826,-121.3854151,38.5497903
6073010300,4507,91932,-117.1144635,32.575638
6001442700,2873,94536,-122.0081115,37.5371537
6061021003,6210,95678,-121.275694,38.7645742
6111005502,5127,93010,-119.0527386,34.2197814
6073009000,3861,92111,-117.1788279,32.7782882
6073013702,5357,91977,-116.9969521,32.7405936
6001420400,3124,94710,-122.3256618,37.8886213
6097153902,4147,95448,-122.8671471,38.6120817
6073014902,3186,91942,-117.0117565,32.7707635
6073012303,3431,91910,-117.0732999,32.6512908
6059001301,6423,90631,-117.9678496,33.9227729
6001436100,5261,94580,-122.1235777,37.6718054
6053000501,4842,93905,-121.632795,36.6758875
6037571900,5509,90807,-118.1773895,33.8319177
6001440336,4459,94587,-122.0175013,37.5811633
6029002804,2672,93309,-119.0678215,35.3449134
6001432700,2478,94577,-122.1428437,37.7270703
6007001704,3060,95965,-121.5013525,39.960108
6113010302,7270,95691,-121.5334072,38.5450814
6073002708,5689,92115,-117.0830585,32.7531727
6037186202,1974,90065,-118.2241897,34.1200291
6029000907,2463,93306,-118.9229278,35.379737
6037189300,3077,90068,-118.3093146,34.1112674
6037214901,3083,90048,-118.3872385,34.0742811
6097152000,2079,95404,-122.713301,38.4416422
6075016802,3264,94102,-122.4249293,37.7735403
6095253205,3022,95688,-121.9717589,38.3742945
6085512311,3314,95037,-121.6599882,37.1496048
6001410000,2805,94605,-122.1332163,37.7447566
6013336202,5701,94520,-122.0446085,37.9550364
6037503502,4130,90604,-118.003196,33.9320286
6001442900,7194,94538,-121.9748246,37.5183894
6071010417,3251,92256,-116.5601965,34.0582671
6053000102,9054,93906,-121.6348578,36.7107945
6065044102,2841,92220,-116.8940377,33.9307499
6037128602,3189,91401,-118.4356063,34.1712144
6059099413,8230,92648,-118.0005081,33.6929418
6037109200,2669,91344,-118.4746272,34.277998
6075020200,6269,94103,-122.4241789,37.7671163
6101050401,4783,95991,-121.6248059,39.1071246
6055201003,4389,94558,-122.2313016,38.2374372
6085506301,5334,95117,-121.9614732,37.3197153
6001451506,3138,94550,-121.7291862,37.6833516
6037461100,4844,91001,-118.1397371,34.1851953
6071009707,5920,92308,-117.2261814,34.4477844
6001440335,6496,94587,-122.0122841,37.5913508
6037403721,4998,91722,-117.8769958,34.097573
6037113237,3661,91311,-118.6117577,34.244544
6065045000,3424,92234,-116.4698341,33.7750205
6037570902,3616,90713,-118.1210795,33.8532314
6065046405,3974,92595,-117.2726286,33.6205579
6059099905,3053,92683,-118.0301153,33.7704951
6037406101,3139,91723,-117.8911488,34.0902906
6037267404,2806,90025,-118.4605333,34.0456314
6085504422,3672,95035,-121.906949,37.4585704
6005000500,2995,95642,-120.7391956,38.3175704
6029000910,9904,93306,-118.9067286,35.4138845
6065040703,2780,92860,-117.5346297,33.9420596
6059062626,2773,92612,-117.8396723,33.652607
6073018100,5659,92054,-117.3611032,33.1771015
6073003204,3453,91902,-117.0578802,32.656474
6037403408,6576,91789,-117.8818963,34.0254501
6075031201,6167,94112,-122.4573334,37.7217805
6111005403,2694,93010,-119.0342535,34.2219343
6073010010,5510,92154,-117.0636964,32.5783698
6037408628,5103,91745,-117.943153,33.9836985
6037403802,5553,91724,-117.8463468,34.1030793
6059063903,3957,92626,-117.9008448,33.6821945
6075026100,6810,94112,-122.4431582,37.7196219
6073008509,6647,92111,-117.1718159,32.8149643
6085505001,9741,95054,-121.9712124,37.4003031
6095250103,4292,94591,-122.2216027,38.1164685
6059042310,8391,92675,-117.6768613,33.4852789
6037462202,2928,91101,-118.1369288,34.1489289
6059001705,4343,92835,-117.9402667,33.9117646
6037276000,5396,90045,-118.3890198,33.9691783
6081611700,5970,94025,-122.1506224,37.4941291
6073018601,4779,92058,-117.355054,33.229909
6095253404,6611,95620,-121.8314911,38.4598591
6073002903,3717,92115,-117.0553352,32.7498573
6037462301,4655,91106,-118.1270027,34.1549547
6085506501,7710,95117,-121.9560416,37.2980229
6037702901,8866,90292,-118.4532292,33.9815095
6013307204,4300,94509,-121.8308707,37.9946847
6111004000,6586,93033,-119.1721776,34.1674563
6037403702,3794,91724,-117.8557814,34.0913988
6065043010,5687,92530,-117.387881,33.6841829
6077004701,2757,95237,-121.1494646,38.1621306
6059021915,3985,92807,-117.8115691,33.8443705
