,Census Tract,Total Population,ZIP,Longitude,Latitude
1873,6037222100,3877,90018,-118.3023777,34.027317
1874,6037571703,3667,90805,-118.191734,33.8493201
1875,6073003305,5738,92113,-117.0900688,32.697889
1876,6071000606,4374,91710,-117.6740258,34.0155355
1877,6029001901,3434,93304,-119.0347862,35.3608268
1878,6037576903,3802,90804,-118.1567668,33.7807787
1879,6037221210,3300,90006,-118.3028633,34.0436623
1880,6025010700,4322,92227,-115.5213711,32.9668249
1881,6071001200,4730,91764,-117.6461154,34.0794803
1882,6071006100,8346,92404,-117.2600059,34.1602104
1883,6037320201,3756,91340,-118.4396292,34.2860283
1884,6037503105,3634,90604,-118.0344855,33.927592
1885,6037209820,2968,90015,-118.2782548,34.0472132
1886,6037294110,4140,90744,-118.260391,33.7979932
1888,6077003407,2914,95210,-121.2957942,38.0094599
1889,6037481401,6061,91776,-118.1039746,34.0831934
1890,6073022000,4186,91950,-117.0871662,32.6798189
1891,6037431100,6629,91016,-117.9971918,34.1360755
1892,6037502003,2693,90602,-118.0393767,33.9631768
1893,6059087806,5702,92804,-117.9716595,33.8103743
1894,6059087901,3638,90680,-117.9918205,33.7992973
1895,6071002207,4461,91739,-117.5314807,34.0931847
1896,6037310800,4909,91506,-118.3221829,34.1741488
1897,6013364002,5518,94806,-122.317385,37.993894
1898,6037104204,3375,91342,-118.3931176,34.2912875
1899,6087110300,6710,95076,-121.7551684,36.9114441
1900,6065041302,4303,92505,-117.4769727,33.9207824
1901,6037544002,3142,90810,-118.2179347,33.8289273
1902,6065045502,3744,92201,-116.2278745,33.7209537
1903,6013392200,10605,94806,-122.3542717,37.9923334
1904,6059110302,6033,90620,-118.0111021,33.8527439
1905,6037134522,3954,91303,-118.6017183,34.2046744
1906,6067004401,4122,95820,-121.4507437,38.5311698
1907,6095251802,2538,94589,-122.2570455,38.1261466
1908,6001422000,1756,94710,-122.3013426,37.8590327
1909,6029006401,8320,93241,-118.9121193,35.2692638
1910,6013302005,6592,94561,-121.732928,37.9993161
1911,6071003401,7502,92335,-117.413994,34.0994731
1912,6065043005,5049,92530,-117.360641,33.7062728
1913,6065042521,4922,92553,-117.2272172,33.9220397
1914,6097153200,7522,95407,-122.7284015,38.3880499
1915,6037113422,6057,91306,-118.5809624,34.2242131
1916,6107001601,5587,93223,-119.203884,36.3027536
1917,6029002814,4158,93309,-119.049604,35.3359425
1918,6037106520,5837,91342,-118.4613524,34.3088574
1919,6037407601,4366,91744,-117.9461731,34.0384097
1920,6037296902,3851,90731,-118.2956244,33.7344542
1921,6019003804,5531,93722,-119.8713084,36.7790926
1922,6059011714,499,92806,-117.8519526,33.8561656
1923,6071002606,7089,92337,-117.4765849,34.0422028
1924,6037212304,1804,90005,-118.2979144,34.0598537
1925,6037143200,3743,91602,-118.3720618,34.1494399
1926,6037543702,7083,90745,-118.2696681,33.8135657
1927,6037408631,5087,91745,-117.9583769,34.0002603
1928,6037603703,2703,90250,-118.3395521,33.898257
1929,6039000400,1288,93622,-120.3501354,36.9193435
1930,6073005200,4563,92101,-117.1521097,32.7155275
1931,6037301900,7810,91206,-118.2464109,34.1556019
1932,6107002100,2499,93274,-119.4390093,36.2434094
1933,6029003500,6156,93268,-119.4610717,35.1445259
1934,6037530003,2983,90640,-118.0889928,34.0286266
1935,6037601001,2154,90301,-118.3486875,33.9643251
1936,6073012600,5047,91910,-117.1032969,32.6205359
1937,6071003803,4732,92376,-117.3642213,34.1129611
1938,6001405401,3957,94606,-122.2494562,37.7965384
1939,6001440301,7312,94587,-122.0427542,37.6011866
1940,6099002701,3811,95351,-120.951749,37.6156323
1941,6059088501,6785,92843,-117.9263206,33.774306
1942,6073003303,4193,92113,-117.0986406,32.6928057
1943,6059001201,5505,90631,-117.9531628,33.9324824
1944,6001406201,4649,94601,-122.230736,37.7850448
1945,6037115404,2913,91324,-118.5416703,34.2255624
1946,6031001701,9142,93204,-120.0793193,35.9048358
1947,6071006201,3583,92404,-117.2668235,34.1426727
1948,6081604200,4170,94066,-122.4061516,37.6273351
1949,6077003406,3700,95210,-121.3027511,38.0247217
1950,6065042517,3278,92553,-117.213154,33.9119021
1951,6037131020,5698,91335,-118.5395023,34.2001766
1952,6095251901,5072,94589,-122.2405897,38.1366028
1953,6059088802,5551,92844,-117.9804239,33.7655645
1954,6107000301,6717,93618,-119.4459533,36.5281824
1955,6071004603,5717,92407,-117.3081225,34.1566319
1956,6053014102,2259,93933,-121.8005663,36.6645043
1957,6037404301,5665,91702,-117.9041106,34.1275266
1958,6037199120,4086,90031,-118.1996896,34.0700703
1959,6037197200,3757,90031,-118.2343586,34.0907632
1960,6037550202,5496,90650,-118.0896892,33.921285
1961,6037503902,4636,90638,-118.0185593,33.8844479
1962,6071001804,5145,91761,-117.6439623,34.0248561
1963,6037117408,2830,91343,-118.4703709,34.2248464
1964,6073002501,5504,92105,-117.1096419,32.7400405
1965,6099000807,3694,95356,-121.0406376,37.6858679
1966,6047001902,2572,95333,-120.2255343,37.2234532
1967,6077005106,6017,95337,-121.2429025,37.7321434
1968,6065049500,8421,92201,-116.2106697,33.7098989
1969,6077000401,3043,95203,-121.3057992,37.9613437
1970,6037432300,3951,91731,-118.0460653,34.0866395
1971,6037481103,5350,91776,-118.0983354,34.093458
1972,6037219500,1737,90016,-118.3405648,34.0209191
1973,6019004212,10762,93722,-119.8690146,36.8150842
1974,6037650901,5928,90501,-118.3181299,33.8382367
1975,6037553000,4825,90650,-118.1040525,33.8945795
1976,6019004001,7248,93630,-120.0782738,36.734826
1977,6059063604,3835,92627,-117.9373909,33.6383219
1978,6037543604,5620,90745,-118.279506,33.8095428
1979,6037302004,4214,91206,-118.2387735,34.1488475
1980,6065042409,3299,92557,-117.2523984,33.956709
1981,6001437200,6755,94545,-122.1115983,37.6431726
1982,6037310701,2361,91502,-118.312844,34.1853923
1983,6029001801,5579,93309,-119.0495029,35.3601532
1984,6037117520,4052,91343,-118.4621861,34.2300853
1985,6071009913,6068,92395,-117.287959,34.5147771
1987,6065043001,5593,92530,-117.3166621,33.6483829
1988,6065041405,4096,92503,-117.4884574,33.8925283
1989,6099003500,10720,95360,-121.0296226,37.3133564
1990,6037535804,5498,90280,-118.2033667,33.9476027
1991,6071002101,4399,91730,-117.6242993,34.098786
1992,6073010013,5484,92173,-117.047455,32.5555517
1993,6081602200,8084,94080,-122.4175676,37.656229
1994,6001428700,4119,94501,-122.3050028,37.7801283
1995,6099000203,8756,95361,-120.8306667,37.7663393
1996,6037602106,5702,90250,-118.3581593,33.9204031
1997,6037700102,4061,90046,-118.3538978,34.0892775
1998,6037207502,2589,90071,-118.253084,34.052707
1999,6073014400,3523,91945,-117.0341068,32.7435374
2000,6037600602,2551,90303,-118.3307594,33.9416202
2001,6059087505,5222,92802,-117.9305408,33.8106404
2002,6107003002,3519,93274,-119.3660695,36.1909171
2003,6037502402,3755,90660,-118.0905791,33.9737097
2004,6039000507,10546,93638,-119.9941659,37.0365737
2005,6037408004,2246,91792,-117.9154818,34.0378087
2006,6037190202,3044,90028,-118.3355353,34.1034022
2007,6037301206,5363,91202,-118.2724011,34.1631614
2008,6065048200,4301,92879,-117.5407373,33.8889347
2009,6037603801,4483,90260,-118.3480963,33.8985392
2010,6067006800,7455,95815,-121.4564773,38.6174056
2011,6037188202,2347,90027,-118.2797464,34.1163982
2012,6037910101,1684,93552,-118.0270881,34.6056671
2013,6037500900,5719,90660,-118.0803987,33.9934787
2014,6067001800,4686,95817,-121.4637479,38.5542221
2015,6031000900,8057,93230,-119.6473042,36.3332087
2016,6037407501,4411,91744,-117.9477593,34.0466402
2017,6059087902,6039,90680,-117.9916514,33.792014
2018,6085501502,4549,95116,-121.8644444,37.3375921
2019,6019005304,5305,93726,-119.7429548,36.8049374
2020,6039000508,6878,93636,-119.9602082,36.962996
2021,6075023001,5216,94124,-122.4017602,37.7351925
2022,6013306002,2985,94509,-121.7619241,38.0077971
2023,6025011202,5444,92243,-115.5742854,32.8019687
2024,6101050202,4037,95991,-121.6128856,39.1353485
2025,6067007501,6067,95841,-121.3442772,38.668659
2026,6037602301,6265,90250,-118.3657428,33.9067458
2027,6065041202,4458,92503,-117.4707309,33.9344497
2028,6037554521,5752,90703,-118.1001151,33.872133
2029,6037104620,3539,91331,-118.4224647,34.2579043
2030,6037408303,4029,90601,-118.0053624,34.0341304
2031,6071003507,4887,92376,-117.3900615,34.1104058
2032,6037270200,3761,90034,-118.3797742,34.0328855
2033,6099000503,4930,95356,-121.0584292,37.6937352
2034,6031000100,3457,93230,-119.5983712,36.3928943
2035,6037212204,3344,90005,-118.2865323,34.0598252
2036,6037573401,1439,90755,-118.1796451,33.8128912
2037,6099000402,10095,95357,-120.9477458,37.7234293
2038,6047000603,6143,95301,-120.5979864,37.3657737
2039,6037188300,3536,90039,-118.2647639,34.1207814
2040,6037192420,3637,90004,-118.3113323,34.0798801
2041,6107002400,11470,93274,-119.2730278,36.1906178
2042,6037124300,4046,91601,-118.3642963,34.1757378
2043,6053000502,4161,93905,-121.6341984,36.6844661
2044,6067009005,3165,95827,-121.3075665,38.5280935
2045,6071000504,5450,91710,-117.6947801,33.9996795
2046,6065041404,3725,92503,-117.4724177,33.8922119
2047,6071007800,4912,92374,-117.2191957,34.0734306
2048,6059087200,7643,92801,-117.9285475,33.8357946
2049,6013314102,5923,94565,-121.9174417,38.0314621
2050,6037139302,4422,91356,-118.5383656,34.1767231
2051,6077003311,3303,95210,-121.3162854,38.0349259
2052,6037113321,5473,91311,-118.5918392,34.2533539
2053,6037131800,5341,91335,-118.527308,34.2047091
2054,6085504319,6936,95133,-121.8672939,37.3736366
2055,6013315000,3281,94520,-122.0293918,38.036962
2056,6099000910,6585,95355,-120.9667084,37.6726269
2057,6037554511,4029,90703,-118.0387822,33.8799253
2058,6077005113,6156,95336,-121.1893705,37.8040048
2059,6071004404,5570,92410,-117.3419748,34.1014098
2060,6085503112,4025,95112,-121.8709918,37.3223412
2061,6095253500,8423,94571,-121.7715997,38.2050259
2062,6071000304,5871,91763,-117.6940864,34.0536544
2063,6073015902,5220,92020,-116.9696997,32.7840084
2064,6037404903,2905,91706,-117.9726977,34.0875933
2065,6037482303,5818,91770,-118.098744,34.0691098
2066,6037406701,3246,91790,-117.9463753,34.0552717
2068,6029003205,8998,93313,-119.0427006,35.2885017
2069,6037119342,3180,91402,-118.4472671,34.2407688
2070,6037203710,3259,90033,-118.2009322,34.0498932
2071,6077003307,4559,95207,-121.31597,38.0131208
2072,6037535701,6050,90280,-118.2041472,33.9601821
2073,6029001103,4782,93306,-118.9577019,35.3723166
2074,6095252402,5238,94534,-122.0693691,38.2204068
2075,6037212202,3612,90005,-118.2879321,34.0563658
2076,6071001903,8028,91708,-117.6224884,33.9664971
2077,6029006303,6784,93203,-118.846623,35.2017267
2078,6037600912,5517,90302,-118.3411003,33.9771678
2079,6037183620,3264,90042,-118.1898523,34.115176
2080,6059086301,7474,92805,-117.8962473,33.8327568
2081,6067007503,4912,95841,-121.3509892,38.6572651
2082,6037119700,5045,91402,-118.4257669,34.2207731
2083,6037131100,3252,91406,-118.5056231,34.2146245
2084,6065042621,6556,92555,-117.2002245,33.9319935
2085,6037600501,2478,90303,-118.322075,33.9345627
2086,6059075004,5245,92701,-117.8656949,33.7582622
2087,6019004801,4604,93704,-119.8120789,36.7842412
2088,6077003216,2725,95209,-121.3526635,38.0244365
2089,6037600201,4600,90044,-118.2972695,33.9482522
2090,6059001303,5752,90631,-117.9511671,33.9209014
2091,6073013103,2668,91911,-117.0887814,32.6092325
2092,6065043813,4340,92220,-116.8279566,33.9346407
2093,6085501000,4769,95112,-121.8880715,37.3416421
2094,6083002502,7345,93455,-120.5815561,34.9168578
2095,6037117201,4352,91343,-118.4700895,34.2426724
2096,6037221402,2715,90018,-118.3090474,34.0384431
2097,6065043317,8526,92545,-117.018009,33.6989771
2098,6037481606,4871,91803,-118.125985,34.0764499
2099,6037408006,3863,91792,-117.9014438,34.03455
2100,6001438100,7675,94544,-122.038949,37.6181516
2101,6065042903,5738,92570,-117.3133054,33.8027798
2102,6085503208,3985,95111,-121.8160936,37.2807411
2103,6037132300,6494,91335,-118.5273253,34.1974433
2104,6065040605,3543,91752,-117.5140276,33.9962787
2105,6001402800,3345,94612,-122.2715003,37.8087183
2106,6077001102,4889,95204,-121.3254307,37.9675673
2108,6047001200,5023,95340,-120.4472741,37.3136674
2109,6037920023,2598,91351,-118.4919398,34.423464
2110,6037104500,3293,91331,-118.4257479,34.2555108
2111,6037481001,3842,91801,-118.1302887,34.0876622
2112,6047001402,4277,95340,-120.4432482,37.3030351
2113,6037106112,5969,91342,-118.4124465,34.3054778
2114,6037604001,4470,90260,-118.3568418,33.8837388
2115,6073020500,5196,92025,-117.0899733,33.1115032
2116,6077005501,5268,95304,-121.3122819,37.7017335
2117,6037115104,4444,91325,-118.5226461,34.2374909
2118,6107000701,2635,93286,-119.0856162,36.3947015
2119,6037217100,5374,90019,-118.3545296,34.0489658
2120,6037407502,3937,91744,-117.9379348,34.0439866
2121,6059074802,5845,92704,-117.8994228,33.7442595
2122,6037104201,4780,91340,-118.4160998,34.2865005
2123,6067007424,3508,95660,-121.3667921,38.6646872
2124,6107002601,4218,93247,-119.1045232,36.2136987
2125,6085512604,4505,95020,-121.5705799,37.019822
2126,6037236400,4113,90008,-118.3512616,34.0067001
2127,6055200301,5095,94559,-122.2740455,38.287748
2128,6037190301,4758,90028,-118.315197,34.1037946
2129,6059074601,8286,92707,-117.8712797,33.734324
2130,6037310702,7104,91502,-118.3067629,34.1811412
2131,6037501200,5057,90601,-118.0628298,33.9988447
2132,6059088902,5143,92843,-117.9463184,33.7632139
2133,6065042210,4761,92507,-117.3350138,33.9895557
2134,6037550601,5639,90240,-118.1171582,33.9622692
2135,6073012401,3676,91950,-117.0905516,32.6511008
2136,6065031402,6518,92504,-117.4200459,33.9417307
2137,6067004300,9553,95832,-121.4873526,38.4761513
2138,6013369001,6246,94806,-122.3363969,37.9566485
2139,6059075403,7081,92701,-117.8424353,33.7532867
2140,6037552800,6401,90650,-118.091192,33.8984772
2141,6037131300,4902,91335,-118.5229633,34.2146599
2142,6037183820,3464,90042,-118.1971252,34.1039592
2143,6037211410,3095,90004,-118.3073155,34.0726142
2144,6077005405,3417,95376,-121.421163,37.7324326
2145,6037134104,4322,91306,-118.5753847,34.2119534
2146,6037430102,4809,91010,-117.9799552,34.128623
2147,6065031703,3611,92503,-117.4379056,33.9098243
2148,6037201602,2840,90032,-118.1678921,34.07715
2149,6029002817,5173,93309,-119.070111,35.3273754
2150,6037212303,3326,90005,-118.2935144,34.0597633
2151,6069000400,5975,95023,-121.4054324,36.847764
2152,6037125200,3524,91601,-118.3839912,34.1656901
2153,6065040815,3586,92879,-117.5114997,33.8930776
2154,6037482304,3556,91770,-118.0988908,34.0644299
2155,6107002500,3778,93247,-119.1291061,36.2050995
2156,6059086903,6861,92804,-117.9890346,33.8247749
2157,6037600202,6205,90044,-118.2991423,33.9426036
2158,6073015802,4673,92020,-116.9599184,32.7912947
2159,6037135114,4445,91303,-118.603662,34.1904438
2160,6059099702,8182,92655,-117.9853704,33.7410623
2161,6073012700,4955,91910,-117.0851125,32.6341315
2162,6059088602,4433,92843,-117.9350465,33.774216
2163,6037480304,4098,91801,-118.1316021,34.0961677
2164,6055200503,1769,94559,-122.287051,38.3052531
2165,6101050201,3249,95991,-121.628638,39.1341611
2166,6013366001,4307,94806,-122.345993,37.9760806
2167,6025011802,4870,92243,-115.5741155,32.7833677
2168,6037218701,2430,90016,-118.3333058,34.0373889
2169,6071011700,1768,92307,-117.2159049,34.7138452
2170,6037117407,3636,91343,-118.4703117,34.2301059
2171,6001407500,3931,94621,-122.1976091,37.769515
2172,6037320202,5797,91340,-118.4345092,34.2897466
2173,6071002703,5780,92377,-117.4255984,34.1650715
2174,6037186302,5198,90065,-118.228857,34.1126744
2175,6047000202,1841,95315,-120.7903626,37.4123664
2176,6107002003,5663,93277,-119.3226585,36.3056613
2177,6107002904,5002,93274,-119.3214124,36.1899328
2178,6085503121,4499,95125,-121.8725149,37.3061692
2179,6019008100,5691,93210,-120.3511651,36.1419667
2180,6067006102,3114,95821,-121.392239,38.6142373
2181,6071001703,5979,91710,-117.659215,34.0247811
2182,6037301204,4990,91202,-118.2597444,34.161482
2183,6085503710,3599,95116,-121.8470155,37.3546903
2184,6037402703,4686,91767,-117.7253608,34.0780854
2185,6037603101,4244,90247,-118.2954546,33.8867825
2186,6019001414,7381,93727,-119.6909597,36.7182935
2187,6019005602,5467,93612,-119.7058337,36.8243809
2188,6029006100,8264,93561,-118.4435603,35.1224846
2189,6065042212,6727,92557,-117.2850572,33.9488742
2190,6073014806,2577,91942,-117.0352057,32.7713036
2191,6019005704,5542,93612,-119.691083,36.8160111
2192,6037481402,7175,91776,-118.0929535,34.0830571
2193,6067008801,4436,95655,-121.2785982,38.5492278
2194,6065042009,7119,92508,-117.3150981,33.8604957
2195,6013327000,6695,94520,-122.053206,37.9849793
2196,6077005108,4463,95336,-121.2222157,37.8041434
2197,6037600802,2597,90305,-118.3367197,33.9661039
2198,6071009904,10960,92394,-117.3359,34.515479
2199,6065042617,11436,92571,-117.2145613,33.8073433
2200,6065040821,5691,92879,-117.528512,33.8910849
2201,6037124102,3549,91601,-118.3833988,34.1757824
2202,6071002604,5723,92337,-117.4928732,34.0358648
2203,6037572202,3609,90806,-118.1953401,33.8089196
2204,6001428000,2928,94501,-122.2475404,37.7666414
2205,6107003502,10796,93257,-119.0549135,36.0930135
2206,6067004903,6740,95823,-121.4621788,38.4886484
2207,6007003001,3140,95966,-121.5403556,39.4956403
2208,6077003410,5778,95210,-121.2878243,38.014821
2209,6037120107,3818,91402,-118.4563804,34.226419
2210,6037576502,4543,90802,-118.1740906,33.771918
2211,6067003101,3568,95820,-121.4185883,38.5285812
2212,6067005601,4822,95825,-121.3922482,38.6031948
2213,6037132001,3202,91406,-118.514195,34.1920691
2214,6019004901,4052,93704,-119.7964425,36.7867587
2215,6037482502,3373,91770,-118.1037641,34.0589818
2216,6077003112,2974,95207,-121.3395677,37.9919111
2217,6077004501,2327,95240,-121.2583284,38.1434699
2218,6071003403,4524,92316,-117.4081152,34.0837281
2219,6037216700,3709,90035,-118.371949,34.0482451
2220,6075012501,5335,94102,-122.4109765,37.783016
2221,6099003605,8007,95382,-120.856378,37.525656
2222,6037125501,3077,91601,-118.3657855,34.1622937
2223,6059087300,10413,92805,-117.9110844,33.8361368
2224,6099003001,9397,95307,-120.9179827,37.6018409
2225,6039000300,8213,93610,-120.2587546,37.1133445
2226,6059086304,4847,92806,-117.8790975,33.8354916
2227,6025011000,12047,92251,-115.557135,32.8655904
2228,6019003103,5708,93612,-119.7203949,36.7976616
2229,6071011800,7000,92311,-117.1213732,34.8338041
2230,6059074109,3801,92704,-117.8986838,33.721106
2231,6071001905,6389,91761,-117.6258794,34.0085229
2232,6071000604,5682,91710,-117.6828193,34.0227451
2233,6037482301,5162,91776,-118.0990697,34.0741046
2234,6019003600,4009,93704,-119.8108607,36.7721367
2235,6037267300,3680,90025,-118.4496946,34.045202
2236,6107004400,7470,93219,-119.265395,35.8758839
2237,6013306004,3324,94509,-121.7845356,38.0085744
2238,6025010900,6755,92250,-115.3745809,32.8156455
2239,6071008705,4617,92399,-117.0937231,34.0278349
2240,6037183610,3275,90042,-118.1948974,34.1140024
2241,6085502002,4887,95126,-121.9208804,37.3194479
2242,6037577000,6995,90804,-118.1401379,33.776873
2243,6037115401,5776,91325,-118.515127,34.2248079
2244,6067005509,1910,95825,-121.4130197,38.5852419
2245,6037576501,3369,90802,-118.1787306,33.772239
2246,6037293201,6629,90501,-118.30513,33.8308864
2247,6037234502,2698,90043,-118.3244227,34.0018666
2248,6071000401,6387,91710,-117.723699,34.0151297
2249,6037106114,5880,91340,-118.4268073,34.3023558
2251,6037543304,6061,90746,-118.2413562,33.8522481
2252,6065043310,3120,92544,-116.9363867,33.7452198
2253,6037123602,3332,91401,-118.4263255,34.1812199
2254,6071004507,5042,92407,-117.3017356,34.168967
2255,6067004905,6649,95823,-121.4391674,38.4777448
2256,6071005100,7749,92404,-117.2805874,34.1575897
2257,6071002706,6654,92407,-117.3899458,34.1801741
2258,6103001100,7523,96021,-122.2210805,39.8868917
2259,6099000908,5093,95355,-120.9635795,37.6841105
2260,6037139504,3476,91316,-118.5202503,34.1670182
2261,6065045605,10543,92274,-116.1437183,33.5349272
2262,6037209510,2692,90006,-118.2819584,34.0529626
2263,6013303103,10812,94513,-121.6710171,37.9362987
2264,6065042618,8283,92571,-117.2187833,33.8217106
2265,6037211922,3389,90020,-118.2953981,34.0672221
2266,6037553503,2768,90723,-118.1541186,33.9130459
2267,6073018509,4968,92054,-117.3606844,33.1995448
2268,6067004904,5675,95823,-121.4464627,38.4880638
2269,6081600100,4854,94005,-122.4084093,37.6877413
2270,6067004402,4252,95820,-121.4602788,38.532368
2271,6037400602,4719,91702,-117.9091006,34.1381275
2272,6037503106,3795,90604,-118.0236715,33.9207603
2273,6071000404,4419,91710,-117.6905171,34.0410264
2274,6071003801,4735,92376,-117.3640967,34.1284219
2275,6037402001,3080,91711,-117.7241769,34.0879928
2276,6037131400,5897,91335,-118.5316957,34.2145917
2277,6001401300,3528,94609,-122.2667133,37.8180997
2278,6037117530,5641,91343,-118.4643776,34.2264373
2279,6111006100,8378,91320,-118.9295149,34.1984453
2280,6059099701,6171,92655,-117.9852856,33.7483608
2281,6067006500,6637,95838,-121.4385656,38.6441696
2282,6007001200,3556,95928,-121.8142432,39.6982253
2283,6073010111,3072,92173,-117.0662396,32.5641819
2284,6081601300,7510,94014,-122.4654837,37.6878686
2285,6037208904,3926,90057,-118.2700929,34.0595681
2286,6097153104,4046,95407,-122.7274638,38.4288774
2287,6067005402,2641,95815,-121.4317532,38.5897947
2288,6071009905,7575,92394,-117.3099848,34.5507774
2289,6037503202,4462,90604,-118.0348881,33.9393795
2290,6071010013,8022,92345,-117.2673851,34.428542
2291,6037403318,6243,91766,-117.7652744,34.0305561
2292,6059075515,15295,92782,-117.8352245,33.7049422
2293,6025012002,9678,92231,-115.4776657,32.6773547
2294,6059074005,7432,92707,-117.8809246,33.7088171
2295,6013355200,7444,94521,-121.9764323,37.9987014
2296,6065030800,6973,92504,-117.4115769,33.9653835
2297,6001436200,3827,94541,-122.11212,37.6685048
2298,6037406902,3149,91746,-117.9641181,34.0564404
2299,6053001801,3957,93907,-121.6700057,36.6893565
2300,6067007504,2054,95841,-121.361362,38.6476255
2301,6001406202,4718,94601,-122.2265557,37.7819786
2302,6059099801,5816,92683,-117.9906948,33.765726
2303,6037482503,4357,91770,-118.0948587,34.0586251
2304,6007002800,4275,95965,-121.5606959,39.5071861
2305,6071002601,10799,92337,-117.4505924,34.0547059
2306,6077003310,4191,95210,-121.3141008,38.0245526
2307,6037134002,3372,91306,-118.5855271,34.2026924
2308,6037602402,6769,90250,-118.3568525,33.9091622
2309,6107002303,6447,93274,-119.3438407,36.2256444
2310,6099000501,7165,95356,-121.0456931,37.7204067
2311,6037576904,3288,90804,-118.157318,33.7771513
2312,6053001700,3780,93901,-121.6686664,36.6783432
2313,6037481002,5447,91801,-118.1189741,34.0951879
2314,6059001903,3418,92833,-117.958868,33.8567264
2315,6037128101,3738,91405,-118.4356174,34.1902993
2316,6067006003,4461,95821,-121.37517,38.6342017
2317,6059086803,7478,92801,-117.9806013,33.8358485
2318,6037127712,2991,91406,-118.4700785,34.1974208
2319,6037104105,5412,91331,-118.4046862,34.2761482
2320,6059001103,4489,90631,-117.9615275,33.9346776
2321,6107003802,4123,93257,-119.0166966,36.070899
2322,6025010800,1368,92250,-115.317678,32.7712275
2323,6107001902,4016,93277,-119.2990915,36.302965
2324,6065040603,2376,91752,-117.526465,33.9705168
2325,6037543603,3690,90710,-118.2937974,33.8044726
2326,6037211703,4750,90020,-118.311582,34.0671467
2327,6037183220,4114,90042,-118.1892861,34.1199723
2328,6001432600,6842,94577,-122.1551539,37.7226922
2329,6077003404,5842,95210,-121.287041,38.0327016
2330,6029006007,5474,93560,-118.5950157,34.9750857
2331,6065046800,6365,92553,-117.2132757,33.9283078
2332,6037503103,5004,90605,-118.0407064,33.9281744
2333,6071003603,4141,92376,-117.39214,34.0886323
2334,6019006000,8895,93657,-119.5717189,36.7191064
2335,6107003602,7114,93257,-119.0478137,36.0667198
2336,6067005506,3066,95825,-121.4107461,38.5926289
2337,6037550901,3762,90241,-118.1289738,33.9420607
2338,6111004400,7251,93041,-119.1940323,34.145655
2339,6073010005,7366,92173,-117.0496159,32.5641527
2340,6037123520,2567,91401,-118.423608,34.1884912
2341,6059076208,4999,92865,-117.8434316,33.8225982
2342,6029000506,2795,93308,-119.0832776,35.3924388
2343,6071010012,4877,92345,-117.2683614,34.4540611
2344,6037218220,4358,90019,-118.3348919,34.0434012
2345,6065031100,4584,92506,-117.3909919,33.9549035
2346,6065043505,2911,92545,-116.9935262,33.7583074
2347,6065043504,7743,92545,-117.0203384,33.7539134
2348,6037119202,4707,91331,-118.4424803,34.2547197
2349,6019003810,5256,93722,-119.8893898,36.7936161
2350,6037554201,4108,90706,-118.1382741,33.8838461
2351,6037482800,4074,91755,-118.1149064,34.0369447
2352,6037117510,4028,91343,-118.4621485,34.233678
2353,6037408402,5799,91745,-118.0024823,34.0145909
2354,6037481202,6608,91776,-118.0815165,34.0980685
2355,6065042206,5620,92507,-117.3297749,33.9590764
2356,6107000800,7416,93292,-119.2108517,36.4202175
2357,6071002103,4646,91730,-117.6080465,34.1030228
2358,6067006701,8370,95838,-121.460413,38.6484319
2359,6069000300,4217,95023,-121.4226918,36.8617345
2360,6037275603,2711,90230,-118.4066251,33.9864759
2361,6065040809,3353,92879,-117.5555915,33.8928291
2362,6001423200,2794,94710,-122.2936857,37.8645164
2363,6019007801,2722,93234,-120.0943201,36.1460009
2364,6057000501,6034,95945,-121.0671814,39.2334936
2365,6071002037,7739,92336,-117.5015528,34.1223865
2366,6065045609,5880,92274,-116.1520684,33.6448
2367,6037207101,3047,90012,-118.2448177,34.0612027
2368,6037402705,3328,91767,-117.7311684,34.071705
2369,6071003405,5109,92335,-117.4055556,34.0975427
2370,6097153002,6827,95401,-122.7327641,38.4410975
2371,6019004100,3306,93723,-119.9948664,36.795996
2372,6001436900,6724,94541,-122.1097202,37.6603503
2373,6037104124,4175,91342,-118.373946,34.2902413
2374,6037201301,3442,90032,-118.1878082,34.0882239
2375,6037502801,6186,90670,-118.0891681,33.9409904
2376,6053010504,4732,93907,-121.6959506,36.7324097
2377,6037128910,4083,91403,-118.4585185,34.1616765
2378,6037401704,5828,91767,-117.7430957,34.1006379
2379,6071010026,10495,92395,-117.2949039,34.485449
2380,6037551202,7666,90242,-118.1381271,33.924571
2381,6099000506,4295,95356,-121.0036408,37.7001655
2382,6037113401,5543,91306,-118.5626938,34.2272273
2383,6047002301,6680,93635,-120.8635711,37.0495952
2384,6037401603,2913,91750,-117.7806216,34.1095896
2385,6107002204,6126,93274,-119.3587288,36.2183676
2386,6037535802,6814,90280,-118.2075235,33.9408573
2387,6037408211,5947,91748,-117.9080818,33.9988356
2388,6037603301,3828,90247,-118.3062127,33.8840986
2389,6037555103,4727,90715,-118.0652797,33.8445898
2390,6037552001,4105,90650,-118.0951779,33.9123664
2391,6115040500,4111,95961,-121.5535692,39.1003669
2392,6037480902,4218,91803,-118.1390208,34.0802793
2393,6065043309,2890,92544,-116.9504264,33.751115
2394,6001400700,4206,94608,-122.2723135,37.8417578
2395,6037430002,7021,91010,-117.9554107,34.1393519
2396,6071007302,10039,92373,-117.2307072,34.0226242
2397,6095251500,3555,94590,-122.2497147,38.111521
2398,6075026403,4140,94134,-122.4069033,37.7111894
