,Census Tract,Total Population,ZIP,Longitude,Latitude
0,6019001100,3174,93706,-119.7816961,36.7096952
1,6071001600,6133,91761,-117.6180131,34.0577805
2,6019000200,3167,93706,-119.8055044,36.7354914
3,6077000801,6692,95203,-121.3145235,37.9405169
4,6019001500,2206,93725,-119.7178427,36.6816
5,6037204920,2598,90023,-118.1974975,34.0175004
6,6077000300,2396,95203,-121.3020724,37.952421
7,6019001000,4106,93706,-119.804314,36.6977507
8,6037206050,2146,90023,-118.2244531,34.0299036
9,6019000400,6343,93721,-119.7762091,36.7276563
10,6099002100,4165,95354,-120.9667385,37.6287607
11,6029002500,9122,93307,-118.9920281,35.3372541
12,6019000600,6161,93721,-119.7933565,36.743063
13,6019001201,5936,93725,-119.7577716,36.7107523
14,6037205120,3618,90023,-118.2117956,34.0187546
15,6019000902,5252,93706,-119.8042772,36.717769
16,6037291220,3353,90247,-118.286709,33.8771395
17,6019001202,4756,93725,-119.7410277,36.7026849
18,6019000800,964,93706,-119.831179,36.7067181
19,6019000300,3609,93706,-119.8010347,36.726462
20,6037239202,4724,90001,-118.2649765,33.9856783
21,6037226002,1604,90021,-118.2477686,34.0326196
22,6077000700,5269,95206,-121.2878729,37.9431727
23,6019000901,3151,93706,-119.804301,36.7104697
24,6077000100,3863,95202,-121.2853628,37.953996
25,6099002302,4010,95351,-120.982756,37.6209695
26,6071004900,7590,92410,-117.3168792,34.100314
27,6037535400,3495,90002,-118.2314205,33.947117
28,6019000700,3921,93706,-119.8277069,36.7345353
29,6065030300,4497,92501,-117.3763853,33.9798271
30,6019007100,7904,93662,-119.6279131,36.5629769
31,6037243100,5350,90059,-118.2350934,33.9327963
32,6037543305,2666,90220,-118.2238692,33.8611473
33,6071005701,2216,92401,-117.2926063,34.1006404
34,6037204600,4101,90023,-118.2158297,34.0366414
35,6037227010,4662,90011,-118.2469968,34.0185256
36,6099002301,7841,95351,-121.0188436,37.6049206
38,6077001900,5592,95205,-121.2605554,37.9516762
39,6037206032,5275,90033,-118.2246242,34.046259
40,6037226001,2068,90021,-118.2502739,34.0244835
41,6037239501,3454,90001,-118.2628927,33.9729857
42,6019002000,6369,93728,-119.8328803,36.7572824
43,6077005119,6006,95330,-121.3027448,37.8446844
44,6037203100,4839,90033,-118.1964766,34.059079
45,6037530700,2213,90063,-118.183979,34.0592143
46,6073005000,2227,92113,-117.1411746,32.6948502
47,6037301601,6198,91201,-118.2865467,34.1623874
48,6037185320,3081,90065,-118.2242419,34.0887194
49,6037543202,4867,90220,-118.230032,33.8798617
50,6065030502,2220,92507,-117.3560514,33.9857419
51,6071012500,4268,92324,-117.3233041,34.0602092
52,6037531302,6709,90023,-118.1827241,34.0169019
53,6019001301,5653,93702,-119.7499923,36.732259
54,6019002502,5431,93702,-119.7634654,36.7540827
55,6037402801,5170,91766,-117.7349296,34.0542821
56,6019001304,5796,93702,-119.7455349,36.7250147
57,6077002201,2771,95206,-121.2686436,37.9313083
58,6037532304,3987,90040,-118.1526793,33.9862905
59,6019001303,2888,93702,-119.7591482,36.7250069
60,6029002200,6537,93307,-118.9879161,35.3613217
61,6037205110,3766,90023,-118.2142985,34.0245059
62,6037570502,6616,90805,-118.1668021,33.8674703
63,6037291210,4967,90247,-118.2870814,33.8886904
64,6037219901,5234,90016,-118.3605226,34.0297377
65,6037534202,5790,90201,-118.1611103,33.959603
66,6037540400,2384,90059,-118.2282398,33.9326754
67,6065046700,4442,92518,-117.278368,33.8891026
68,6029002301,9743,93307,-118.9452577,35.3590376
69,6071002501,5840,92335,-117.4772152,34.0743336
70,6019008502,7929,93648,-119.5507133,36.6214407
71,6019000502,3606,93701,-119.781537,36.7444057
72,6037242100,2714,90002,-118.2336329,33.945396
73,6037203500,3064,90033,-118.2185819,34.057226
74,6037302401,5944,91204,-118.2597456,34.1316179
75,6067005301,1823,95811,-121.4825199,38.5916037
76,6037204820,2274,90023,-118.2058412,34.0238161
77,6037532302,4707,90023,-118.1751711,34.0096885
78,6073004900,5028,92113,-117.138677,32.7018526
79,6037229420,4729,90011,-118.2608177,33.9925311
80,6037541001,1164,90248,-118.2749503,33.8934521
81,6099002200,6223,95351,-121.0038051,37.6223838
83,6073003902,4927,92113,-117.1263197,32.696749
84,6037239701,4261,90003,-118.2752632,33.966092
85,6077002300,5020,95206,-121.278407,37.9292396
86,6037570301,7330,90805,-118.1922187,33.8676075
87,6071012400,3617,92408,-117.2948174,34.0741251
88,6037128302,4688,91411,-118.4605367,34.1838638
89,6037242700,5273,90059,-118.2426486,33.9363535
90,6065031300,2651,92504,-117.4058257,33.9303688
91,6071007000,7898,92324,-117.3134436,34.0744598
92,6037533001,4527,90001,-118.24555,33.9802221
93,6037121222,5293,91352,-118.3919494,34.2321411
94,6037532800,4409,90001,-118.2520926,33.9864059
95,6037239601,3755,90003,-118.2752977,33.9728371
96,6037575401,5155,90813,-118.200174,33.7863532
97,6077002401,5001,95206,-121.2897337,37.9290303
98,6037534201,4439,90201,-118.1672627,33.9580353
99,6037122410,3794,91605,-118.3919739,34.2044832
100,6037239702,3927,90003,-118.2750006,33.962202
102,6073003601,3250,92113,-117.1165151,32.6909862
103,6037228100,4916,90011,-118.2439607,34.009617
104,6037292000,6543,90501,-118.3021541,33.8484731
105,6037434001,4395,91732,-118.0141173,34.0520775
106,6037122122,2439,91352,-118.3736105,34.2197648
107,6099001500,6551,95358,-121.0374635,37.6349769
108,6037242600,4409,90059,-118.2502423,33.932376
109,6077000900,5859,95203,-121.3278662,37.9577717
110,6037228900,3216,90058,-118.2430143,33.9920544
111,6037433302,1595,91732,-118.0143495,34.0629878
112,6099001400,6430,95350,-121.0204403,37.6627736
113,6099002402,5559,95358,-121.0092162,37.6010166
114,6071005600,7101,92410,-117.2922119,34.1173182
115,6019003001,3175,93727,-119.7092464,36.7577958
116,6037402304,3848,91768,-117.7658059,34.0617068
117,6037122420,5050,91605,-118.3832842,34.20361
118,6037536103,5516,90280,-118.1850472,33.9427497
119,6037199700,3411,90031,-118.2202429,34.0678503
121,6029002100,3852,93307,-118.9985321,35.3604075
122,6037219902,4113,90016,-118.368517,34.02931
123,6037206300,7540,90013,-118.2432134,34.0411108
124,6037123206,2945,91606,-118.3748665,34.1937075
125,6077000600,2279,95205,-121.2731105,37.9483459
126,6065030104,6922,92501,-117.3664576,34.0057669
127,6071004004,5076,92324,-117.3600222,34.0382751
128,6037540901,4994,90061,-118.2717325,33.9194635
129,6037532603,3319,90255,-118.2333907,33.9846156
130,6029002400,7478,93307,-118.9490692,35.3238825
131,6065042505,3639,92553,-117.2825158,33.9293086
132,6071002204,6139,92335,-117.5103022,34.0737522
133,6037239502,3372,90001,-118.2630441,33.9693296
134,6019003805,6852,93722,-119.8542854,36.7785171
135,6037553601,4750,90723,-118.1692228,33.9046634
136,6037402804,4085,91766,-117.7322415,34.0483608
137,6019001800,4615,93706,-119.8121471,36.65561
138,6071001813,4576,91761,-117.6422818,34.0482829
139,6037534301,4636,90201,-118.1852919,33.9599735
140,6037206200,3386,90012,-118.2415978,34.046994
141,6037432801,2568,91731,-118.0467069,34.0769216
142,6037601600,4375,90304,-118.3638538,33.9348001
143,6037229410,3343,90011,-118.2695618,33.9922359
144,6037601401,4683,90301,-118.3700611,33.9590575
145,6037239602,3313,90003,-118.2749023,33.9694507
146,6037127400,5818,91406,-118.4782103,34.2102531
147,6037302302,4895,91204,-118.261783,34.1403264
148,6037228800,5575,90058,-118.2432565,33.9992469
149,6071005500,8618,92405,-117.2905586,34.124986
150,6037533002,2822,90001,-118.2391487,33.9774904
151,6037543100,6759,90220,-118.2539533,33.881033
152,6037575801,2446,90813,-118.2014531,33.7796381
153,6077001500,8384,95205,-121.2764321,37.9805494
154,6037532900,6681,90001,-118.2520343,33.9790503
155,6029002302,3378,93307,-118.975107,35.3597374
156,6037291130,3582,90248,-118.2871419,33.9024424
157,6037553701,4176,90723,-118.1780909,33.9049478
158,6037535101,7306,90001,-118.2488118,33.9644276
159,6019002601,5821,93702,-119.7634304,36.7468175
160,6071001309,4793,91764,-117.6247116,34.0745733
161,6099001800,2196,95354,-120.9935916,37.6392879
162,6037535200,5820,90002,-118.2508919,33.9512593
163,6037203300,2607,90033,-118.2077883,34.0588723
164,6037404703,3178,91706,-117.9903099,34.0641759
165,6037242200,6554,90002,-118.2391843,33.9486636
166,6037535603,3493,90280,-118.2236211,33.9564949
167,6019001700,5701,93725,-119.729139,36.6164728
168,6037570202,6415,90805,-118.1785185,33.8794113
169,6037541604,6207,90221,-118.2118964,33.9078664
170,6037535300,6251,90001,-118.2361363,33.9615844
171,6037123304,4687,91605,-118.4060882,34.1965389
172,6037536102,3164,90280,-118.1690175,33.9431242
173,6037237202,4388,90047,-118.3100903,33.9863341
174,6065030400,6414,92507,-117.367719,33.9711717
175,6037542502,4284,90220,-118.2253101,33.8940909
176,6037127104,3573,91405,-118.4357986,34.2051758
177,6019002800,5205,93703,-119.7453702,36.7577993
178,6037433901,5593,91732,-118.0200912,34.0587041
179,6071004003,6178,92316,-117.3863212,34.043922
180,6037302505,3749,91205,-118.253081,34.1273036
181,6077002000,3977,95205,-121.2449753,37.954985
182,6037188100,4076,90039,-118.2703438,34.1366071
183,6065040204,3716,92509,-117.3999055,33.9997288
184,6037240500,5655,90003,-118.275663,33.9469248
185,6071004104,5257,92407,-117.3464052,34.1524361
186,6037602509,4118,90250,-118.3338741,33.9178467
187,6047001005,2406,95348,-120.5116548,37.3162975
188,6099003700,4796,95380,-120.883606,37.4647928
189,6077002402,2219,95206,-121.2839329,37.9162284
190,6037239320,3444,90003,-118.2717384,33.9785676
191,6037542601,3016,90222,-118.2265977,33.9058075
192,6037122121,2833,91352,-118.3705556,34.2142143
193,6037219800,3310,90016,-118.3547601,34.029939
194,6037541603,2983,90222,-118.2207001,33.913976
195,6037402303,3996,91768,-117.7559076,34.0671263
196,6065042209,4579,92507,-117.3422164,33.9951231
197,6037433801,6197,91733,-118.0364142,34.0494754
198,6037601502,3963,90304,-118.3635823,33.9400821
199,6037121020,3741,91605,-118.4020625,34.2121219
200,6037572301,3833,90810,-118.2215755,33.8219958
201,6037204700,4972,90023,-118.2124515,34.0309821
202,6037535606,1860,90280,-118.2252846,33.9476557
203,6037239330,2879,90001,-118.2631029,33.9783876
204,6019002400,4959,93703,-119.7810169,36.758343
205,6099000304,5003,95367,-120.9283662,37.7231477
206,6037122000,5446,91605,-118.4183782,34.2147689
207,6037534101,2295,90201,-118.16579,33.9718406
208,6077003802,6519,95206,-121.2968776,37.9058022
209,6037602801,3819,90044,-118.3001717,33.927402
210,6099002501,7036,95358,-120.9844811,37.5947739
211,6077003900,1749,95206,-121.4581872,37.9269308
212,6019001410,9109,93725,-119.7181677,36.711099
214,6071002110,7020,91730,-117.5668167,34.0907982
215,6037532303,4464,90040,-118.1463431,34.0003294
216,6037123010,4580,91352,-118.3745717,34.2027436
217,6037296210,3019,90731,-118.2839528,33.7476138
218,6037124103,2030,91606,-118.3834122,34.1884919
219,6071005400,6590,92405,-117.2908999,34.1322998
220,6037104703,2397,91331,-118.4005905,34.2552325
221,6037239310,3996,90003,-118.2773062,33.9785291
222,6037575802,5167,90813,-118.197207,33.778962
223,6037541002,3209,90746,-118.2728118,33.8751813
224,6037229300,5498,90011,-118.2706778,33.9979135
225,6037602600,7910,90249,-118.3195843,33.9112721
226,6037570402,3496,90805,-118.1986552,33.8685443
227,6037224010,2433,90015,-118.2658977,34.0367637
228,6071001400,2923,91762,-117.6510112,34.0667963
229,6031001100,6613,93230,-119.6308433,36.3080545
230,6037294620,4219,90744,-118.2479267,33.7874696
231,6037294900,3265,90744,-118.2774453,33.7748702
232,6071001501,4052,91764,-117.6409852,34.0672615
233,6037294830,3707,90744,-118.267011,33.7729434
234,6099001700,2589,95351,-121.0071046,37.6373175
235,6099001601,4803,95351,-121.0159498,37.6296152
236,6071005800,3981,92410,-117.2844304,34.1092386
237,6037541100,3321,90220,-118.2607508,33.8984704
238,6037533806,4165,90201,-118.1704919,33.9722323
239,6037542402,3152,90221,-118.2124134,33.881969
240,6077002701,6409,95215,-121.2359945,37.9647921
241,6037208000,6893,90026,-118.2560631,34.0625684
242,6037229100,4557,90011,-118.2520958,33.9921607
243,6037301602,3908,91201,-118.2987272,34.1621154
244,6037533901,6065,90201,-118.1555455,33.9740105
245,6001409000,3552,94621,-122.2213677,37.7200105
246,6037541400,7312,90222,-118.2337235,33.9131395
247,6037534102,6263,90201,-118.1616452,33.9702059
248,6037573201,4930,90806,-118.1853182,33.8006191
249,6037531301,5601,90023,-118.1822336,34.0217436
250,6037553702,4902,90723,-118.1828739,33.8975428
251,6037536104,4052,90280,-118.1782284,33.9448778
252,6037535001,4325,90001,-118.2531399,33.9714062
253,6037543000,4345,90220,-118.2582626,33.8906679
254,6019000501,2815,93721,-119.774839,36.7426787
255,6099003802,5860,95380,-120.8576989,37.4861261
256,6037404802,4335,91706,-117.9690103,34.072647
257,6037542401,4912,90221,-118.2109036,33.8923624
258,6037199000,5066,90031,-118.2197131,34.0800585
259,6037187102,3254,90039,-118.2514556,34.1090483
260,6037553801,4174,90723,-118.1687296,33.8927048
261,6071001504,5676,91764,-117.6199919,34.0670436
262,6037232500,4619,90062,-118.3108167,33.9920834
263,6037404702,5882,91706,-117.9850227,34.0707595
264,6099000803,4789,95350,-121.0393581,37.6767786
265,6037241001,4285,90061,-118.2679732,33.9296426
266,6037402702,6313,91767,-117.7259547,34.0640498
267,6037240200,5252,90003,-118.2761415,33.9560337
268,6071001803,2985,91761,-117.6174205,34.040951
269,6037530902,4160,90063,-118.1810137,34.0445158
270,6037602002,3195,90250,-118.3402541,33.9274077
271,6071007200,6798,92408,-117.2622655,34.0763612
272,6037433102,5085,91733,-118.0584597,34.0649651
274,6037540000,6973,90262,-118.1810628,33.9220335
275,6019004404,3556,93650,-119.792414,36.8444241
276,6037220100,2334,90016,-118.3651555,34.0251238
277,6037540700,3014,90059,-118.2453429,33.9255436
278,6037404701,5873,91706,-117.9962625,34.0721312
279,6037531602,4494,90022,-118.1647906,34.0186759
280,6037204910,3105,90023,-118.1955701,34.0248828
281,6037543400,4090,90746,-118.2687215,33.8526247
282,6037239801,3412,90001,-118.2629318,33.9660533
283,6037553802,6342,90723,-118.1719652,33.8861963
284,6037530500,4567,90022,-118.165883,34.0387595
285,6019008501,4585,93662,-119.5492976,36.5887994
286,6037408800,3738,91766,-117.7503192,34.0577434
287,6001409100,2255,94603,-122.1834997,37.7323261
288,6065030103,2105,92501,-117.3656342,33.9928146
289,6065041410,3288,92879,-117.5306429,33.8801854
290,6037297110,4679,90731,-118.284187,33.7346618
291,6019002702,5882,93702,-119.7453861,36.739532
292,6037530601,3431,90063,-118.1755967,34.0539591
293,6029002000,7111,93304,-119.0109288,35.3604274
294,6037541500,5836,90222,-118.2270116,33.9148293
295,6037572500,3365,90810,-118.2182796,33.8165383
296,6037104310,4921,91331,-118.4292815,34.2763731
297,6065042508,4888,92551,-117.239288,33.8955489
298,6037241120,4564,90061,-118.2768346,33.9364442
299,6037242300,4586,90002,-118.2461145,33.948506
300,6001408800,5547,94621,-122.1969422,37.7588039
301,6029006201,2877,93307,-118.9369122,35.2620354
302,6037122200,4141,91352,-118.3594527,34.2143159
303,6037543801,5263,90745,-118.2732944,33.8414725
304,6073003901,4241,92113,-117.1267377,32.7035568
305,6029004604,15845,93250,-119.1909489,35.6819031
306,6029002600,3539,93307,-119.0117159,35.3457339
307,6037231720,4966,90037,-118.284071,34.0074463
308,6065030503,3812,92507,-117.352832,33.9799005
309,6077003700,3570,95215,-121.190401,37.9350761
310,6037191810,3498,90038,-118.3277122,34.088924
311,6037502500,4215,90660,-118.1106254,33.9759777
312,6037542602,5496,90220,-118.2262997,33.8996115
313,6019003400,4555,93703,-119.7791954,36.7724799
314,6065040102,4630,92509,-117.44041,34.0234351
315,6037530801,6325,90063,-118.1883898,34.0508765
316,6037227020,3599,90011,-118.251933,34.0157537
317,6037533902,4051,90201,-118.1537012,33.967443
318,6037530802,3668,90063,-118.181318,34.052283
319,6047002201,6097,93635,-120.8585299,37.0634558
320,6037534502,4257,90255,-118.2006924,33.9653735
321,6037294701,3019,90744,-118.2549079,33.7780161
322,6037534900,6569,90001,-118.2367913,33.9707698
323,6037195802,2881,90026,-118.2776959,34.0756705
324,6037534405,4292,90201,-118.1829301,33.9660331
325,6071007108,2202,92324,-117.3056556,34.0592689
326,6037104401,3357,91331,-118.4327217,34.2670388
327,6037570403,4587,90805,-118.2044859,33.8778668
328,6111004902,5091,93030,-119.1342635,34.2084353
329,6037402501,5577,91766,-117.7643708,34.0542894
330,6037570203,3973,90805,-118.1600078,33.8783269
331,6037123204,3449,91606,-118.3943295,34.193936
332,6037229200,4394,90011,-118.2608283,33.9982715
333,6037127220,4931,91405,-118.4531264,34.2047824
334,6073005100,7140,92113,-117.1528082,32.7037376
335,6037542106,3373,90221,-118.1890767,33.8934041
336,6037123203,3765,91605,-118.3916113,34.1967006
337,6037192700,3513,90004,-118.2881064,34.0800134
338,6037239201,3562,90003,-118.2771699,33.9857805
339,6037532700,2990,90001,-118.2413457,33.9852598
340,6037232120,5263,90037,-118.2839315,33.9996748
341,6037571701,6352,90805,-118.2017298,33.847882
342,6037218500,2869,90016,-118.3505675,34.0373844
343,6071007604,4306,92374,-117.197144,34.1064459
344,6037541605,5323,90221,-118.2100244,33.8993431
345,6037204810,4478,90023,-118.2030018,34.0285553
346,6019002701,4673,93702,-119.7453946,36.7468158
347,6037531504,4414,90022,-118.1673915,34.0282174
348,6037502301,5461,90606,-118.0787046,33.9680887
349,6099002004,6022,95354,-120.9440005,37.6466798
350,6071004800,3282,92411,-117.3082365,34.1120412
351,6037224020,2789,90007,-118.2686568,34.0304827
352,6037535002,3681,90001,-118.2465194,33.9711665
353,6037228720,4492,90011,-118.2499406,33.999367
354,6037541606,2506,90221,-118.218295,33.8997715
355,6037503000,6057,90605,-118.0508252,33.9243441
356,6037536000,3720,90280,-118.1918918,33.9548717
357,6037208302,4360,90026,-118.2624816,34.0634788
358,6025011400,4580,92243,-115.5453184,32.7938734
359,6037603001,7139,90247,-118.2957134,33.9011403
360,6037602900,4427,90249,-118.3065724,33.9079762
361,6059086407,6488,92806,-117.8580732,33.8446052
362,6077005131,4173,95336,-121.1751635,37.8481254
363,6099003804,6450,95380,-120.8633794,37.4995559
364,6037541700,6366,90262,-118.2033535,33.9170524
365,6037219300,3700,90018,-118.3318299,34.0267587
366,6037190801,2594,90028,-118.3244586,34.0943767
367,6037206010,3127,90012,-118.2302769,34.06898
368,6037104320,5998,91331,-118.4202492,34.2731324
369,6037408301,5427,91746,-117.9969046,34.0468815
370,6037190510,4227,90028,-118.3113901,34.0999771
371,6037402903,4138,91766,-117.7335433,34.039394
372,6037128303,3982,91411,-118.4523813,34.1830757
373,6029000400,4319,93308,-119.033747,35.4058896
374,6099002005,3631,95354,-120.9345314,37.6436041
375,6037402406,4776,91768,-117.7827836,34.0670423
376,6037533603,6617,90201,-118.195066,33.9724728
377,6107003400,7016,93257,-119.0257487,36.0344686
378,6111009100,5279,93030,-119.1669539,34.1929074
379,6019002602,3520,93702,-119.7634494,36.7395157
380,6071006601,4564,92324,-117.3378085,34.0729192
381,6037243000,6769,90002,-118.2336919,33.9395183
382,6037228710,4235,90011,-118.2542903,33.9993679
383,6099002604,4681,95307,-120.9641077,37.6035519
384,6037433101,2281,91731,-118.0605567,34.0686907
385,6029004800,9297,93215,-119.2527683,35.7653256
386,6037603102,4084,90247,-118.2952308,33.8771796
387,6037533602,5420,90201,-118.1965167,33.9771928
388,6037502902,4043,90670,-118.0524424,33.9427453
389,6071004103,5634,92407,-117.3313886,34.1410962
390,6071000301,8795,91763,-117.6996325,34.063215
391,6071003301,4841,92335,-117.4447619,34.0723219
392,6019003809,4771,93722,-119.8702581,36.7926994
393,6037542200,6962,90221,-118.1971508,33.8868935
394,6037502302,3000,90606,-118.0683122,33.9660089
395,6039000502,10473,93637,-120.0540893,36.9361811
396,6019008302,6562,93640,-120.5773805,36.626297
397,6037240900,5620,90059,-118.2606543,33.9346821
398,6037294120,2370,90744,-118.2475763,33.7957797
399,6037241002,3606,90059,-118.2614031,33.925262
400,6099002401,3567,95358,-121.0018903,37.5972529
401,6037241202,4943,90044,-118.2857509,33.9334324
402,6037123020,3432,91352,-118.3664946,34.2047368
403,6037120300,5531,91402,-118.4408399,34.2152914
404,6071004201,6854,92411,-117.331566,34.1272418
405,6037207102,2553,90012,-118.2395097,34.0592851
406,6037535604,4435,90280,-118.2241036,33.9506731
407,6071006500,8386,92410,-117.2661895,34.1032656
408,6037533105,2580,90255,-118.216407,33.9828819
409,6067005205,2109,95826,-121.3955102,38.5374689
410,6037120020,4057,91402,-118.4548516,34.2188235
411,6099003100,4000,95358,-121.0573902,37.5442264
412,6037402402,7076,91766,-117.7865057,34.0546198
413,6037532001,3415,90640,-118.1235535,34.0060075
414,6037405001,6170,91706,-117.9659964,34.1027727
415,6037533805,3604,90201,-118.1751358,33.9744232
416,6037534203,3204,90201,-118.1514821,33.9583801
417,6047001301,3213,95340,-120.4917855,37.3071923
418,6037534803,4930,90255,-118.2254355,33.9692765
419,6065042904,9352,92570,-117.2666634,33.8163878
420,6037532606,4284,90255,-118.2208725,33.9832062
421,6037533601,4484,90201,-118.1942193,33.9804922
422,6037123205,2645,91605,-118.3835614,34.1945637
423,6037209103,3216,90017,-118.2640302,34.05711
424,6013379000,6117,94804,-122.3567421,37.9283199
425,6037291300,2601,90248,-118.2949002,33.86433
426,6037121900,4110,91352,-118.3831998,34.217858
427,6037540600,4271,90059,-118.2341162,33.9243583
428,6107002901,3729,93274,-119.3370033,36.196369
429,6037186401,3452,90065,-118.2455126,34.1174815
430,6037533103,3577,90255,-118.231291,33.9771202
431,6037432802,5821,91731,-118.0533005,34.0788602
432,6013312000,2292,94565,-121.8695963,38.0152346
433,6037191000,3228,90028,-118.321677,34.1009548
434,6071000904,3248,91786,-117.6426056,34.0904613
435,6037226700,6170,90011,-118.2621294,34.0173502
436,6065040101,4287,92509,-117.3964984,34.02279
437,6099001900,5257,95354,-120.9695762,37.6436844
438,6037226410,3491,90011,-118.2622815,34.0241996
439,6037226420,4906,90011,-118.2570623,34.0218419
440,6037533202,2762,90255,-118.2097713,33.9784203
441,6077001800,3939,95205,-121.254226,37.9672954
442,6065041600,6230,92879,-117.5572508,33.875079
443,6067002200,4004,95818,-121.5071562,38.5612821
444,6037240600,4932,90003,-118.2684059,33.946945
445,6037123303,3301,91605,-118.4116037,34.1972751
446,6099002002,4527,95357,-120.9148312,37.6444867
447,6037540902,4506,90061,-118.2718223,33.9109785
448,6037541200,5662,90222,-118.2543733,33.9083355
449,6019004205,5888,93722,-119.8544515,36.7971891
450,6037402301,5454,91768,-117.7700769,34.0680438
451,6037241400,3285,90061,-118.2755609,33.92558
452,6071001503,4195,91764,-117.6324246,34.0667083
453,6037603302,3804,90247,-118.3073078,33.8749347
454,6037127605,3549,91406,-118.4847378,34.189727
455,6037432700,5262,91731,-118.0339351,34.0755467
456,6037433902,3780,91732,-118.0268687,34.0525708
457,6037553602,4730,90723,-118.1644286,33.9089742
458,6037218400,4714,90016,-118.3592342,34.0369278
459,6037433501,1954,91733,-118.0651222,34.0572554
460,6037228600,5049,90011,-118.2608661,34.0036935
461,6037570602,6356,90805,-118.1729332,33.8561559
462,6037543201,3607,90220,-118.2347142,33.8849107
463,6019001407,4694,93727,-119.7273757,36.7322737
464,6037531902,4077,90022,-118.1324571,34.0117799
465,6037232700,5895,90037,-118.2858532,33.9923462
466,6037291120,2210,90248,-118.2869247,33.9127934
467,6037531702,4754,90022,-118.1597749,34.0158731
468,6037542104,3524,90221,-118.190616,33.900837
469,6077003803,5281,95231,-121.2688218,37.885527
470,6065041203,3545,92503,-117.457896,33.9337586
471,6037121802,3525,91605,-118.3913647,34.2192112
472,6037434004,2796,91733,-118.0321896,34.0402202
473,6037185203,3200,90065,-118.2316884,34.1001272
474,6037532500,4078,90255,-118.2209803,33.9899239
475,6037407002,3804,91746,-117.991289,34.0555809
476,6037239802,4902,90001,-118.2629489,33.962408
477,6037228210,3806,90011,-118.2534818,34.010412
478,6047001302,3264,95340,-120.4781909,37.3040353
479,6037575402,4065,90813,-118.1915438,33.7862264
480,6037231710,4358,90037,-118.2893576,34.0073136
481,6065042010,5887,92570,-117.2733152,33.8509446
482,6037405102,5069,91706,-117.9626794,34.0892124
483,6037203600,5394,90033,-118.2095139,34.0513395
484,6037570204,4130,90805,-118.1556129,33.8716329
485,6065040201,5897,92509,-117.4188498,33.9839627
486,6037104822,2277,91331,-118.4209236,34.2458338
487,6077005127,5510,95330,-121.2811772,37.8340882
488,6037124104,2439,91606,-118.38341,34.1848613
489,6037302503,4330,91205,-118.2473422,34.1376048
490,6059110500,8631,90620,-118.0150263,33.8646765
491,6071002401,8946,92335,-117.4800188,34.0955973
492,6037408401,4289,91745,-117.9819037,34.0182786
493,6019003807,3362,93722,-119.8532189,36.7591628
494,6071004604,5177,92405,-117.3080773,34.1420604
495,6065041101,5139,92503,-117.464757,33.9430035
496,6019006900,3170,93616,-119.5600522,36.6466139
497,6037310501,3205,91504,-118.3394509,34.1946547
498,6037237101,3705,90044,-118.2913772,33.9856234
499,6071000303,7169,91763,-117.7146207,34.0524327
500,6077005110,6488,95336,-121.200625,37.7985094
501,6037204410,2363,90033,-118.2152707,34.0461881
502,6077005122,4829,95330,-121.2731314,37.7868413
503,6059011601,7955,92832,-117.9286329,33.8608345
504,6037534406,4609,90201,-118.1749749,33.9647497
505,6037237300,5262,90047,-118.3110714,33.9782833
506,6037207301,4521,90013,-118.2516175,34.0465369
507,6037531901,6529,90022,-118.1423614,34.01324
508,6037192620,3868,90004,-118.2960541,34.0776717
509,6077001700,3998,95205,-121.2573976,37.9774362
510,6071005300,5516,92405,-117.2912706,34.1396027
511,6037199201,4089,90031,-118.211907,34.0762204
512,6037433504,4679,91733,-118.0551094,34.0585512
513,6019006201,2608,93657,-119.5374742,36.6847537
514,6037531101,5091,90063,-118.1885025,34.0360915
515,6037602105,4273,90250,-118.3481425,33.9200581
516,6071001001,4990,91762,-117.6754832,34.0808017
517,6001409200,3152,94603,-122.1777872,37.7290846
518,6037572900,5250,90810,-118.2113097,33.7930319
519,6037208402,2775,90026,-118.266009,34.0683668
520,6019002100,5419,93728,-119.8157426,36.7590503
521,6037132102,5310,91406,-118.497369,34.2020955
522,6037402902,6445,91766,-117.7449619,34.0340192
523,6019001900,2914,93706,-119.8872955,36.7085379
524,6077002100,5546,95205,-121.2438699,37.9376415
525,6047000201,3626,95303,-120.7094467,37.459795
526,6047002100,3862,93635,-120.9829041,36.9556144
527,6037127102,4726,91405,-118.4445253,34.2060073
528,6113010203,5397,95691,-121.563721,38.5637651
529,6037532605,3715,90255,-118.2251677,33.9842413
530,6037232400,6957,90062,-118.3108346,33.9993836
531,6071001809,4476,91761,-117.6035233,34.0246895
532,6077005129,3582,95330,-121.2887619,37.8179738
533,6019002300,3624,93728,-119.7942162,36.756122
534,6037408139,4482,91744,-117.9134004,34.012323
535,6047000902,8419,95341,-120.5557004,37.322387
536,6037187200,3132,90039,-118.2473892,34.1036004
537,6037209200,2785,90017,-118.2610818,34.0542091
538,6067004502,4795,95823,-121.4629263,38.5025521
539,6065042507,5011,92551,-117.2329208,33.883118
540,6071007107,3302,92313,-117.3231317,34.0386965
541,6037302002,3532,91206,-118.2505278,34.1491687
542,6037535901,5757,90280,-118.194008,33.9462081
543,6037575101,4754,90804,-118.1623973,33.7881302
544,6037228220,4389,90011,-118.2513193,34.0060455
545,6037536200,7289,90280,-118.1679058,33.9202524
546,6037121010,4989,91352,-118.403944,34.223913
547,6037221401,3359,90018,-118.3132694,34.033886
