Census_Tract,Asthma,Low_Birth_Weight,Cardiovascular_Disease,Poverty,Unemployment,Traffic
6065043401,91.72,5.8,15.62,79.9,24.3,859.28
6037132002,67.11,8.02,9.49,35.2,10.5,1046.1
6037234300,108.55,6.25,8.05,44.1,15.9,1358.81
6065042405,54.23,6.32,8.83,70.5,25.4,1672.74
6085503122,31.51,7.2,5.16,59.8,19.1,618.7
6037407102,50.03,5.13,8.64,42.2,8.0,561.34
6071006203,119.48,6.78,14.82,74.8,31.1,1205.22
6099001100,86.18,4.66,11.13,46.7,12.8,638.84
6029002900,121.62,6.69,11.62,56.9,16.3,858.53
6071008002,46.74,5.73,8.61,64.6,17.8,1190.85
6065042516,75.3,6.67,11.27,65.1,14.4,615.38
6037433403,39.91,3.62,5.52,66.3,11.3,1295.62
6001403000,133.35,5.43,5.29,65.7,12.6,1220.7
6037544001,72.09,4.02,9.55,40.3,13.3,1040.5
6071001103,69.05,5.82,12.77,33.2,10.1,1943.12
6071003000,74.3,5.19,13.02,77.3,20.1,542.57
6065042514,75.3,5.73,11.27,62.0,15.7,863.84
6037554302,56.18,6.29,7.8,54.1,15.6,2248.25
6037310601,38.08,7.4,6.63,33.2,8.1,1715.18
6037531201,37.73,5.47,6.98,63.8,19.1,3215.53
6037191301,66.96,8.67,10.04,52.5,7.0,1064.49
6037133000,75.99,5.95,11.07,34.5,12.8,961.96
6077005123,68.04,5.41,9.99,33.4,16.7,545.34
6013305000,178.9,6.03,13.85,51.0,18.5,744.93
6037270100,39.75,8.5,9.54,34.5,11.5,2178.29
6067006702,101.45,6.85,15.01,71.8,11.7,1454.39
6107000202,49.26,6.72,9.2,63.2,14.4,86.57
6037501001,69.12,5.04,15.61,43.1,9.3,2549.67
6013380000,166.66,6.7,11.19,35.6,8.6,1067.19
6037403000,70.31,4.71,10.29,51.1,16.6,817.1
6037238200,105.87,8.09,10.01,50.9,15.8,972.74
6037208720,53.25,5.79,6.95,78.1,12.4,943.1
6065030900,66.13,4.42,9.86,41.7,9.9,634.21
6037600100,112.18,7.54,11.89,71.5,16.3,839.01
6077005202,54.34,4.59,8.85,30.3,11.0,1123.29
6037191420,47.76,5.31,6.75,62.3,8.5,890.96
6037570303,87.58,6.02,10.71,65.2,10.3,539.62
6019003201,90.73,7.24,8.37,69.8,17.7,567.56
6037302104,35.29,7.96,8.74,41.1,13.3,2455.92
6019001408,49.39,7.06,7.02,54.5,11.9,241.86
6071007110,81.01,4.63,13.21,24.6,3.7,2065.01
6071004510,83.14,6.08,11.09,52.9,22.6,431.18
6013375000,207.5,6.77,10.9,60.3,13.5,424.03
6037502401,63.24,5.63,13.82,41.4,10.5,721.53
6073005300,78.38,8.29,9.39,34.3,5.3,397.4
6071003510,82.93,5.99,15.27,62.5,22.5,476.32
6001401700,159.24,6.22,6.88,37.8,6.7,2080.53
6037433503,54.75,4.15,8.87,64.0,1.9,690.62
6037237720,66.49,5.58,7.92,80.1,14.5,4110.53
6037221110,56.69,5.8,6.98,79.2,13.4,1116.37
6073005700,78.38,10.14,9.39,56.8,9.7,1518.57
6037234501,111.84,8.87,8.59,40.3,22.4,824.5
6037432901,38.01,7.01,6.64,39.5,8.5,2808.22
6019003808,92.14,8.21,11.2,46.4,9.1,106.89
6071001810,41.63,3.25,11.21,45.5,13.2,2246.41
6019004207,59.9,4.35,10.6,39.2,11.3,814.97
6059099601,35.44,5.65,8.07,53.6,8.4,2554.83
6025010200,163.56,6.07,16.87,67.8,13.0,252.29
6037121102,69.26,4.26,7.86,44.2,8.2,1020.77
6037701801,49.04,4.98,5.8,39.0,13.3,1451.7
6029000600,143.65,7.46,12.35,74.1,14.0,382.11
6037197420,45.7,5.49,6.54,55.5,11.3,1132.98
6037555001,81.75,6.02,12.17,35.9,9.8,1530.98
6037553200,68.38,5.45,9.75,31.5,8.9,808.03
6071003700,84.92,6.21,15.65,79.6,25.9,410.54
6037602003,95.84,5.09,11.27,63.3,12.7,1949.42
6019004002,55.02,4.09,12.06,55.8,8.0,210.93
6037407802,68.56,6.55,10.71,25.7,12.6,664.71
6059074406,47.61,5.19,5.94,63.0,5.6,4362.12
6099003201,52.31,5.22,11.56,56.4,14.6,255.95
6037402706,70.28,5.43,8.52,41.3,12.1,627.21
6037502602,63.24,4.22,13.82,31.1,8.6,766.09
6037234902,123.13,7.62,9.16,64.1,14.4,1142.01
6073003301,111.64,4.68,8.51,66.8,23.8,1765.46
6037575202,112.75,5.12,11.11,64.2,9.3,1048.54
6029002812,82.51,5.6,11.06,67.9,24.4,1060.17
6019004216,93.23,8.26,11.4,34.3,12.6,826.38
6059087102,60.49,5.04,11.75,53.1,11.4,3148.8
6073004800,89.97,6.69,7.64,74.2,15.0,318.24
6059011720,28.64,3.92,6.0,76.3,10.6,3796.29
6085501600,59.13,6.04,8.1,52.6,10.4,2731.64
6037294302,70.22,2.81,10.57,56.7,9.4,1594.16
6029003700,30.01,6.25,8.87,43.6,13.2,349.46
6059086404,44.37,5.32,6.65,53.4,9.2,3456.4
6037217200,66.41,5.93,8.61,40.8,5.6,939.32
6037211202,65.18,4.11,6.88,61.6,10.2,1706.98
6037320300,69.54,6.76,5.67,58.3,11.0,479.68
6107001701,48.55,6.02,8.95,68.6,9.3,613.49
6037500600,62.77,4.89,13.71,45.7,9.8,616.64
6019006700,63.19,5.62,9.31,36.5,13.3,211.7
6065041813,43.29,3.59,13.26,57.9,11.9,920.8
6037186404,69.42,1.87,7.73,56.1,11.2,995.88
6037236204,95.03,7.41,7.28,70.1,15.4,655.1
6077003403,90.28,6.14,13.52,50.6,18.7,406.27
6037208802,59.84,6.53,7.7,62.8,10.8,930.27
6065041412,40.06,5.44,9.06,36.9,11.0,1624.48
6019004504,72.21,7.69,6.47,54.0,13.8,649.29
6037302103,49.72,4.37,12.38,58.6,11.7,862.15
6071003503,84.44,6.47,15.56,42.3,12.6,428.1
6067009007,62.62,5.5,10.84,60.1,15.0,1522.11
6037189201,51.93,6.99,11.2,46.5,10.2,1022.2
6019003004,75.44,7.37,10.71,49.9,12.2,491.08
6037572302,67.58,5.5,8.88,37.9,14.7,1936.95
6037601002,86.44,9.79,11.33,47.1,14.7,721.95
6037123104,56.44,4.87,10.4,44.1,8.9,809.67
6065045604,29.46,5.06,10.08,75.1,24.1,178.77
6029004901,53.43,6.58,9.86,70.3,18.4,850.84
6039000202,56.0,5.51,10.95,48.1,7.7,300.66
6071007601,73.01,5.25,9.95,80.4,20.7,459.1
6037408138,51.6,5.02,8.16,60.8,10.0,839.6
6037501504,66.33,5.45,12.67,55.5,10.0,463.9
6019008401,57.11,3.71,10.47,59.8,11.5,178.21
6037235202,110.04,9.09,8.2,53.8,16.2,1425.25
6067005101,91.61,5.77,12.18,67.5,19.0,871.58
6037222001,93.35,9.43,10.24,48.5,9.4,933.61
6037500404,63.24,6.53,13.82,25.7,8.2,588.18
6037533107,59.19,4.18,11.02,59.2,12.7,1260.27
6059001404,46.75,4.24,8.51,46.0,9.8,1176.13
6073013205,63.96,5.63,8.3,54.1,12.6,1301.14
6037197300,52.16,5.45,7.43,41.3,9.1,826.06
6019007600,93.51,3.97,11.6,71.8,8.4,91.19
6001432400,73.56,5.04,9.28,39.2,14.3,2087.33
6037199202,40.95,6.75,5.45,53.7,13.0,1157.1
6037301802,35.62,2.94,8.48,46.2,14.7,893.76
6047000601,59.99,4.5,10.47,61.8,16.0,724.45
6071000205,65.05,5.05,11.33,45.5,10.0,2503.64
6037120010,83.87,5.0,9.43,54.7,14.5,1338.41
6037601900,104.06,6.78,12.17,64.5,15.4,1277.4
6065041500,26.18,4.82,8.38,72.3,9.5,2374.96
6065041201,44.06,6.19,9.13,52.4,18.2,652.51
6099000303,47.63,5.02,9.85,46.6,14.1,487.02
6073011700,79.8,5.08,10.3,58.4,8.5,511.21
6065041409,48.3,5.76,10.7,19.2,16.9,599.7
6071003606,50.6,3.43,9.39,65.8,12.9,1406.27
6037501804,77.68,6.25,15.02,52.4,6.9,588.51
6065040403,54.97,4.28,12.12,37.3,14.7,342.52
6037570601,87.58,6.26,10.71,49.0,15.4,532.05
6037224320,45.48,6.57,5.05,72.9,16.9,2684.06
6037204120,45.78,6.33,8.68,67.1,17.3,1126.93
6037554002,79.01,6.25,11.13,50.7,7.7,692.77
6019005607,103.65,4.74,10.21,68.2,19.3,642.41
6107001100,50.68,4.96,8.45,82.2,24.4,388.5
6037127606,74.19,4.86,10.44,47.7,9.2,3169.9
6037104403,73.79,7.86,7.7,53.4,16.3,3131.69
6019005000,100.04,7.87,8.99,63.8,16.1,803.95
6037240401,72.35,7.34,8.46,68.0,7.1,3634.92
6065031602,59.41,5.66,12.45,46.1,6.4,600.82
6037104103,64.44,7.1,8.17,40.5,13.9,1270.36
6111004715,32.43,4.98,6.18,48.1,10.6,359.96
6037554203,79.03,7.63,11.13,29.7,10.0,1168.69
6059011721,30.57,5.81,8.72,55.8,8.9,2883.9
6019005305,97.59,6.37,8.48,65.8,16.6,697.88
6059086306,59.03,5.0,9.46,23.7,9.3,1850.77
6037572100,93.96,8.54,10.69,4.9,13.7,3044.55
6085503110,56.53,4.44,10.8,71.7,8.4,2920.22
6059074602,50.18,5.66,6.47,55.6,7.3,865.46
6059086402,64.35,5.45,10.34,40.7,12.0,2235.18
6047001002,93.6,5.2,14.07,40.6,17.7,407.7
6059089001,50.14,5.23,8.85,58.3,11.1,1129.6
6037402403,45.71,5.13,6.39,45.9,13.9,617.03
6029001400,107.71,6.04,12.14,76.4,22.9,476.14
6077003110,88.07,5.47,10.04,56.3,15.6,658.32
6037407602,68.67,4.75,10.73,37.1,14.4,679.86
6037602004,104.23,7.17,12.19,53.2,10.6,688.21
6029003103,89.83,6.16,11.77,67.6,26.4,229.62
6037600902,99.5,7.76,8.26,52.9,14.1,884.07
6095250801,172.45,6.36,14.17,35.3,13.6,845.85
6071003509,84.92,5.54,15.65,51.8,18.6,471.74
6067009318,91.61,7.47,12.18,44.2,13.4,823.82
6037211310,40.84,6.65,4.43,75.0,14.4,1643.6
6037550100,55.35,5.41,11.8,29.2,7.9,977.79
6037213201,56.69,4.44,6.98,76.5,14.0,1644.19
6019005301,118.67,6.09,10.18,50.7,12.9,506.83
6029004101,46.78,5.41,11.51,50.9,10.9,266.37
6019004704,127.86,5.73,12.6,80.5,15.1,384.85
6037237102,79.82,4.29,9.18,70.4,6.0,4776.7
6037432201,38.01,5.62,6.64,51.1,13.0,1016.58
6037601100,70.97,6.54,8.87,66.3,16.1,869.69
6037234600,114.56,6.22,8.74,50.0,18.3,881.54
6067004801,70.4,6.1,9.09,58.7,15.3,716.79
6047000301,42.46,3.68,13.09,47.9,15.6,585.31
6099003805,82.64,4.41,14.43,39.5,11.2,769.18
6031001002,138.1,4.17,9.47,63.4,17.0,429.54
6037218600,73.2,4.76,7.49,47.4,10.1,3695.3
6037554204,79.03,6.07,11.13,60.7,14.8,787.73
6087110400,62.41,3.55,7.41,46.5,9.6,547.75
6099002802,34.68,5.68,10.28,49.8,24.0,246.86
6037601801,53.61,5.6,8.18,65.2,13.9,1015.03
6019006100,71.04,6.48,9.43,46.0,14.9,161.65
6037119340,95.94,6.65,10.65,77.5,14.4,1221.31
6019006502,76.6,5.41,10.36,75.8,19.5,67.4
6037106648,60.74,5.57,7.58,60.0,8.0,524.18
6107001004,52.99,5.88,8.79,63.2,12.3,417.54
6037600400,142.9,8.3,11.31,43.1,18.0,741.01
6037127806,44.66,5.0,7.57,65.2,14.4,1780.21
6001433200,94.94,6.97,9.62,37.5,7.4,2490.72
6037195600,55.22,4.78,7.85,39.2,12.1,1169.31
6037534002,34.13,4.65,7.1,50.2,11.6,782.18
6107003200,47.41,4.71,9.45,79.2,12.4,350.88
6037209520,41.09,6.34,4.82,79.5,12.5,1353.2
6037269700,39.79,7.01,9.55,28.3,8.3,3309.84
6001409300,166.1,4.52,12.82,60.6,16.1,329.65
6019005403,93.29,6.1,7.52,80.0,18.6,557.05
6065030200,105.67,4.22,11.96,34.7,9.4,753.77
6037543322,84.92,9.18,8.75,20.2,16.5,511.58
6053010101,58.43,5.06,6.84,70.5,15.2,490.42
6037602507,67.04,8.24,9.05,53.8,11.7,1017.4
6047001401,126.53,5.23,13.7,69.7,27.1,572.37
6071000605,50.73,5.89,12.86,48.3,6.7,507.68
6037552601,62.88,5.22,13.42,47.8,9.9,639.03
6037203900,48.5,4.74,9.54,62.1,16.8,1941.03
6037407001,46.35,4.83,8.87,42.7,13.4,602.64
6065044000,60.9,6.02,15.42,50.7,15.7,1373.03
6037190100,44.72,5.71,7.22,49.4,15.4,1702.51
6037575103,86.52,6.43,10.65,54.9,8.2,1203.87
6037541802,45.5,5.46,8.31,59.9,13.1,2926.08
6037269601,25.64,6.88,6.24,51.4,11.6,2736.09
6001401500,134.76,8.14,6.61,45.0,9.7,916.65
6039000503,91.63,5.23,12.71,20.9,7.6,290.01
6037221710,58.23,4.92,8.67,57.4,10.5,4143.82
6029003113,80.51,6.12,7.86,61.6,12.5,909.71
6037191110,40.86,4.61,8.25,53.8,6.7,1833.39
6067003204,98.91,7.48,10.87,71.3,16.1,674.26
6071004403,98.95,5.71,13.24,58.3,17.0,270.24
6029005204,47.45,6.19,18.79,62.0,14.9,128.51
6065031502,44.28,4.88,7.86,41.9,14.0,536.14
6085504602,72.08,10.38,6.78,24.0,9.1,1787.2
6085503214,53.77,6.23,9.27,52.9,13.3,630.47
6071007303,36.37,5.4,5.84,63.9,6.0,1248.76
6037222500,59.18,6.26,6.84,64.6,14.0,796.94
6071003612,54.17,4.43,9.37,61.6,20.3,1382.31
6047000304,43.24,4.89,13.43,47.6,14.1,598.21
6107001302,45.85,4.86,10.46,48.2,7.1,514.77
6037294410,44.56,5.58,7.77,54.7,13.5,1424.73
6037554105,79.03,7.9,11.13,55.1,7.4,891.55
6013366002,118.5,4.25,12.17,43.3,9.4,278.5
6037407702,68.67,2.12,10.73,31.0,9.1,941.18
6019005204,118.67,4.44,10.18,68.8,19.5,414.73
6001403300,162.39,5.36,6.32,40.2,8.9,1600.1
6037535902,46.23,6.06,11.83,31.5,15.4,910.07
6065040303,55.89,4.56,12.3,38.6,11.8,1264.52
6095250900,193.5,8.5,15.18,81.4,31.7,224.26
6025010102,60.75,5.11,8.24,58.8,20.9,196.09
6019007700,63.1,5.18,12.73,64.4,14.8,119.06
6059074502,46.96,6.13,7.75,55.8,9.2,572.52
6107004101,58.17,5.77,11.87,75.6,13.3,342.4
6101050302,40.59,5.83,12.26,69.5,20.4,360.88
6071009116,106.71,9.34,17.46,86.8,33.2,370.68
6067007001,76.85,4.44,9.6,62.2,16.8,1015.5
6073011601,79.8,4.87,10.3,69.4,12.7,387.35
6071001808,51.6,5.12,14.93,35.3,1.6,2967.96
6115040100,50.08,4.7,13.87,68.9,16.9,498.66
6037235201,110.34,7.95,8.23,48.6,19.1,946.92
6047000504,78.32,5.09,12.23,61.0,21.6,299.17
6037601802,68.31,5.49,11.03,51.7,10.3,909.79
6037551700,53.29,5.39,9.43,39.4,9.8,1482.98
6075061200,135.72,6.67,9.53,45.5,15.3,388.72
6037296901,84.98,5.25,9.68,41.3,11.6,881.31
6037550800,46.89,4.17,9.19,32.4,10.9,1333.65
6071002803,74.3,6.8,13.02,63.2,18.2,547.28
6037500500,62.94,4.98,13.75,50.7,9.6,707.6
6037115403,44.38,5.31,8.5,54.5,10.7,1377.0
6099003400,49.05,0.93,7.27,61.8,12.0,345.37
6029002813,82.51,5.97,11.06,63.5,14.6,916.76
6037128220,57.53,6.23,14.06,47.2,11.4,1347.97
6037139303,53.51,6.83,9.31,49.4,14.9,3173.11
6059011403,44.36,5.59,7.79,47.6,11.0,703.89
6031000300,78.78,5.96,10.74,54.3,17.0,317.12
6029002700,121.62,5.43,11.62,54.8,12.6,1124.76
6037209810,56.69,5.38,6.98,78.9,12.7,1163.6
6037572201,70.85,5.59,8.5,25.3,10.0,1826.56
6077004403,48.82,4.83,9.34,78.9,23.3,456.16
6037209104,44.3,4.55,4.74,79.5,10.2,1228.75
6081612000,67.59,5.95,7.51,52.1,12.7,1551.93
6099003002,42.34,4.18,10.57,58.6,23.7,819.73
6025010300,125.51,4.44,10.02,47.9,13.0,251.55
6065045706,51.53,5.07,9.04,71.7,23.2,307.77
6059088101,41.75,7.93,6.75,33.2,13.1,998.18
6099001300,90.02,3.56,11.65,31.4,12.7,543.36
6037208902,41.6,6.38,5.08,84.7,5.3,1065.89
6037405203,42.89,7.41,7.45,35.7,7.2,1257.37
6037208401,35.35,4.95,4.67,78.5,10.2,1170.33
6037131701,75.99,7.43,11.07,52.2,11.2,898.2
6037131010,75.99,4.68,11.07,53.8,10.9,1266.18
6001402500,165.52,7.3,6.44,75.5,25.5,531.54
6047002500,68.89,4.31,12.57,37.6,13.1,77.9
6037234800,118.01,7.03,8.79,34.4,15.7,631.1
6037221602,46.78,5.16,6.8,73.1,22.5,3802.46
6107003700,58.17,5.81,11.87,66.2,13.5,344.35
6019007802,61.0,3.61,12.95,88.4,14.5,166.54
6037106510,64.44,6.02,8.17,18.7,10.2,2476.29
6067006201,107.99,6.9,9.15,75.6,29.5,1451.53
6037124203,54.84,5.33,8.57,53.0,10.0,938.84
6013368001,108.14,5.06,10.68,60.3,15.1,542.14
6077005305,113.01,3.91,11.57,33.3,15.2,975.92
6037104108,54.52,5.65,6.04,59.1,10.5,1247.07
6037530901,53.1,4.98,10.63,54.0,9.5,776.7
6037127805,66.68,5.08,9.69,61.3,9.4,1460.13
6029000507,80.96,5.78,11.73,22.0,7.3,1001.35
6037190201,45.65,6.32,7.5,63.7,7.4,1956.14
6065042519,75.3,5.66,11.27,78.9,11.9,1474.58
6067006202,101.34,4.85,9.04,65.9,20.8,931.12
6059087805,45.43,4.85,7.64,47.4,9.6,1024.08
6037553100,79.03,5.22,11.13,35.5,7.8,1798.58
6059074004,43.67,6.61,7.24,33.6,11.3,833.51
6037185202,69.42,4.49,7.73,43.8,10.8,792.29
6071009800,106.1,6.57,12.98,70.5,21.7,1063.78
6037531800,54.8,4.08,10.61,62.1,15.4,937.66
6037301801,37.44,4.59,9.28,41.1,7.9,1767.74
6071002105,50.04,3.74,12.18,39.0,13.8,656.99
6107001602,43.54,6.36,6.63,65.4,15.3,205.79
6065040301,55.89,4.15,12.3,58.6,17.0,1191.25
6047001503,87.5,6.28,13.39,78.4,16.7,152.91
6037555211,53.12,5.33,8.57,65.5,10.7,1547.07
6001410500,165.52,6.39,6.44,64.4,23.5,331.9
6001432501,75.08,4.99,9.79,32.3,7.9,1756.86
6111003201,116.82,5.57,15.05,69.1,14.4,650.96
6037117405,80.01,6.18,9.0,78.9,14.7,2276.89
6113010204,54.98,5.11,8.93,52.1,10.4,939.56
6037106604,64.44,4.38,8.17,47.0,6.5,3298.56
6107004500,47.27,5.03,7.5,65.8,12.7,116.13
6037533104,59.19,3.9,11.02,76.9,11.5,738.52
6037134520,63.55,4.91,9.76,54.5,6.3,1033.14
6037600302,92.95,7.83,7.86,50.5,20.9,651.54
6071006604,68.58,6.98,10.73,68.6,23.2,376.62
6029003114,51.04,4.94,11.74,39.6,15.2,694.12
6037531202,56.06,4.36,8.7,56.6,8.9,798.5
6037554101,79.03,4.39,11.13,67.2,11.9,772.07
6071001704,59.19,4.61,11.17,43.9,8.0,2096.44
6037540101,44.6,5.65,8.84,42.2,7.0,693.12
6037293202,60.73,5.44,7.28,64.8,14.6,718.41
6099003908,52.34,6.38,11.39,66.5,8.2,437.82
6053000900,72.45,3.9,7.24,68.7,13.9,668.1
6065043405,90.77,6.01,15.49,77.0,26.6,816.44
6085501102,58.93,4.62,8.76,33.1,13.2,938.31
6037208610,43.41,5.22,5.84,51.5,16.5,1102.76
6081602300,63.39,5.45,8.04,24.3,7.6,1147.55
6071000208,69.19,4.5,12.02,45.9,10.2,658.21
6047000901,55.26,3.84,8.83,45.2,9.9,179.86
6037530203,54.54,4.44,10.97,43.7,8.0,1671.62
6013358000,128.92,7.24,10.0,30.7,16.3,1307.52
6037191901,37.35,5.23,5.93,40.8,12.4,1768.02
6047000203,60.06,5.29,11.89,49.5,14.5,864.13
6037554405,77.92,6.32,11.0,42.1,10.5,2860.38
6029001102,70.38,6.93,8.74,75.0,20.0,391.06
6037197600,30.09,6.22,4.44,41.2,11.6,3006.04
6037533106,59.19,3.24,11.02,67.9,8.6,924.44
6037119002,73.79,4.28,7.7,40.9,9.3,3457.35
6059011502,50.57,5.15,8.78,42.0,8.7,2197.66
6037555102,68.56,6.11,10.29,52.0,10.3,501.32
6071002804,74.3,4.78,13.02,85.2,17.8,419.91
6059110603,57.71,4.26,8.28,39.3,7.4,1803.54
6071001806,51.6,4.31,14.93,35.0,7.9,2561.23
6071012002,220.9,7.37,20.38,42.9,13.9,434.27
6013381000,147.14,7.7,10.01,48.3,7.0,785.54
6037603500,93.59,5.56,11.42,24.1,3.3,935.23
6037534403,40.88,4.9,8.44,59.1,12.3,1323.15
6077003409,90.28,6.56,13.52,56.5,16.4,612.13
6037576001,83.08,6.97,9.29,21.8,4.4,699.76
6007003700,89.56,8.01,16.83,62.3,23.8,344.47
6067009316,79.7,5.99,10.8,42.3,12.6,470.19
6073003403,92.81,5.54,8.02,59.7,12.4,2558.22
6107003902,52.07,6.2,10.72,61.7,16.2,204.5
6059086501,49.25,4.17,7.47,45.0,7.9,3334.08
6037128102,69.43,5.93,11.97,55.2,11.1,1511.6
6071000901,76.93,5.49,11.49,43.9,9.6,555.38
6037294520,70.22,4.46,10.57,48.2,4.3,1099.89
6059063605,43.69,6.1,6.66,64.1,12.9,814.14
6099001200,74.38,4.85,10.39,47.7,14.4,401.72
6037543502,47.6,5.14,7.74,21.0,8.1,1571.45
6037132700,63.92,6.06,9.35,62.8,5.3,1268.89
6001438203,98.66,6.84,13.78,23.4,13.0,1178.33
6037191203,37.71,7.5,6.32,60.0,13.4,1235.29
6019006300,57.51,5.26,8.36,27.5,11.7,185.63
6037461600,61.68,8.51,7.76,51.2,12.4,1322.11
6037573402,41.95,5.31,7.82,45.6,12.9,1317.13
6071002107,50.04,5.84,12.18,48.3,11.2,723.46
6037117303,74.48,4.23,8.45,36.5,16.9,1426.09
6065042404,59.49,7.14,9.74,67.2,18.6,1321.14
6019007202,64.16,5.98,8.96,39.0,18.0,468.39
6029001000,74.45,3.33,9.34,56.6,17.8,300.76
6065031701,46.22,6.08,7.08,43.2,9.6,351.22
6059086406,64.35,5.31,10.34,38.1,7.7,3561.25
6029001700,171.27,5.51,14.5,37.5,8.0,1079.62
6037601212,92.89,7.79,12.46,63.3,16.9,491.73
6067009008,56.99,6.52,9.87,50.2,13.4,1362.5
6037554404,73.52,7.1,10.39,59.9,13.8,2342.99
6065043006,45.01,6.42,14.28,59.3,14.2,1222.06
6019002906,63.8,4.71,8.41,73.1,11.7,445.74
6029001500,80.28,5.94,9.14,82.9,13.0,348.18
6081610201,89.3,5.78,7.41,58.6,5.4,1045.88
6059087404,53.92,4.73,7.98,66.0,9.9,703.66
6037302506,50.92,3.79,12.0,37.9,11.4,779.7
6059001801,33.89,6.97,5.16,54.0,14.1,1794.15
6037191204,32.76,7.43,5.7,58.6,14.8,1138.56
6037408302,44.02,4.44,8.21,21.0,5.5,3072.45
6037222200,69.43,6.01,8.6,65.4,9.5,1093.0
6037221900,58.23,3.38,8.67,81.0,16.0,957.12
6059089106,43.9,6.54,12.12,59.4,6.6,2259.11
6071003804,78.48,5.17,13.93,45.6,10.6,568.74
6037186301,61.39,5.6,7.26,64.2,5.2,1367.51
6037192520,44.73,6.26,5.19,66.7,11.9,2242.02
6037192510,49.92,9.2,5.6,54.5,10.9,1512.32
6029006304,39.16,3.92,9.39,79.5,15.4,157.53
6059074200,47.58,5.09,7.87,56.1,7.6,844.64
6085503602,64.59,6.69,9.67,52.8,14.4,2058.27
6037552900,62.19,4.86,13.27,39.9,7.9,551.4
6065031002,69.71,6.2,10.3,58.7,11.9,394.12
6085501401,47.16,5.58,7.05,46.4,7.5,1915.11
6077005130,82.64,3.63,14.08,40.6,8.1,331.08
6029003400,34.02,8.33,11.24,59.9,12.5,343.98
6029003206,50.43,4.67,11.58,34.4,9.3,360.77
6077003601,49.56,3.86,9.47,29.9,13.9,850.93
6037404902,62.29,4.97,10.58,41.4,15.0,493.33
6029002815,82.51,7.13,11.06,49.3,15.3,862.32
6065042706,50.89,7.22,12.93,62.5,26.6,446.31
6001402400,165.52,6.7,6.44,49.7,16.2,186.3
6085512310,38.43,5.01,8.81,42.8,14.3,1027.54
6037601303,99.89,6.91,8.28,61.5,15.5,1257.96
6019005804,47.05,5.38,6.3,47.9,13.9,336.53
6071002602,47.51,5.42,11.16,34.8,12.3,348.45
6037554001,79.03,6.13,11.13,30.3,7.8,824.12
6111004704,33.31,4.73,6.31,46.5,10.1,508.98
6037134720,57.95,6.22,10.27,31.7,9.3,856.34
6067006300,128.07,4.28,13.96,65.4,24.4,493.79
6099002006,45.93,6.89,10.36,40.5,17.7,442.77
6037602506,66.13,5.62,8.91,53.4,11.3,756.94
6113010101,80.98,5.05,13.37,63.2,13.8,398.28
6037297201,84.98,4.7,9.68,39.9,14.8,654.23
6037212203,38.64,7.86,7.0,84.4,4.5,1402.7
6073011801,73.62,4.48,9.13,63.3,9.0,820.59
6037221220,39.09,6.44,5.05,64.5,13.5,1128.32
6071003101,74.3,4.95,13.02,63.8,11.7,360.2
6037120108,83.57,7.11,9.28,71.8,17.3,819.21
6071007407,72.24,7.17,9.6,79.3,14.6,1180.66
6019003301,103.5,6.09,9.33,55.2,19.5,411.14
6037120103,95.94,6.82,10.65,90.1,12.8,722.3
6031000200,71.47,5.21,9.87,34.5,5.0,167.47
6019006202,72.31,4.24,9.6,62.3,16.1,196.16
6071008001,46.81,6.61,8.62,36.9,9.7,1070.97
6059075002,45.66,6.45,5.81,72.1,5.4,781.05
6037208620,39.4,6.73,5.32,57.9,16.8,995.0
6077005133,81.0,4.86,12.98,31.4,14.1,913.43
6019005410,93.29,8.83,7.52,40.0,16.0,694.06
6071000603,46.51,5.59,11.33,33.8,8.7,2446.24
6059074108,45.3,6.76,8.16,49.7,8.8,846.17
6037576403,88.07,6.56,8.81,72.2,19.0,886.35
6037407900,48.73,7.29,7.8,26.3,12.4,595.92
6037124105,35.62,6.87,6.2,59.0,14.5,966.5
6037503104,46.81,4.67,8.82,44.2,13.1,466.05
6037117404,67.06,5.26,7.71,30.3,12.5,2842.66
6019005203,112.49,5.96,9.67,60.5,22.3,394.38
6037551401,38.3,5.39,7.59,38.4,4.5,1220.45
6029001201,101.0,6.31,11.41,81.9,20.5,437.71
6077005135,98.38,3.96,11.06,25.5,10.4,852.95
6037134904,53.78,3.78,9.65,44.2,8.5,1438.88
6013314103,150.18,4.42,14.45,60.0,21.9,610.13
6037602504,78.54,5.23,10.73,53.7,10.2,1473.48
6047000801,67.83,6.56,11.95,40.0,12.4,295.97
6099000601,88.11,3.25,12.6,23.6,16.4,1545.22
6115040302,50.01,5.11,13.85,71.7,21.2,639.59
6037603004,79.41,5.73,10.07,39.2,5.1,810.67
6073012501,57.45,3.88,8.14,67.0,15.2,1474.21
6037209403,33.03,5.28,3.65,86.4,15.3,854.86
6037127520,41.0,5.88,5.1,72.3,11.9,2683.04
6071000824,81.42,6.53,12.04,59.6,7.3,551.99
6067006101,124.91,5.62,10.62,52.8,19.6,1515.48
6037535503,46.23,6.74,11.83,74.3,10.7,1051.24
6037221120,33.6,8.18,4.45,73.1,15.2,1226.16
6037406800,46.97,6.15,9.03,30.1,12.0,1557.62
6029006500,79.63,6.49,13.71,59.2,25.3,132.97
6067007007,75.68,5.76,9.17,51.5,14.3,1278.58
6029002816,82.51,5.57,11.06,61.2,15.9,484.63
6037402803,70.31,3.74,10.29,67.6,15.6,424.04
