Census_Tract,Asthma,Low_Birth_Weight,Cardiovascular_Disease,Poverty,Unemployment,Traffic
6055201602,34.09,5.2,5.32,19.6,8.8,553.32
6111006302,31.55,7.94,8.3,26.7,13.1,356.65
6075011901,28.33,7.58,3.12,25.1,7.6,717.55
6085505800,37.55,3.16,7.13,15.6,7.3,1658.88
6073001200,37.45,5.03,5.21,45.9,7.3,1207.74
6037910713,62.11,5.3,12.21,59.7,18.9,348.54
6067005803,44.86,5.26,6.09,10.3,4.8,689.2
6019005505,30.13,5.15,5.59,14.9,10.4,186.04
6037430400,16.74,4.42,5.37,13.8,9.6,1614.32
6037265602,13.51,2.07,6.37,20.3,3.7,2541.26
6071010419,74.02,4.31,15.26,43.9,16.1,337.02
6037503601,33.69,2.91,8.69,21.0,8.5,592.39
6001403502,26.0,5.19,2.45,21.1,9.4,2935.47
6033000701,111.66,5.61,8.24,51.4,14.6,102.49
6085508703,22.35,5.02,5.36,14.4,7.1,688.6
6029002820,37.31,4.26,8.9,21.2,5.9,358.0
6065043235,20.56,3.99,11.55,20.0,7.9,337.5
6059110015,25.77,2.8,5.98,10.1,10.0,772.85
6085503115,30.51,4.14,6.22,13.8,5.8,951.29
6065046403,36.13,4.19,12.39,30.1,14.0,363.46
6095252705,90.99,4.29,10.07,29.9,4.7,406.81
6037700700,17.09,5.63,5.84,8.9,4.9,1061.46
6073019406,54.72,3.39,7.22,34.5,10.0,1746.7
6065046103,90.04,2.71,15.17,23.0,6.3,124.9
6087121402,30.6,3.15,5.52,40.9,5.3,909.38
6013389100,39.16,4.71,5.55,16.6,10.7,345.42
6085506601,19.77,6.0,4.27,22.8,4.9,564.17
6037920334,23.31,3.01,8.43,22.7,8.8,1407.62
6073020023,24.94,2.29,6.29,40.4,9.5,1132.47
6083000101,32.99,3.59,3.9,27.8,7.0,993.58
6097150800,48.2,3.8,7.94,25.3,7.4,313.75
6001441402,40.67,5.41,8.27,8.6,5.5,1277.82
6065044904,43.82,3.79,9.25,35.7,10.8,526.77
6085502400,33.81,5.39,5.62,15.2,5.8,1116.33
6073016614,38.81,4.43,7.98,16.5,9.7,541.08
6085512307,37.47,3.11,8.59,18.7,10.1,303.02
6059052523,14.61,4.81,4.09,14.6,5.8,1826.75
6077004305,27.54,3.28,7.92,24.0,11.1,356.01
6075060400,31.36,3.33,5.08,39.5,8.2,520.73
6065042709,25.0,4.35,7.2,34.3,12.1,242.17
6111001101,26.87,5.87,5.78,21.4,11.9,507.25
6037137301,40.24,4.46,8.27,12.0,6.7,505.52
6037430723,18.19,2.56,5.32,23.6,10.2,703.21
6067008140,51.76,4.31,8.18,22.6,19.4,785.81
6065044806,36.98,4.46,5.51,50.8,22.2,481.64
6065045226,36.36,4.74,6.31,32.9,13.7,406.75
6085508503,16.43,6.76,5.58,13.7,5.0,625.21
6037920028,27.23,4.75,8.37,13.3,7.0,342.44
6023000400,67.53,4.56,8.25,49.9,9.7,1228.76
6059052515,17.72,3.9,4.7,20.8,6.1,420.86
6071011404,47.9,6.6,12.13,30.6,23.5,167.43
6019005907,39.67,6.25,6.43,14.5,5.3,251.83
6073016810,44.24,7.37,8.52,18.8,14.9,421.19
6073020806,25.26,4.33,7.2,38.7,11.7,254.93
6065043217,26.9,3.39,10.14,21.8,8.9,342.85
6073019601,41.34,4.96,7.73,30.0,6.9,696.24
6037910207,43.18,5.46,10.67,29.3,9.2,320.8
6033000502,51.27,4.0,9.01,54.2,8.2,109.07
6073014602,35.14,4.43,5.33,23.2,7.3,2169.01
6085506703,20.58,4.35,5.0,23.5,10.6,1029.4
6067009329,53.23,5.91,10.89,44.0,11.7,294.36
6115040902,18.01,3.82,10.47,44.0,16.9,112.93
6037403324,22.35,3.3,7.12,17.9,8.3,618.06
6059021922,21.17,3.9,6.93,13.1,4.7,1861.0
6073019702,37.81,4.93,6.47,32.6,3.1,1328.08
6073009101,39.0,3.69,5.58,12.6,8.1,1457.41
6095251804,173.4,6.76,11.92,21.3,4.3,368.16
6073020809,25.26,4.85,7.2,32.6,9.0,205.0
6073019806,19.59,4.28,4.22,24.2,9.4,565.26
6097154100,24.4,5.91,4.44,29.4,3.9,205.03
6017030301,19.56,6.43,4.23,48.7,18.6,800.28
6073000202,45.16,2.44,7.23,15.4,3.2,942.39
6065044507,73.47,4.99,9.5,71.0,16.5,250.2
6001442301,52.84,3.99,8.6,22.8,5.7,478.93
6001442601,45.35,7.05,7.97,5.7,4.8,725.36
6037431300,28.24,3.72,6.54,10.9,5.8,510.94
6085512035,29.71,4.94,5.81,14.2,8.7,246.4
6111005908,24.82,4.88,7.64,17.8,9.5,1034.04
6065043250,26.11,3.6,9.79,23.1,7.2,588.21
6097150203,25.17,4.95,7.47,20.7,11.6,368.52
6097150902,48.2,4.97,7.94,17.8,6.0,537.8
6097150306,24.35,4.28,7.19,28.7,10.0,691.96
6073013412,47.77,3.91,7.23,10.8,10.1,1562.04
6087121500,30.6,4.36,5.52,29.3,14.6,588.95
6037216100,38.99,2.52,5.58,20.0,9.5,1847.43
6085507805,9.85,4.93,4.41,10.6,8.5,1641.81
6073009301,38.68,4.5,5.35,27.7,11.3,473.11
6085510700,10.55,5.1,4.52,20.2,7.1,767.26
6081600402,65.53,7.34,6.06,27.1,5.6,573.34
6001441401,40.29,5.3,8.48,18.0,4.1,1525.07
6085506502,31.44,3.87,7.71,15.2,3.3,1410.77
6041104102,31.27,5.44,4.45,33.9,4.2,948.69
6067007426,56.13,2.91,8.86,35.0,10.7,604.24
6037571102,41.17,5.09,9.9,21.8,3.1,583.95
6013332000,65.75,3.53,8.1,20.4,7.4,807.35
6081603801,67.25,5.36,8.35,19.0,5.1,1104.11
6085508602,21.56,4.42,5.21,11.9,8.5,642.24
6023011600,48.56,3.9,9.67,54.0,10.1,69.74
6085511000,62.63,3.5,7.07,7.3,5.9,1338.82
6017030402,19.56,5.13,4.23,41.3,15.1,518.85
6019004301,42.92,2.75,6.47,14.4,4.0,553.98
6071000107,23.93,4.97,6.65,8.8,8.1,793.76
6109001100,61.06,3.4,12.82,30.6,8.8,422.51
6001451505,36.63,5.21,10.75,7.7,3.6,237.53
6089011209,70.22,4.22,8.58,53.5,14.4,880.3
6059110114,27.22,5.05,7.57,20.2,6.7,853.91
6059032012,24.29,6.12,6.5,10.9,8.6,2368.79
6037910206,42.36,6.25,10.51,20.6,6.5,194.44
6037276601,20.98,2.16,5.17,19.2,10.4,803.76
6071008401,45.14,3.42,8.16,22.4,4.7,365.33
6067009619,55.67,3.92,10.65,22.3,8.1,1007.56
6007000800,41.17,4.13,7.85,43.0,5.6,709.48
6067008122,36.59,6.9,6.54,26.0,5.8,764.44
6037400207,30.71,7.04,7.06,9.6,6.9,530.22
6075026301,53.43,4.38,7.0,37.4,8.3,563.28
6067009330,53.3,5.34,10.9,24.9,6.0,346.79
6067008143,47.77,3.82,7.62,33.7,12.7,1036.16
6111005100,28.35,2.99,5.64,18.7,5.6,360.19
6095250501,93.65,3.29,9.72,38.2,10.7,644.96
6095252201,43.23,5.21,7.66,7.1,10.5,1176.83
6079012402,38.7,4.55,5.6,38.1,5.1,526.35
6073010501,75.38,2.44,7.59,26.8,8.9,373.61
6085509500,17.3,3.81,4.37,27.6,5.9,544.07
6085502909,37.11,4.3,6.71,21.6,7.6,1177.19
6059099406,30.93,3.46,6.85,16.8,5.7,938.39
6075026001,55.46,4.54,7.27,36.9,7.2,424.09
6001406700,80.31,3.89,8.16,22.6,9.6,564.71
6055200602,43.97,4.28,7.29,27.0,3.3,475.55
6037297300,51.19,3.24,6.2,23.2,6.5,468.78
6037103101,40.3,3.8,9.55,25.9,9.7,166.61
6061021129,40.35,5.23,6.45,25.7,16.6,923.01
6065041803,27.05,5.41,8.76,5.5,11.1,265.31
6037500100,53.99,4.08,9.62,8.2,1.9,422.15
6037408703,24.52,3.45,5.47,14.6,3.7,1477.63
6059021809,26.8,2.19,7.97,8.2,4.3,577.05
6085512033,35.27,4.92,6.66,19.5,8.9,753.09
6037300901,19.75,4.71,5.23,5.1,7.9,970.27
6009000300,58.33,4.04,7.49,28.0,11.1,178.45
6023010102,43.59,5.19,7.82,58.5,13.2,86.72
6001407800,59.07,4.49,4.09,26.1,9.6,2143.41
6095252914,72.28,4.81,9.59,17.1,7.5,321.38
6013355109,124.86,5.45,10.16,24.6,15.2,580.38
6059052519,16.0,4.78,4.51,16.2,6.1,1493.94
6081601800,64.62,3.4,8.23,15.4,6.2,800.34
6037141600,16.89,5.56,5.77,9.1,10.8,2922.33
6037108201,27.09,3.82,7.04,8.0,4.4,794.12
6059099231,26.03,6.06,6.22,9.0,4.5,533.66
6067004005,49.96,6.09,7.33,21.7,11.7,227.23
6001451601,36.56,4.05,10.73,12.8,5.3,293.12
6059099251,29.56,3.56,7.15,29.1,2.8,1857.87
6043000200,39.96,2.22,12.21,28.9,9.6,51.75
6059021917,30.0,3.36,7.58,6.5,13.0,576.72
6095250106,82.68,5.92,8.7,12.2,9.4,672.56
6073019206,33.16,6.46,5.85,55.3,7.2,629.68
6059063201,45.2,3.55,6.89,24.2,3.6,1204.37
6111007511,31.54,7.04,5.87,15.6,7.3,479.53
6007002601,86.65,3.0,12.75,17.6,6.3,110.06
6065044510,73.47,4.47,9.5,75.8,17.3,353.91
6089012302,50.79,3.61,9.45,38.0,8.4,75.18
6037401002,34.42,3.59,7.37,28.7,10.3,322.91
6059021825,18.15,6.52,7.24,4.8,6.1,604.83
6073018803,35.77,5.19,6.17,16.5,7.7,820.23
6085504416,20.28,4.81,5.89,17.6,3.1,1854.43
6073019602,37.21,3.08,5.91,38.2,4.1,592.44
6037189702,23.5,3.77,5.29,18.0,7.6,2668.04
6059063103,22.81,6.96,3.77,28.6,9.2,394.36
6023000300,61.76,3.96,7.38,57.1,14.1,1337.11
6065044604,55.82,2.96,9.37,51.2,10.0,438.4
6075026003,45.3,5.68,5.93,37.4,10.2,503.04
6037920039,38.16,3.92,10.24,6.4,10.0,1168.96
6037108104,28.38,7.94,7.52,21.8,3.4,124.46
6079011002,30.83,4.65,5.55,50.9,5.0,615.23
6059110001,30.76,3.62,8.39,16.0,5.8,784.22
6071009109,53.19,5.45,9.36,33.9,12.1,512.41
6067009331,46.89,4.68,9.71,12.1,6.2,257.29
6065043248,26.11,4.2,9.79,13.5,10.0,188.61
6059052514,13.93,4.73,3.73,21.6,11.9,1433.69
6095253203,76.48,3.13,9.47,28.6,10.4,250.99
6059110006,30.1,3.23,6.83,10.1,6.2,1805.43
6019005507,41.92,3.68,7.69,19.5,5.3,319.54
6001430600,53.5,4.93,6.71,10.1,7.0,942.74
6111005305,21.19,5.56,6.81,9.9,6.2,1223.07
6037800329,18.88,6.02,6.34,12.0,5.6,1209.81
6037920314,24.71,3.32,8.96,11.0,5.6,969.23
6055200803,43.97,3.31,7.29,33.6,6.8,240.27
6071008403,45.08,2.72,8.37,9.4,8.3,1055.88
6075011200,27.79,5.13,3.71,26.0,3.9,541.88
6039000103,19.87,6.03,5.96,44.4,11.0,315.71
6029003808,30.27,3.83,7.75,18.1,5.7,680.28
6085505008,31.55,4.71,8.01,11.7,1.5,513.12
6071000116,24.59,4.39,7.6,12.9,4.8,435.14
6075015300,64.21,2.99,6.56,16.1,2.4,695.35
6037920116,27.27,5.18,11.06,6.7,7.2,1110.95
6007000104,27.44,4.31,5.95,43.4,8.9,521.15
6085512052,38.51,5.73,6.61,16.3,3.9,636.85
6083002932,33.07,4.32,5.51,27.8,4.7,401.28
6073020709,35.63,3.24,7.07,18.8,7.7,379.45
6111003013,38.26,4.67,6.82,26.6,8.1,597.69
6067009324,39.9,6.8,8.25,19.3,8.0,298.1
6041102203,33.92,4.89,5.38,36.9,7.6,675.5
6065042714,35.55,3.88,11.97,22.7,12.7,344.24
6085504201,50.69,3.14,8.83,13.8,7.9,246.45
6097154202,55.17,5.15,7.02,16.9,7.1,166.19
6053010603,56.43,4.33,6.66,26.2,8.6,409.67
6073018515,35.63,4.98,7.32,14.2,4.4,1475.6
6085512021,33.32,4.9,7.78,23.7,6.7,491.69
6101050604,19.51,3.05,7.9,25.5,11.4,390.94
6085503802,42.4,5.37,7.52,31.3,7.1,413.53
6053012700,29.56,4.82,4.06,24.3,5.2,110.66
6037577501,28.26,4.67,7.63,15.5,12.3,715.81
6001423500,44.15,3.77,5.03,37.2,10.9,802.92
6085512019,35.9,4.53,8.57,16.8,3.4,651.0
6083002806,56.87,3.38,10.71,30.9,8.7,190.39
6073002902,48.58,3.29,5.72,43.7,9.2,525.13
6071009201,50.35,7.32,9.23,37.3,5.6,322.85
6073020904,21.66,9.3,6.26,30.0,5.8,119.2
6073013314,24.37,5.69,5.87,24.8,8.2,351.69
6067008136,51.86,4.72,8.57,31.9,10.8,820.31
6059099512,26.43,3.42,7.98,21.4,4.2,797.35
6083000102,27.9,5.16,3.45,34.9,7.9,923.17
6083000301,57.02,4.78,6.03,40.0,4.3,876.38
6059011710,31.52,4.17,9.27,10.9,18.1,491.17
6037135201,38.24,2.72,7.35,23.1,5.4,910.38
6037910210,43.18,5.39,10.67,17.9,13.0,513.75
6007001703,66.16,5.52,13.63,39.2,23.5,264.44
6095252306,54.27,6.86,9.46,15.7,5.5,1665.74
6111006600,31.55,4.55,8.3,22.4,11.1,525.11
6067009636,44.44,6.01,9.08,19.0,9.7,512.75
6073019106,22.96,5.02,6.2,29.6,9.9,377.13
6077004202,25.12,4.94,5.67,16.9,8.6,434.16
6037900103,114.23,6.65,14.01,63.8,10.9,164.97
6067009332,33.18,6.67,6.85,18.0,10.9,281.04
6075015100,57.05,2.94,5.68,14.0,3.5,845.74
6073019903,34.95,2.65,6.27,33.8,7.9,496.73
6095250105,93.65,6.94,9.72,21.9,4.8,724.96
6111001401,37.94,4.49,9.23,14.5,5.9,528.0
6075022600,36.76,4.67,5.57,7.7,4.0,985.45
6073020103,25.76,3.92,6.14,20.3,11.3,741.58
6073020305,23.56,4.9,6.04,27.5,7.3,685.05
6085504420,24.46,7.45,7.34,11.4,10.0,1369.04
6067007207,46.03,5.25,9.32,33.8,9.6,350.05
6081609202,27.3,4.95,5.23,20.5,5.6,657.82
6067009404,30.39,4.33,7.41,16.3,6.2,93.6
6073009802,29.4,4.77,6.17,32.0,11.3,693.94
6059021827,21.62,3.01,8.95,15.5,9.9,835.73
6111005204,33.65,6.0,8.72,5.9,5.9,358.19
6065030601,42.35,1.6,7.07,7.1,9.3,670.56
6063000501,71.23,4.76,11.19,31.4,9.3,121.02
6037262704,12.6,4.83,5.89,12.5,10.3,812.18
6037403407,23.52,2.72,6.77,17.1,6.9,411.07
6067009312,50.22,5.08,10.27,33.9,6.2,502.62
6059063004,23.01,6.05,4.47,16.6,3.7,750.58
6055201004,54.98,4.36,6.96,25.5,9.1,315.89
6059021822,26.8,3.76,7.97,9.8,6.4,279.71
6085512005,35.9,4.04,8.57,21.4,5.5,851.59
6001422400,21.08,6.29,4.56,37.7,4.5,547.41
6055201500,16.72,7.04,2.72,19.5,5.0,641.22
6061020717,43.46,3.56,9.13,13.2,8.4,1218.63
6053013000,29.67,6.39,4.08,23.1,6.1,578.69
6081607300,45.36,5.3,7.08,11.4,7.1,731.48
6037408627,30.78,3.57,6.64,23.4,11.5,825.91
6077004303,27.54,4.53,7.92,23.3,10.6,405.88
6073013313,27.93,3.83,4.82,16.4,6.8,853.05
6083001901,25.08,4.51,6.85,32.1,5.0,295.75
6097150304,25.17,3.44,7.47,33.8,8.2,386.01
6067008704,31.57,5.03,10.77,21.1,6.0,332.51
6089010602,83.24,3.3,9.42,25.6,14.2,477.32
6035040302,34.4,4.65,6.66,26.7,6.4,387.17
6037621326,26.64,6.57,7.32,9.9,5.0,784.48
6067009615,55.67,3.88,10.65,24.5,12.4,536.93
6037901007,49.11,4.26,9.76,19.9,9.2,522.78
6111007903,41.29,5.12,11.0,5.8,5.9,1397.85
6075022902,57.85,3.86,6.92,25.4,4.9,699.91
6073008361,16.66,7.19,3.73,35.3,2.8,969.31
6067007106,48.41,5.39,9.18,20.2,6.9,436.28
6073020109,28.65,4.13,5.84,43.1,5.1,599.16
6037262100,10.65,5.88,4.9,12.2,7.3,927.77
6065048100,23.17,2.22,7.52,14.1,9.2,3282.64
6053010305,28.55,5.56,3.75,24.7,9.2,572.91
6001428600,61.42,3.74,8.87,19.3,6.8,433.19
6095252107,58.36,4.08,8.57,9.8,6.2,512.04
6109003200,40.7,3.23,13.76,27.2,7.9,166.05
6097152904,44.89,3.88,7.14,24.9,7.9,659.02
6085504315,32.1,4.8,8.08,24.8,6.7,384.09
6001441523,44.08,4.52,9.38,10.2,8.0,3219.01
6073018512,30.43,4.48,5.73,34.0,8.7,551.27
6067008404,26.29,4.8,8.16,28.1,7.9,628.05
6059042103,27.09,4.17,6.44,26.3,6.6,1807.6
6073018613,39.77,4.8,7.37,26.7,4.7,1016.8
6067008142,44.7,3.83,7.11,45.3,8.2,895.24
6111008304,40.82,4.33,11.19,10.5,5.5,1387.56
6095252106,58.36,3.26,8.57,12.6,9.9,573.02
6037620102,24.63,3.66,6.81,15.4,6.3,624.32
6065044807,44.2,7.46,6.51,34.2,9.5,578.64
6037910807,34.35,5.08,9.31,15.6,9.1,1006.01
6061021108,39.06,3.8,6.27,36.5,7.0,1322.98
6037301400,25.23,2.35,7.51,18.7,5.0,465.44
6067008600,25.83,4.14,8.02,11.7,4.5,296.6
6061021501,36.35,2.89,5.9,22.9,10.1,322.39
6067005801,67.83,2.26,6.81,20.4,8.6,713.26
6001440332,77.83,5.11,10.5,5.0,4.8,371.46
6071000111,24.51,2.7,7.5,10.2,10.8,506.59
6019004302,47.22,2.8,6.87,21.5,7.9,467.93
6073008902,17.22,3.79,3.18,24.4,5.1,2237.24
6077004703,23.66,4.65,7.03,23.7,11.2,203.72
6057001206,10.33,4.66,3.16,27.0,9.8,490.79
6037463500,26.13,2.12,5.43,23.2,5.6,888.37
6001450746,28.21,4.8,7.77,13.0,9.7,550.62
6029003203,28.64,3.25,9.97,5.0,9.1,435.65
6065043229,33.01,2.86,9.97,19.1,12.0,371.84
6061020713,41.58,3.8,8.52,31.6,7.5,1988.16
6065043266,18.28,1.64,6.88,49.8,14.1,444.51
6057000802,46.62,3.12,8.94,28.7,5.3,284.54
6029003813,27.03,4.12,8.61,10.6,5.3,470.14
6067007905,80.17,2.6,6.68,22.4,9.0,870.07
6059110004,28.22,3.92,7.33,7.7,5.6,1630.15
6083003004,33.28,7.01,4.23,10.8,5.8,1233.05
6067001600,40.58,3.33,8.09,14.0,5.7,1434.39
6111008005,41.29,3.42,11.0,31.3,9.1,591.28
6065044925,44.85,4.19,9.5,37.2,12.5,270.57
6075047802,21.61,6.63,5.03,30.2,5.3,381.31
6059001706,23.3,5.74,6.07,13.9,1.6,787.55
6081601604,37.6,3.35,5.49,18.4,6.4,1513.21
6085502800,28.69,4.8,6.4,10.9,9.6,1172.79
6067008124,50.55,4.68,8.11,22.7,14.0,814.25
6037430802,16.52,4.47,5.13,21.2,3.0,609.9
6023010600,56.84,6.52,7.36,20.7,7.4,1255.04
6067007105,50.1,3.55,9.73,33.6,10.7,419.16
6045011200,26.91,4.49,4.04,50.0,8.6,128.13
6085506503,31.49,2.98,7.72,20.2,3.0,631.34
6037214700,25.36,2.26,6.34,16.5,8.5,1155.4
6007000102,32.37,3.57,6.36,44.9,9.0,591.26
6001423602,20.26,3.31,4.94,65.7,11.3,423.98
6067008120,33.81,4.8,5.82,34.0,12.9,763.62
6085506302,37.64,5.12,6.92,9.3,6.5,1173.88
6065941300,55.82,2.5,9.37,34.9,11.9,459.17
6073010011,53.72,3.33,8.09,34.7,14.0,408.93
6075025600,42.11,3.96,5.48,23.7,7.5,1130.25
6111007505,41.29,5.45,11.0,10.0,11.5,574.27
6059021828,21.6,6.62,8.93,4.7,7.5,135.05
6071008302,41.96,3.97,11.68,16.9,3.7,226.27
6111001900,39.78,6.36,7.01,22.7,5.5,478.49
6001423901,51.81,5.43,4.31,25.3,7.0,650.98
6019006402,31.31,5.93,6.58,23.3,10.5,97.64
6081608501,45.36,3.36,7.08,15.8,5.9,1560.05
6065043272,28.2,4.98,9.16,19.3,15.7,136.19
6113011204,47.34,3.83,7.84,27.1,6.9,438.14
6059075813,21.3,3.27,4.71,15.4,8.4,1853.21
6113011500,26.83,3.37,4.39,44.6,12.2,124.9
6053010202,33.6,4.32,4.45,36.9,3.4,297.41
6073017809,25.71,6.25,4.52,21.3,11.8,1506.4
6037920118,23.43,3.23,9.44,12.2,11.0,936.96
6075015200,52.56,2.31,5.3,23.0,6.7,775.16
6039000108,24.1,4.87,6.61,44.9,8.1,259.96
6017030602,23.65,6.39,5.48,36.0,11.7,93.8
6001450741,28.59,4.46,7.89,19.3,9.6,487.8
6085503331,36.33,5.56,9.84,10.0,11.5,350.65
6067008402,26.29,4.32,8.16,21.8,15.3,663.89
6079012304,25.55,3.93,3.82,20.7,10.4,352.34
6085512037,49.76,7.58,8.4,11.8,8.4,1025.93
6089011300,70.22,4.56,8.58,52.3,11.4,533.99
6045010100,70.54,1.37,8.32,62.7,18.4,27.86
6081607800,31.31,4.53,4.61,17.2,4.0,2287.42
6037400204,35.97,2.73,8.38,8.9,7.5,1522.11
6065030603,37.79,3.42,6.13,15.1,6.6,1169.12
6073020805,25.26,5.12,7.2,42.1,8.5,327.61
6067008005,39.16,4.13,7.34,12.9,5.3,852.2
6081604000,67.25,4.92,8.35,12.2,8.8,1001.24
6113010510,23.36,1.65,6.7,49.9,8.3,295.35
6001441302,41.68,4.41,7.61,13.2,7.1,605.34
6097152201,46.13,2.82,6.44,42.7,8.6,869.22
6073020105,29.74,3.34,7.64,38.4,7.2,591.45
6065941000,40.17,2.97,6.16,45.9,11.4,706.41
6065043262,22.48,4.96,8.43,16.9,8.2,322.13
6065045304,28.68,4.07,6.71,25.1,6.2,810.37
6037901004,52.17,5.57,10.51,18.6,10.5,348.53
6037800203,13.83,5.45,4.46,15.3,8.1,3781.52
6073004300,64.18,3.17,7.46,19.9,6.3,361.85
6053013800,58.31,3.66,7.12,30.7,12.9,396.25
6085503329,26.59,7.41,7.0,9.4,9.6,452.11
6089011001,82.9,3.64,9.39,17.7,8.7,78.85
6037462600,35.37,5.03,5.73,11.7,7.9,686.03
6073013415,54.94,3.91,7.81,6.8,11.2,717.56
6075045100,22.1,6.24,4.47,35.9,5.1,499.69
6065044924,44.85,4.23,9.5,32.8,8.4,274.62
6075015400,32.89,5.36,5.01,18.8,8.1,605.29
6007002000,50.44,5.9,11.01,35.0,11.1,283.76
6037571200,25.88,4.73,6.51,22.0,4.5,615.95
6073018609,30.74,4.53,5.8,42.1,11.2,591.02
6061021046,40.89,5.09,7.77,27.9,4.5,583.14
6065940700,43.17,5.88,6.32,33.0,12.2,596.87
6045011102,33.57,4.62,4.24,36.7,9.7,128.89
6013304005,42.51,4.19,7.83,13.1,5.4,306.04
6065044923,44.85,1.28,9.5,39.6,15.5,359.9
6073020903,21.73,3.16,4.71,47.0,18.5,89.93
6051000200,32.08,7.55,7.68,37.9,12.1,219.53
6065045121,29.11,3.8,6.75,32.9,16.5,450.63
6037503602,37.26,2.39,9.99,15.1,3.0,651.82
6113010703,23.36,4.5,6.7,64.2,7.2,409.46
6001423902,32.8,9.88,4.26,15.6,11.3,635.1
6059021919,22.64,5.22,6.24,18.9,8.2,297.55
6071002031,26.39,4.35,7.79,10.2,5.5,1318.5
6019005702,51.12,3.5,8.05,14.4,8.8,237.51
6087100600,29.67,3.87,5.59,31.9,6.2,651.46
6037500201,38.17,4.26,8.81,10.9,4.4,541.65
6089010703,40.96,5.58,6.23,38.6,7.3,750.2
6097150702,48.11,3.43,7.93,16.3,6.3,891.39
6037461200,38.5,5.65,5.73,13.5,7.2,426.11
6073021302,15.23,5.46,4.02,26.2,4.4,166.91
6085504415,23.11,6.54,6.84,11.6,10.5,296.64
6051000102,7.29,5.08,3.78,24.3,13.7,75.78
6085502604,31.49,4.37,7.72,15.8,0.2,1639.43
6081608004,22.07,5.98,5.49,7.8,4.4,638.74
6019005508,26.13,4.55,4.93,10.8,11.0,230.34
6023010300,47.53,1.85,6.31,37.0,12.4,444.01
6085512045,48.43,4.81,8.2,11.6,12.4,878.57
6065044916,33.86,5.54,7.44,55.4,6.5,274.34
6037651402,26.83,3.95,6.41,16.2,4.8,814.82
6073009106,27.68,3.07,4.52,27.1,7.4,1559.35
6065043246,25.45,4.55,9.54,17.6,4.8,219.15
6059099306,27.01,5.04,6.75,16.6,3.0,531.94
6073017048,24.35,3.36,6.53,36.6,4.1,351.64
6037920339,12.11,4.6,5.4,9.6,7.8,1206.94
6017031000,49.01,3.44,8.74,39.0,8.5,373.71
6059042315,22.54,2.43,5.96,15.6,11.6,1643.91
6013324001,24.32,4.22,4.02,26.4,2.6,2570.06
6037620001,27.04,2.25,7.48,12.0,6.4,1057.7
6037701601,22.31,6.15,5.13,9.0,6.6,1042.63
6097153705,45.59,2.92,5.08,34.2,11.3,182.0
6079010201,48.39,3.77,6.65,21.1,5.4,363.18
6015000105,66.46,1.32,16.03,32.0,8.1,511.51
6037920331,24.53,4.05,8.94,18.0,9.6,774.13
6001450751,30.65,5.4,7.31,3.4,4.4,2715.04
6037400206,36.06,2.46,8.49,8.9,6.3,1165.57
6111005404,29.45,3.53,7.81,15.6,3.9,404.43
6081603802,56.03,4.51,6.95,15.3,6.6,940.59
6071011403,47.9,2.38,12.13,50.3,11.9,399.8
6097151307,33.5,5.1,5.66,19.3,6.4,868.24
6075035300,24.53,6.32,5.54,24.4,8.7,583.75
6059099310,27.01,5.15,6.75,24.8,8.5,467.0
6061021322,31.79,2.98,7.1,19.8,8.6,195.42
6001422700,17.21,3.95,4.22,68.2,16.9,123.64
6075026302,41.69,5.31,5.37,20.0,9.3,547.08
6085510801,54.85,3.35,6.35,6.2,3.4,1248.74
6037574300,28.11,3.53,7.36,19.8,3.2,1549.82
6013359204,56.24,3.72,8.08,8.6,4.9,1416.37
6095253106,72.28,4.13,9.59,25.1,12.3,357.86
6029005403,60.93,4.65,20.34,38.3,13.3,171.83
6073021600,13.51,3.16,2.38,26.8,11.1,550.28
6067009632,46.51,4.6,9.52,18.8,8.7,500.17
6061021103,50.49,3.63,7.89,39.5,6.7,663.77
6037265601,12.91,3.32,6.04,19.1,3.5,794.41
6087100800,25.72,3.29,4.74,41.0,6.3,479.0
6075025300,57.85,3.29,6.92,24.7,1.0,522.22
6067007431,55.63,4.51,9.3,31.7,10.4,265.32
6057000702,69.84,2.94,10.01,20.6,11.2,195.01
6037403405,21.58,4.23,5.07,8.6,6.1,605.11
6073008357,35.0,5.43,6.68,23.1,7.0,800.32
6037264103,14.77,3.33,4.99,20.9,10.7,513.25
6059099513,16.13,6.38,4.47,12.8,9.8,1410.55
6085502701,25.27,3.29,6.0,23.5,8.6,847.81
6037920020,21.39,5.53,9.02,16.4,11.8,425.25
6095253206,76.48,3.85,9.47,9.2,15.0,224.12
6085504202,48.87,5.84,8.56,11.7,8.1,112.35
6111008305,40.82,5.14,11.19,8.1,5.7,1813.52
6017030401,19.56,5.06,4.23,32.1,9.4,608.12
6095252315,119.73,4.59,12.6,11.4,6.9,390.59
6095252915,72.28,4.33,9.59,9.3,7.2,265.6
6073013421,39.31,6.18,5.75,13.1,10.6,712.98
6073013506,28.67,4.0,5.46,41.5,14.1,871.21
6067008203,41.54,3.77,9.54,30.0,11.5,878.03
6043000302,44.83,4.23,10.6,22.2,15.3,105.94
6055200707,43.97,4.1,7.29,21.0,5.9,459.72
6059063007,17.93,6.36,3.68,10.0,5.0,823.84
6073017035,24.87,6.99,5.21,40.4,7.3,510.5
6007001600,31.03,4.4,6.64,22.9,8.1,110.45
6037500202,44.0,2.76,9.14,9.5,5.5,700.14
